Number;DT1;DT2;DT3;DT4;DT5;DT6;DT7;DT8;DT9;DT10;DT11;DT12;DT13;DT14;DT15;DT16;Time
31;110.08;0;110.057;0;-0.137329;0;0.0610352;0;-0.112915;0;-0.192261;0;-0.204468;0;0.161743;0;13:30:25
32;110.077;0;110.057;0;-0.135803;0;0.062561;0;-0.112915;0;-0.192261;0;-0.20752;0;0.164795;0;13:30:26
33;110.08;0;110.06;0;-0.137329;0;0.0610352;0;-0.112915;0;-0.192261;0;-0.20752;0;0.167847;0;13:30:26
34;110.077;0;110.057;0;-0.137329;0;0.0610352;0;-0.112915;0;-0.192261;0;-0.204468;0;0.164795;0;13:30:27
35;110.08;0;110.057;0;-0.137329;0;0.0610352;0;-0.112915;0;-0.189209;0;-0.20752;0;0.167847;0;13:30:27
36;110.08;0;110.054;0;-0.137329;0;0.0610352;0;-0.109863;0;-0.192261;0;-0.204468;0;0.164795;0;13:30:28
37;110.077;0;110.057;0;-0.137329;0;0.0579834;0;-0.115967;0;-0.192261;0;-0.201416;0;0.164795;0;13:30:28
38;110.08;0;110.057;0;-0.137329;0;0.0610352;0;-0.112915;0;-0.195313;0;-0.204468;0;0.164795;0;13:30:29
39;110.077;0;110.054;0;-0.137329;0;0.0579834;0;-0.115967;0;-0.192261;0;-0.204468;0;0.161743;0;13:30:29
40;110.08;0;110.054;0;-0.135803;0;0.0610352;0;-0.112915;0;-0.195313;0;-0.20752;0;0.164795;0;13:30:30
41;110.08;0;110.057;0;-0.137329;0;0.0610352;0;-0.119019;0;-0.192261;0;-0.201416;0;0.161743;0;13:30:30
42;110.077;0;110.054;0;-0.137329;0;0.0579834;0;-0.115967;0;-0.195313;0;-0.204468;0;0.164795;0;13:30:31
43;110.08;0;110.054;0;-0.135803;0;0.0610352;0;-0.112915;0;-0.192261;0;-0.204468;0;0.161743;0;13:30:31
44;110.08;0;110.057;0;-0.137329;0;0.0579834;0;-0.112915;0;-0.192261;0;-0.204468;0;0.164795;0;13:30:32
45;110.077;0;110.054;0;-0.134277;0;0.0579834;0;-0.112915;0;-0.192261;0;-0.201416;0;0.164795;0;13:30:32
46;110.08;0;110.054;0;-0.137329;0;0.0579834;0;-0.112915;0;-0.195313;0;-0.204468;0;0.164795;0;13:30:33
47;110.08;0;110.06;0;-0.135803;0;0.0610352;0;-0.115967;0;-0.195313;0;-0.20752;0;0.164795;0;13:30:33
48;110.08;0;110.054;0;-0.137329;0;0.0579834;0;-0.112915;0;-0.195313;0;-0.204468;0;0.161743;0;13:30:34
49;110.083;0;110.06;0;-0.135803;0;0.0610352;0;-0.112915;0;-0.192261;0;-0.204468;0;0.164795;0;13:30:34
50;110.08;0;110.06;0;-0.137329;0;0.0610352;0;-0.109863;0;-0.192261;0;-0.20752;0;0.164795;0;13:30:35
51;110.08;0;110.06;0;-0.137329;0;0.0579834;0;-0.112915;0;-0.192261;0;-0.204468;0;0.161743;0;13:30:35
52;110.08;0;110.054;0;-0.137329;0;0.0610352;0;-0.109863;0;-0.195313;0;-0.20752;0;0.161743;0;13:30:36
53;110.077;0;110.057;0;-0.137329;0;0.0610352;0;-0.112915;0;-0.192261;0;-0.204468;0;0.161743;0;13:30:36
54;110.077;0;110.057;0;-0.137329;0;0.0610352;0;-0.112915;0;-0.195313;0;-0.204468;0;0.164795;0;13:30:37
55;110.077;0;110.057;0;-0.137329;0;0.0610352;0;-0.109863;0;-0.192261;0;-0.210571;0;0.161743;0;13:30:37
56;110.08;0;110.057;0;-0.137329;0;0.0610352;0;-0.109863;0;-0.195313;0;-0.210571;0;0.161743;0;13:30:38
57;110.08;0;110.06;0;-0.137329;0;0.0610352;0;-0.112915;0;-0.195313;0;-0.20752;0;0.164795;0;13:30:38
58;110.077;0;110.054;0;-0.137329;0;0.0610352;0;-0.109863;0;-0.195313;0;-0.20752;0;0.164795;0;13:30:39
59;110.08;0;110.057;0;-0.137329;0;0.0610352;0;-0.112915;0;-0.192261;0;-0.20752;0;0.164795;0;13:30:39
60;110.08;0;110.057;0;-0.140381;0;0.0610352;0;-0.109863;0;-0.195313;0;-0.204468;0;0.164795;0;13:30:40
61;110.08;0;110.057;0;-0.137329;0;0.0610352;0;-0.112915;0;-0.192261;0;-0.20752;0;0.161743;0;13:30:40
62;110.077;0;110.057;0;-0.137329;0;0.0610352;0;-0.112915;0;-0.195313;0;-0.20752;0;0.164795;0;13:30:41
63;110.08;0;110.057;0;-0.137329;0;0.0610352;0;-0.109863;0;-0.195313;0;-0.20752;0;0.161743;0;13:30:41
64;110.08;0;110.057;0;-0.137329;0;0.0579834;0;-0.112915;0;-0.192261;0;-0.210571;0;0.164795;0;13:30:42
65;110.077;0;110.06;0;-0.137329;0;0.0610352;0;-0.112915;0;-0.195313;0;-0.204468;0;0.161743;0;13:30:42
66;110.08;0;110.057;0;-0.135803;0;0.0579834;0;-0.112915;0;-0.195313;0;-0.210571;0;0.164795;0;13:30:43
67;110.08;0;110.057;0;-0.137329;0;0.0610352;0;-0.112915;0;-0.192261;0;-0.204468;0;0.164795;0;13:30:43
68;110.077;0;110.057;0;-0.137329;0;0.0610352;0;-0.109863;0;-0.195313;0;-0.20752;0;0.161743;0;13:30:44
69;110.08;0;110.057;0;-0.135803;0;0.0610352;0;-0.112915;0;-0.195313;0;-0.20752;0;0.164795;0;13:30:44
70;110.08;0;110.057;0;-0.137329;0;0.0610352;0;-0.109863;0;-0.195313;0;-0.204468;0;0.164795;0;13:30:45
71;110.08;0;110.057;0;-0.135803;0;0.0610352;0;-0.112915;0;-0.195313;0;-0.204468;0;0.164795;0;13:30:45
72;110.08;0;110.06;0;-0.137329;0;0.0610352;0;-0.109863;0;-0.192261;0;-0.20752;0;0.164795;0;13:30:46
73;110.08;0;110.06;0;-0.137329;0;0.0610352;0;-0.109863;0;-0.195313;0;-0.20752;0;0.161743;0;13:30:46
74;110.077;0;110.057;0;-0.137329;0;0.0579834;0;-0.112915;0;-0.192261;0;-0.204468;0;0.164795;0;13:30:47
75;110.077;0;110.06;0;-0.135803;0;0.0610352;0;-0.109863;0;-0.192261;0;-0.204468;0;0.164795;0;13:30:47
76;110.083;0;110.06;0;-0.135803;0;0.0610352;0;-0.112915;0;-0.192261;0;-0.20752;0;0.167847;0;13:30:48
77;110.08;0;110.06;0;-0.135803;0;0.0610352;0;-0.112915;0;-0.189209;0;-0.204468;0;0.161743;0;13:30:48
78;110.083;0;110.057;0;-0.135803;0;0.0564575;0;-0.112915;0;-0.192261;0;-0.204468;0;0.164795;0;13:30:49
79;110.08;0;110.06;0;-0.137329;0;0.0610352;0;-0.109863;0;-0.192261;0;-0.204468;0;0.164795;0;13:30:49
80;110.077;0;110.06;0;-0.137329;0;0.0610352;0;-0.112915;0;-0.192261;0;-0.20752;0;0.164795;0;13:30:50
81;110.08;0;110.06;0;-0.137329;0;0.062561;0;-0.112915;0;-0.195313;0;-0.210571;0;0.161743;0;13:30:50
82;110.08;0;110.063;0;-0.137329;0;0.0579834;0;-0.109863;0;-0.192261;0;-0.204468;0;0.164795;0;13:30:51
83;110.08;0;110.06;0;-0.137329;0;0.062561;0;-0.112915;0;-0.195313;0;-0.20752;0;0.164795;0;13:30:51
84;110.08;0;110.063;0;-0.135803;0;0.0610352;0;-0.112915;0;-0.192261;0;-0.204468;0;0.161743;0;13:30:52
85;110.077;0;110.06;0;-0.137329;0;0.0610352;0;-0.112915;0;-0.192261;0;-0.204468;0;0.161743;0;13:30:52
86;110.077;0;110.057;0;-0.137329;0;0.0610352;0;-0.112915;0;-0.192261;0;-0.204468;0;0.164795;0;13:30:53
87;110.08;0;110.06;0;-0.138855;0;0.062561;0;-0.112915;0;-0.192261;0;-0.204468;0;0.161743;0;13:30:53
88;110.077;0;110.057;0;-0.137329;0;0.0579834;0;-0.112915;0;-0.195313;0;-0.204468;0;0.164795;0;13:30:54
89;110.08;0;110.057;0;-0.135803;0;0.0610352;0;-0.112915;0;-0.192261;0;-0.204468;0;0.161743;0;13:30:54
90;110.077;0;110.06;0;-0.137329;0;0.0610352;0;-0.112915;0;-0.195313;0;-0.204468;0;0.164795;0;13:30:55
91;110.08;0;110.057;0;-0.135803;0;0.062561;0;-0.109863;0;-0.195313;0;-0.20752;0;0.164795;0;13:30:55
92;110.077;0;110.06;0;-0.137329;0;0.062561;0;-0.112915;0;-0.195313;0;-0.20752;0;0.161743;0;13:30:56
93;110.08;0;110.057;0;-0.135803;0;0.062561;0;-0.112915;0;-0.195313;0;-0.204468;0;0.164795;0;13:30:56
94;110.083;0;110.057;0;-0.135803;0;0.0610352;0;-0.112915;0;-0.195313;0;-0.210571;0;0.161743;0;13:30:57
95;110.08;0;110.06;0;-0.137329;0;0.0610352;0;-0.112915;0;-0.195313;0;-0.204468;0;0.164795;0;13:30:57
96;110.08;0;110.057;0;-0.135803;0;0.0610352;0;-0.112915;0;-0.192261;0;-0.20752;0;0.164795;0;13:30:58
97;110.08;0;110.06;0;-0.134277;0;0.0610352;0;-0.115967;0;-0.192261;0;-0.20752;0;0.164795;0;13:30:58
98;110.08;0;110.057;0;-0.137329;0;0.0610352;0;-0.112915;0;-0.192261;0;-0.210571;0;0.164795;0;13:30:59
99;110.08;0;110.06;0;-0.137329;0;0.0610352;0;-0.109863;0;-0.192261;0;-0.20752;0;0.161743;0;13:30:59
100;110.077;0;110.06;0;-0.135803;0;0.0610352;0;-0.109863;0;-0.192261;0;-0.20752;0;0.164795;0;13:31:00
101;110.08;0;110.06;0;-0.135803;0;0.0610352;0;-0.109863;0;-0.192261;0;-0.20752;0;0.164795;0;13:31:00
102;110.08;0;110.06;0;-0.135803;0;0.0610352;0;-0.112915;0;-0.192261;0;-0.210571;0;0.164795;0;13:31:01
103;110.08;0;110.06;0;-0.135803;0;0.0610352;0;-0.112915;0;-0.192261;0;-0.20752;0;0.164795;0;13:31:01
104;110.077;0;110.06;0;-0.135803;0;0.0610352;0;-0.112915;0;-0.192261;0;-0.20752;0;0.164795;0;13:31:02
105;110.077;0;110.06;0;-0.135803;0;0.0610352;0;-0.112915;0;-0.192261;0;-0.20752;0;0.164795;0;13:31:02
106;110.08;0;110.057;0;-0.135803;0;0.0610352;0;-0.109863;0;-0.192261;0;-0.20752;0;0.164795;0;13:31:03
107;110.08;0;110.06;0;-0.135803;0;0.0610352;0;-0.115967;0;-0.195313;0;-0.204468;0;0.164795;0;13:31:03
108;110.077;0;110.06;0;-0.137329;0;0.0579834;0;-0.109863;0;-0.192261;0;-0.210571;0;0.164795;0;13:31:04
109;110.08;0;110.057;0;-0.135803;0;0.0579834;0;-0.112915;0;-0.198364;0;-0.20752;0;0.161743;0;13:31:04
110;110.08;0;110.057;0;-0.137329;0;0.0610352;0;-0.112915;0;-0.195313;0;-0.210571;0;0.164795;0;13:31:05
111;110.08;0;110.057;0;-0.137329;0;0.0610352;0;-0.112915;0;-0.195313;0;-0.20752;0;0.161743;0;13:31:05
112;110.08;0;110.057;0;-0.137329;0;0.0610352;0;-0.112915;0;-0.192261;0;-0.204468;0;0.161743;0;13:31:06
113;110.08;0;110.057;0;-0.137329;0;0.0579834;0;-0.109863;0;-0.195313;0;-0.204468;0;0.164795;0;13:31:06
