Number;DT1;DT2;DT3;DT4;DT5;DT6;DT7;DT8;Time;;С куллеромм;Макс;Мин;deLTA;Без куллера;Макс;Мин;deLTA
1673;35.6508;34.344;-256.747;-256.269;-256.692;-256.888;-256.942;-255.988;11:54:59;;;;;;;;;
1674;35.6586;34.3597;-256.751;-256.262;-256.684;-256.895;-256.942;-255.988;11:54:59;;;;;;;;;
1675;35.6821;34.3753;-256.751;-256.262;-256.684;-256.888;-256.942;-255.988;11:55:00;;;;;;;;;
1676;35.6899;34.3831;-256.747;-256.269;-256.692;-256.888;-256.942;-255.988;11:55:00;;;;;;;;;
1677;35.7212;34.391;-256.747;-256.262;-256.684;-256.895;-256.942;-255.988;11:55:01;;;;;;;;;
1678;35.7212;34.4066;-256.747;-256.262;-256.684;-256.895;-256.95;-255.988;11:55:01;;;;;;;;;
1679;35.7525;34.4223;-256.747;-256.262;-256.684;-256.888;-256.935;-255.988;11:55:02;;;;;;;;;
1680;35.7603;34.4457;-256.743;-256.269;-256.684;-256.903;-256.942;-255.996;11:55:02;;;;;;;;;
1681;35.7682;34.4536;-256.747;-256.262;-256.692;-256.888;-256.935;-255.98;11:55:03;;;;;;;;;
1682;35.776;34.477;-256.747;-256.269;-256.684;-256.895;-256.95;-255.988;11:55:03;;;;;;;;;
1683;35.7916;34.4888;-256.747;-256.262;-256.692;-256.895;-256.935;-255.988;11:55:04;;;;;;;;;
1684;35.8151;34.4888;-256.743;-256.262;-256.692;-256.888;-256.942;-255.988;11:55:04;;;;;;;;;
1685;35.8229;34.5083;-256.743;-256.254;-256.684;-256.895;-256.95;-255.996;11:55:05;;;;;;;;;
1686;35.8386;34.5083;-256.747;-256.262;-256.684;-256.895;-256.942;-255.988;11:55:05;;;;;;;;;
1687;35.8503;34.5123;-256.743;-256.262;-256.692;-256.895;-256.95;-255.988;11:55:06;;;;;;;;;
1688;35.8621;34.5279;-256.743;-256.269;-256.684;-256.895;-256.95;-255.988;11:55:06;;;;;;;;;
1689;35.8816;34.5514;-256.747;-256.262;-256.692;-256.888;-256.95;-255.98;11:55:07;;;;;;;;;
1690;35.8973;34.5749;-256.743;-256.262;-256.7;-256.895;-256.942;-255.988;11:55:07;;;;;;;;;
1691;35.9051;34.5827;-256.747;-256.262;-256.692;-256.895;-256.95;-255.988;11:55:08;;;;;;;;;
1692;35.9129;34.6062;-256.743;-256.262;-256.684;-256.888;-256.935;-255.988;11:55:08;;;;;;;;;
1693;35.9208;34.6062;-256.743;-256.262;-256.692;-256.895;-256.942;-255.98;11:55:09;;;;;;;;;
1694;35.9442;34.614;-256.743;-256.269;-256.692;-256.895;-256.935;-255.988;11:55:09;;;;;;;;;
1695;35.9599;34.6296;-256.747;-256.254;-256.692;-256.895;-256.942;-255.996;11:55:10;;;;;;;;;
1696;35.9755;34.6375;-256.743;-256.262;-256.692;-256.895;-256.935;-255.988;11:55:10;;;;;;;;;
1697;35.9912;34.6453;-256.747;-256.262;-256.684;-256.888;-256.942;-255.98;11:55:11;;;;;;;;;
1698;36.0068;34.6453;-256.735;-256.254;-256.692;-256.895;-256.942;-255.996;11:55:11;;;;;;;;;
1699;36.0147;34.6609;-256.747;-256.262;-256.692;-256.895;-256.927;-255.988;11:55:12;;;;;;;;;
1700;36.0342;34.6766;-256.743;-256.262;-256.692;-256.895;-256.935;-255.988;11:55:12;;;;;;;;;
1701;36.0381;34.6844;-256.743;-256.262;-256.684;-256.895;-256.935;-255.988;11:55:13;;;;;;;;;
1702;36.042;34.704;-256.743;-256.254;-256.692;-256.895;-256.935;-255.988;11:55:13;;;;;;;;;
1703;36.042;34.6961;-256.735;-256.254;-256.7;-256.895;-256.942;-255.988;11:55:14;;;;;;;;;
1704;36.0381;34.6922;-256.735;-256.262;-256.692;-256.895;-256.935;-255.988;11:55:14;;;;;;;;;
1705;36.0303;34.6922;-256.735;-256.262;-256.692;-256.895;-256.935;-255.988;11:55:15;;;;;;;;;
1706;36.0342;34.6766;-256.735;-256.262;-256.692;-256.895;-256.95;-255.988;11:55:15;;;;;;;;;
1707;36.0147;34.6688;-256.743;-256.262;-256.684;-256.888;-256.935;-255.988;11:55:16;;;;;;;;;
1708;35.999;34.6531;-256.735;-256.262;-256.684;-256.888;-256.95;-255.988;11:55:16;;;;;;;;;
1709;35.9834;34.6375;-256.735;-256.262;-256.684;-256.888;-256.942;-255.988;11:55:17;;;;;;;;;
1710;35.9521;34.6296;-256.743;-256.262;-256.692;-256.888;-256.942;-255.988;11:55:17;;;;;;;;;
1711;35.9364;34.614;-256.743;-256.262;-256.684;-256.888;-256.942;-255.98;11:55:18;;;;;;;;;
1712;35.8973;34.5905;-256.743;-256.262;-256.692;-256.888;-256.935;-255.988;11:55:18;;;;;;;;;
1713;35.8816;34.5749;-256.743;-256.262;-256.684;-256.888;-256.935;-255.988;11:55:19;;;;;;;;;
1714;35.8582;34.5592;-256.743;-256.262;-256.684;-256.888;-256.942;-255.988;11:55:19;;;;;;;;;
1715;35.8464;34.5279;-256.743;-256.262;-256.692;-256.888;-256.927;-255.988;11:55:20;;;;;;;;;
1716;35.8073;34.5083;-256.743;-256.269;-256.692;-256.888;-256.942;-255.98;11:55:20;;;;;;;;;
1717;35.776;34.4966;-256.743;-256.262;-256.684;-256.888;-256.935;-255.988;11:55:21;;;;;;;;;
1718;35.7447;34.477;-256.743;-256.269;-256.692;-256.895;-256.942;-255.988;11:55:21;;;;;;;;;
1719;35.729;34.4536;-256.735;-256.262;-256.684;-256.888;-256.935;-255.988;11:55:22;;;;;;;;;
1720;35.6899;34.4379;-256.747;-256.262;-256.684;-256.895;-256.942;-255.988;11:55:22;;;;;;;;;
1721;35.6547;34.4066;-256.751;-256.262;-256.692;-256.888;-256.942;-255.988;11:55:23;;;;;;;;;
1722;35.6351;34.391;-256.747;-256.262;-256.684;-256.895;-256.935;-255.988;11:55:23;;;;;;;;;
1723;35.6078;34.3597;-256.751;-256.262;-256.684;-256.888;-256.942;-255.996;11:55:24;;;;;;;;;
1724;35.5765;34.3362;-256.751;-256.254;-256.684;-256.895;-256.942;-255.988;11:55:24;;;;;;;;;
1725;35.5373;34.3049;-256.751;-256.254;-256.676;-256.888;-256.935;-255.988;11:55:25;;;;;;;;;
1726;35.506;34.2853;-256.747;-256.262;-256.692;-256.895;-256.942;-255.996;11:55:25;;;;;;;;;
1727;35.4826;34.2658;-256.751;-256.254;-256.684;-256.888;-256.942;-255.988;11:55:26;;;;;;;;;
1728;35.4473;34.254;-256.751;-256.262;-256.692;-256.895;-256.942;-255.996;11:55:26;;;;;;;;;
1729;35.42;34.2306;-256.747;-256.254;-256.692;-256.895;-256.935;-255.988;11:55:27;;;;;;;;;
1730;35.3847;34.2071;-256.751;-256.254;-256.684;-256.895;-256.942;-255.988;11:55:27;;;;;;;;;
1731;35.3456;34.1836;-256.751;-256.262;-256.692;-256.895;-256.942;-255.996;11:55:28;;;;;;;;;
1732;35.3221;34.1601;-256.755;-256.254;-256.692;-256.895;-256.95;-255.988;11:55:28;;;;;;;;;
1733;35.283;34.1445;-256.751;-256.262;-256.692;-256.888;-256.935;-255.988;11:55:29;;;;;;;;;
1734;35.2439;34.1132;-256.751;-256.254;-256.692;-256.888;-256.942;-255.98;11:55:29;;;;;;;;;
1735;35.2204;34.1093;-256.751;-256.254;-256.692;-256.888;-256.942;-255.988;11:55:30;;;;;;;;;
1736;35.193;34.0897;-256.751;-256.262;-256.684;-256.888;-256.942;-255.988;11:55:30;;;;;;;;;
1737;35.1696;34.0701;-256.751;-256.254;-256.692;-256.888;-256.935;-255.988;11:55:31;;;;;;;;;
1738;35.1226;34.0467;-256.751;-256.262;-256.684;-256.888;-256.942;-255.98;11:55:31;;;;;;;;;
1739;35.0835;34.031;-256.751;-256.262;-256.692;-256.888;-256.942;-255.988;11:55:32;;;;;;;;;
1740;35.06;33.9919;-256.751;-256.254;-256.684;-256.895;-256.935;-255.988;11:55:32;;;;;;;;;
1741;35.0209;33.9762;-256.751;-256.262;-256.684;-256.888;-256.942;-255.988;11:55:33;;;;;;;;;
1742;34.9974;33.9449;-256.743;-256.262;-256.692;-256.888;-256.927;-255.988;11:55:33;;;;;;;;;
1743;34.97;33.9215;-256.747;-256.262;-256.684;-256.895;-256.935;-255.988;11:55:34;;;;;;;;;
1744;34.9387;33.8902;-256.755;-256.262;-256.684;-256.895;-256.935;-255.988;11:55:34;;;;;;;;;
1745;34.8996;33.8745;-256.751;-256.254;-256.684;-256.888;-256.942;-255.98;11:55:35;;;;;;;;;
1746;34.8761;33.8549;-256.755;-256.262;-256.684;-256.895;-256.942;-255.988;11:55:35;;;;;;;;;
1747;34.8526;33.8393;-256.755;-256.262;-256.684;-256.888;-256.942;-255.988;11:55:36;;;;;;;;;
1748;34.837;33.8393;-256.751;-256.262;-256.684;-256.895;-256.942;-255.98;11:55:36;;;;;;;;;
1749;34.8331;33.8236;-256.755;-256.254;-256.684;-256.895;-256.95;-255.988;11:55:37;;;;;;;;;
1750;34.8331;33.8236;-256.751;-256.254;-256.684;-256.895;-256.95;-255.988;11:55:37;;;;;;;;;
1751;34.8292;33.8236;-256.751;-256.254;-256.684;-256.895;-256.942;-255.988;11:55:38;;;;;;;;;
1752;34.8331;33.8236;-256.751;-256.262;-256.684;-256.888;-256.95;-255.988;11:55:38;;;;;;;;;
1753;34.8331;33.8158;-256.751;-256.254;-256.692;-256.895;-256.942;-255.988;11:55:39;;;;;;;;;
1754;34.837;33.8158;-256.755;-256.254;-256.684;-256.895;-256.95;-255.996;11:55:39;;;;;;;;;
1755;34.837;33.8158;-256.755;-256.258;-256.684;-256.888;-256.942;-255.988;11:55:40;;;;;;;;;
1756;34.8448;33.8236;-256.751;-256.254;-256.692;-256.895;-256.942;-255.988;11:55:40;;;;;;;;;
1757;34.8526;33.8236;-256.755;-256.258;-256.676;-256.888;-256.935;-255.996;11:55:41;;;;;;;;;
1758;34.8605;33.8236;-256.755;-256.25;-256.684;-256.888;-256.935;-255.98;11:55:41;;;;;;;;;
1759;34.8761;33.8315;-256.751;-256.262;-256.684;-256.88;-256.935;-255.996;11:55:42;;;;;;;;;
1760;34.8918;33.8393;-256.755;-256.254;-256.692;-256.895;-256.942;-255.988;11:55:42;;;;;;;;;
1761;34.8996;33.8471;-256.751;-256.269;-256.684;-256.888;-256.935;-255.988;11:55:43;;;;;;;;;
1762;34.9152;33.8549;-256.751;-256.262;-256.692;-256.903;-256.935;-255.988;11:55:43;;;;;;;;;
1763;34.9387;33.8706;-256.751;-256.262;-256.692;-256.895;-256.935;-255.996;11:55:44;;;;;;;;;
1764;34.9465;33.8784;-256.755;-256.269;-256.684;-256.895;-256.935;-255.988;11:55:44;;;;;;;;;
1765;34.97;33.8823;-256.747;-256.262;-256.684;-256.895;-256.942;-255.988;11:55:45;;;;;;;;;
1766;34.9857;33.8862;-256.751;-256.269;-256.692;-256.895;-256.935;-255.98;11:55:45;;;;;;;;;
1767;34.9974;33.8941;-256.751;-256.262;-256.684;-256.888;-256.942;-255.988;11:55:46;;;;;;;;;
1768;35.0052;33.9019;-256.751;-256.262;-256.684;-256.888;-256.935;-255.988;11:55:46;;;;;;;;;
1769;35.017;33.9058;-256.751;-256.262;-256.692;-256.895;-256.935;-255.988;11:55:47;;;;;;;;;
1770;35.0287;33.9215;-256.751;-256.254;-256.692;-256.888;-256.935;-255.988;11:55:47;;;;;;;;;
1771;35.0522;33.9371;-256.751;-256.262;-256.684;-256.888;-256.942;-255.988;11:55:48;;;;;;;;;
1772;35.0678;33.9449;-256.751;-256.262;-256.684;-256.895;-256.942;-255.988;11:55:48;;;;;;;;;
1773;35.0835;33.9606;-256.751;-256.262;-256.692;-256.895;-256.935;-255.988;11:55:49;;;;;;;;;
1774;35.0991;33.9684;-256.755;-256.262;-256.684;-256.895;-256.942;-255.988;11:55:49;;;;;;;;;
1775;35.1226;33.9762;-256.755;-256.254;-256.692;-256.895;-256.942;-255.98;11:55:50;;;;;;;;;
1776;35.1461;33.9919;-256.751;-256.262;-256.692;-256.888;-256.935;-255.988;11:55:50;;;;;;;;;
1777;35.1617;33.9997;-256.747;-256.254;-256.684;-256.895;-256.95;-255.98;11:55:51;;;;;;;;;
1778;35.1852;34.0154;-256.751;-256.262;-256.692;-256.895;-256.942;-255.988;11:55:51;;;;;;;;;
1779;35.193;34.0232;-256.743;-256.262;-256.692;-256.895;-256.942;-255.988;11:55:52;;;;;;;;;
1780;35.2165;34.0467;-256.751;-256.262;-256.684;-256.888;-256.942;-255.98;11:55:52;;;;;;;;;
1781;35.2282;34.0623;-256.747;-256.262;-256.684;-256.895;-256.942;-255.98;11:55:53;;;;;;;;;
1782;35.2439;34.0701;-256.747;-256.262;-256.684;-256.888;-256.942;-255.988;11:55:53;;;;;;;;;
1783;35.2674;34.0858;-256.747;-256.262;-256.692;-256.895;-256.942;-255.98;11:55:54;;;;;;;;;
1784;35.283;34.0936;-256.751;-256.262;-256.684;-256.888;-256.942;-255.98;11:55:54;;;;;;;;;
1785;35.3065;34.1014;-256.751;-256.262;-256.692;-256.895;-256.935;-255.988;11:55:55;;;;;;;;;
1786;35.3221;34.1132;-256.747;-256.269;-256.684;-256.888;-256.942;-255.98;11:55:55;;;;;;;;;
1787;35.3378;34.121;-256.755;-256.254;-256.676;-256.888;-256.95;-255.98;11:55:56;;;;;;;;;
1788;35.3534;34.1445;-256.751;-256.262;-256.684;-256.895;-256.95;-255.988;11:55:56;;;;;;;;;
1789;35.3769;34.1523;-256.755;-256.262;-256.684;-256.895;-256.942;-255.98;11:55:57;;;;;;;;;
1790;35.3926;34.1601;-256.751;-256.262;-256.676;-256.895;-256.942;-255.988;11:55:57;;;;;;;;;
1791;35.416;34.1914;-256.751;-256.254;-256.684;-256.895;-256.935;-255.988;11:55:58;;;;;;;;;
1792;35.4317;34.1993;-256.755;-256.254;-256.676;-256.895;-256.942;-255.988;11:55:58;;;;;;;;;
1793;35.4395;34.2071;-256.755;-256.262;-256.684;-256.895;-256.935;-255.988;11:55:59;;;;;;;;;
1794;35.4513;34.2227;-256.758;-256.262;-256.692;-256.895;-256.942;-255.988;11:55:59;;;;;;;;;
1795;35.4747;34.2384;-256.755;-256.262;-256.684;-256.895;-256.942;-255.98;11:56:00;;;;;;;;;
1796;35.4982;34.254;-256.755;-256.269;-256.684;-256.895;-256.942;-255.988;11:56:00;;;;;;;;;
1797;35.506;34.2697;-256.751;-256.262;-256.684;-256.888;-256.942;-255.988;11:56:01;;;;;;;;;
1798;35.5295;34.2736;-256.755;-256.262;-256.684;-256.895;-256.942;-255.988;11:56:01;;;;;;;;;
1799;35.5373;34.2814;-256.755;-256.269;-256.684;-256.888;-256.942;-255.988;11:56:02;;;;;;;;;
1800;35.553;34.2971;-256.755;-256.262;-256.692;-256.895;-256.942;-255.98;11:56:02;;;;;;;;;
1801;35.5765;34.3127;-256.755;-256.262;-256.684;-256.895;-256.942;-255.988;11:56:03;;;;;;;;;
1802;35.5999;34.3284;-256.751;-256.269;-256.692;-256.895;-256.95;-255.98;11:56:03;;;;;;;;;
1803;35.6234;34.3362;-256.755;-256.262;-256.676;-256.895;-256.95;-255.988;11:56:04;;;;;;;;;
1804;35.6312;34.3518;-256.751;-256.262;-256.684;-256.895;-256.95;-255.98;11:56:04;;;;;;;;;
1805;35.643;34.3675;-256.751;-256.262;-256.684;-256.895;-256.95;-255.988;11:56:05;;;;;;;;;
1806;35.6508;34.391;-256.747;-256.262;-256.692;-256.895;-256.942;-255.98;11:56:05;;;;;;;;;
1807;35.6664;34.3988;-256.747;-256.262;-256.676;-256.888;-256.95;-255.988;11:56:06;;;;;;;;;
1808;35.6899;34.4066;-256.751;-256.262;-256.684;-256.895;-256.942;-255.98;11:56:06;;;;;;;;;
1809;35.7056;34.4223;-256.747;-256.269;-256.692;-256.895;-256.942;-255.988;11:56:07;;;;;;;;;
1810;35.7212;34.4223;-256.755;-256.262;-256.676;-256.895;-256.95;-255.988;11:56:07;;;;;;;;;
1811;35.7447;34.4457;-256.755;-256.262;-256.684;-256.888;-256.942;-255.988;11:56:08;;;;;;;;;
1812;35.7525;34.4536;-256.751;-256.269;-256.684;-256.895;-256.95;-255.98;11:56:08;;;;;;;;;
1813;35.776;34.4692;-256.751;-256.262;-256.684;-256.888;-256.95;-255.988;11:56:09;;;;;;;;;
1814;35.7916;34.4849;-256.755;-256.262;-256.676;-256.895;-256.942;-255.996;11:56:09;;;;;;;;;
1815;35.8151;34.4927;-256.747;-256.262;-256.684;-256.895;-256.935;-255.988;11:56:10;;;;;;;;;
1816;35.8229;34.4966;-256.755;-256.262;-256.684;-256.895;-256.95;-255.988;11:56:10;;;;;;;;;
1817;35.8464;34.5044;-256.751;-256.262;-256.684;-256.888;-256.942;-255.98;11:56:11;;;;;;;;;
1818;35.8542;34.5201;-256.755;-256.262;-256.692;-256.895;-256.942;-255.988;11:56:11;;;;;;;;;
1819;35.8582;34.5357;-256.755;-256.262;-256.692;-256.888;-256.942;-255.988;11:56:12;;;;;;;;;
1820;35.866;34.5592;-256.751;-256.269;-256.684;-256.895;-256.95;-255.988;11:56:12;;;;;;;;;
1821;35.8816;34.567;-256.751;-256.262;-256.692;-256.888;-256.95;-255.996;11:56:13;;;;;;;;;
1822;35.8973;34.5905;-256.755;-256.262;-256.684;-256.895;-256.942;-255.988;11:56:13;;;;;;;;;
1823;35.9208;34.5983;-256.755;-256.254;-256.684;-256.895;-256.95;-255.988;11:56:14;;;;;;;;;
1824;35.9208;34.614;-256.755;-256.262;-256.692;-256.888;-256.942;-255.988;11:56:14;;;;;;;;;
1825;35.9442;34.6218;-256.751;-256.262;-256.684;-256.888;-256.942;-255.996;11:56:15;;;;;;;;;
1826;35.9521;34.6375;-256.755;-256.269;-256.692;-256.888;-256.942;-255.988;11:56:15;;;;;;;;;
1827;35.9834;34.6453;-256.755;-256.262;-256.692;-256.895;-256.95;-255.996;11:56:16;;;;;;;;;
1828;35.9912;34.6531;-256.755;-256.262;-256.684;-256.888;-256.95;-255.988;11:56:16;;;;;;;;;
1829;36.0068;34.6609;-256.755;-256.269;-256.684;-256.895;-256.95;-255.996;11:56:17;;;;;;;;;
1830;36.0147;34.6688;-256.755;-256.262;-256.692;-256.888;-256.942;-255.988;11:56:17;;;;;;;;;
1831;36.0303;34.6844;-256.755;-256.262;-256.684;-256.895;-256.942;-255.996;11:56:18;;;;;;;;;
1832;36.042;34.6961;-256.758;-256.269;-256.692;-256.895;-256.942;-256.003;11:56:18;;;;;;;;;
1833;36.0499;34.6922;-256.755;-256.262;-256.692;-256.895;-256.942;-255.996;11:56:19;;;;;;;;;
1834;36.0499;34.7001;-256.758;-256.269;-256.692;-256.888;-256.95;-255.988;11:56:19;;;;;;;;;
1835;36.0577;34.7001;-256.758;-256.262;-256.676;-256.903;-256.942;-255.996;11:56:20;;;;;;;;;
1836;36.0577;34.7001;-256.755;-256.262;-256.692;-256.888;-256.942;-255.996;11:56:20;;;;;;;;;
1837;36.0499;34.6922;-256.755;-256.262;-256.684;-256.895;-256.935;-255.996;11:56:21;;;;;;;;;
1838;36.0381;34.6922;-256.755;-256.269;-256.684;-256.895;-256.95;-255.988;11:56:21;;;;;;;;;
1839;36.0342;34.6688;-256.755;-256.262;-256.692;-256.903;-256.942;-255.996;11:56:22;;;;;;;;;
1840;36.0225;34.6688;-256.751;-256.269;-256.692;-256.895;-256.95;-255.988;11:56:22;;;;;;;;;
1841;35.999;34.6453;-256.751;-256.262;-256.692;-256.903;-256.942;-255.988;11:56:23;;;;;;;;;
1842;35.9755;34.6375;-256.751;-256.262;-256.684;-256.903;-256.95;-255.996;11:56:23;;;;;;;;;
1843;35.9599;34.6218;-256.755;-256.254;-256.692;-256.903;-256.958;-255.996;11:56:24;;;;;;;;;
1844;35.9208;34.6062;-256.751;-256.262;-256.692;-256.895;-256.942;-255.988;11:56:24;;;;;;;;;
1845;35.9051;34.5905;-256.755;-256.269;-256.692;-256.895;-256.942;-255.996;11:56:25;;;;;;;;;
1846;35.8738;34.567;-256.751;-256.262;-256.692;-256.888;-256.935;-255.996;11:56:25;;;;;;;;;
1847;35.8582;34.5436;-256.755;-256.269;-256.684;-256.903;-256.942;-255.988;11:56:26;;;;;;;;;
1848;35.8464;34.5357;-256.755;-256.269;-256.692;-256.895;-256.942;-255.996;11:56:26;;;;;;;;;
1849;35.7995;34.5123;-256.751;-256.262;-256.684;-256.895;-256.935;-255.988;11:56:27;;;;;;;;;
1850;35.7682;34.4966;-256.751;-256.262;-256.692;-256.895;-256.935;-255.996;11:56:27;;;;;;;;;
1851;35.7447;34.481;-256.751;-256.262;-256.692;-256.895;-256.935;-255.988;11:56:28;;;;;;;;;
1852;35.7134;34.4692;-256.755;-256.262;-256.684;-256.888;-256.935;-255.996;11:56:28;;;;;;;;;
1853;35.6743;34.4457;-256.751;-256.262;-256.692;-256.895;-256.935;-255.988;11:56:29;;;;;;;;;
1854;35.6508;34.4144;-256.755;-256.262;-256.684;-256.888;-256.935;-255.996;11:56:29;;;;;;;;;
1855;35.6312;34.3831;-256.751;-256.262;-256.684;-256.888;-256.935;-255.988;11:56:30;;;;;;;;;
1856;35.5999;34.3675;-256.747;-256.262;-256.692;-256.895;-256.935;-255.996;11:56:30;;;;;;;;;
1857;35.5686;34.3362;-256.747;-256.254;-256.684;-256.888;-256.935;-255.996;11:56:31;;;;;;;;;
1858;35.5373;34.3049;-256.751;-256.262;-256.692;-256.895;-256.935;-255.996;11:56:31;;;;;;;;;
1859;35.4904;34.2892;-256.751;-256.262;-256.684;-256.888;-256.942;-255.996;11:56:32;;;;;;;;;
1860;35.4591;34.2736;-256.747;-256.262;-256.684;-256.895;-256.935;-255.996;11:56:32;;;;;;;;;
1861;35.4356;34.2462;-256.751;-256.262;-256.684;-256.888;-256.942;-255.988;11:56:33;;;;;;;;;
1862;35.4082;34.2227;-256.747;-256.269;-256.684;-256.888;-256.935;-256.003;11:56:33;;;;;;;;;
1863;35.3769;34.2071;-256.743;-256.269;-256.684;-256.888;-256.935;-255.988;11:56:34;;;;;;;;;
1864;35.3378;34.1836;-256.743;-256.262;-256.684;-256.88;-256.927;-256.003;11:56:34;;;;;;;;;
1865;35.3065;34.1523;-256.751;-256.269;-256.692;-256.888;-256.935;-255.988;11:56:35;;;;;;;;;
1866;35.2674;34.1366;-256.747;-256.262;-256.684;-256.895;-256.942;-255.996;11:56:35;;;;;;;;;
1867;35.2361;34.1093;-256.751;-256.269;-256.684;-256.888;-256.927;-255.996;11:56:36;;;;;;;;;
1868;35.2048;34.0897;-256.747;-256.269;-256.692;-256.895;-256.935;-256.003;11:56:36;;;;;;;;;
1869;35.1852;34.0701;-256.751;-256.269;-256.692;-256.88;-256.935;-255.996;11:56:37;;;;;;;;;
1870;35.1461;34.0388;-256.747;-256.262;-256.684;-256.888;-256.935;-255.988;11:56:37;;;;;;;;;
1871;35.107;34.0232;-256.751;-256.269;-256.684;-256.888;-256.935;-255.996;11:56:38;;;;;;;;;
1872;35.0678;33.9919;-256.751;-256.262;-256.692;-256.895;-256.935;-256.003;11:56:38;;;;;;;;;
1873;35.0365;33.9606;-256.747;-256.262;-256.676;-256.888;-256.935;-255.996;11:56:39;;;;;;;;;
1874;35.0052;33.9371;-256.743;-256.269;-256.692;-256.88;-256.935;-255.996;11:56:39;;;;;;;;;
1875;34.9857;33.9136;-256.747;-256.262;-256.684;-256.888;-256.927;-255.996;11:56:40;;;;;;;;;
1876;34.9465;33.8902;-256.747;-256.262;-256.684;-256.888;-256.935;-256.003;11:56:40;;;;;;;;;
1877;34.9309;33.8823;-256.751;-256.254;-256.692;-256.888;-256.935;-255.996;11:56:41;;;;;;;;;
1878;34.8918;33.8628;-256.758;-256.262;-256.684;-256.888;-256.942;-255.996;11:56:41;;;;;;;;;
1879;34.8761;33.8471;-256.755;-256.254;-256.684;-256.888;-256.935;-255.996;11:56:42;;;;;;;;;
1880;34.8605;33.8236;-256.751;-256.262;-256.692;-256.888;-256.935;-255.996;11:56:42;;;;;;;;;
1881;34.837;33.8158;-256.755;-256.254;-256.684;-256.888;-256.942;-255.988;11:56:43;;;;;;;;;
1882;34.8331;33.8158;-256.755;-256.262;-256.692;-256.888;-256.935;-255.988;11:56:43;;;;;;;;;
1883;34.8331;33.8002;-256.755;-256.254;-256.684;-256.888;-256.935;-255.988;11:56:44;;;;;;;;;
1884;34.8292;33.8002;-256.755;-256.262;-256.684;-256.888;-256.935;-255.988;11:56:44;;;;;;;;;
1885;34.8331;33.8002;-256.755;-256.262;-256.684;-256.888;-256.935;-255.988;11:56:45;;;;;;;;;
1886;34.8292;33.8002;-256.755;-256.262;-256.684;-256.88;-256.942;-255.988;11:56:45;;;;;;;;;
1887;34.8292;33.808;-256.751;-256.262;-256.692;-256.888;-256.942;-255.988;11:56:46;;;;;;;;;
1888;34.8292;33.808;-256.755;-256.262;-256.692;-256.888;-256.935;-255.98;11:56:46;;;;;;;;;
1889;34.8331;33.8158;-256.751;-256.262;-256.692;-256.888;-256.935;-255.988;11:56:47;;;;;;;;;
1890;34.8331;33.8315;-256.751;-256.254;-256.692;-256.888;-256.935;-255.988;11:56:47;;;;;;;;;
1891;34.837;33.8315;-256.755;-256.262;-256.692;-256.888;-256.942;-255.98;11:56:48;;;;;;;;;
1892;34.8448;33.8471;-256.751;-256.262;-256.684;-256.88;-256.935;-255.988;11:56:48;;;;;;;;;
1893;34.8526;33.8471;-256.751;-256.269;-256.692;-256.888;-256.935;-255.988;11:56:49;;;;;;;;;
1894;34.8683;33.8628;-256.755;-256.262;-256.692;-256.888;-256.935;-255.988;11:56:49;;;;;;;;;
1895;34.8918;33.8706;-256.755;-256.262;-256.684;-256.895;-256.935;-255.988;11:56:50;;;;;;;;;
1896;34.8996;33.8706;-256.755;-256.262;-256.684;-256.888;-256.942;-255.988;11:56:50;;;;;;;;;
1897;34.9152;33.8784;-256.755;-256.254;-256.692;-256.888;-256.95;-255.98;11:56:51;;;;;;;;;
1898;34.9309;33.8823;-256.755;-256.254;-256.692;-256.888;-256.942;-255.988;11:56:51;;;;;;;;;
1899;34.9465;33.8941;-256.751;-256.262;-256.684;-256.895;-256.942;-255.988;11:56:52;;;;;;;;;
1900;34.97;33.8941;-256.755;-256.254;-256.684;-256.888;-256.95;-255.988;11:56:52;;;;;;;;;
1901;34.9778;33.9058;-256.755;-256.254;-256.692;-256.888;-256.942;-255.98;11:56:53;;;;;;;;;
1902;34.9974;33.9215;-256.758;-256.262;-256.684;-256.895;-256.95;-255.988;11:56:53;;;;;;;;;
1903;35.0013;33.9293;-256.755;-256.25;-256.684;-256.895;-256.95;-255.996;11:56:54;;;;;;;;;
1904;35.0052;33.9528;-256.751;-256.262;-256.692;-256.888;-256.95;-255.996;11:56:54;;;;;;;;;
1905;35.0209;33.9528;-256.755;-256.254;-256.692;-256.895;-256.942;-255.988;11:56:55;;;;;;;;;
1906;35.0444;33.9762;-256.755;-256.254;-256.7;-256.888;-256.942;-255.996;11:56:55;;;;;;;;;
1907;35.06;33.9841;-256.751;-256.254;-256.684;-256.888;-256.935;-255.988;11:56:56;;;;;;;;;
1908;35.0678;33.9997;-256.755;-256.254;-256.692;-256.888;-256.942;-255.988;11:56:56;;;;;;;;;
1909;35.0913;34.0075;-256.755;-256.262;-256.7;-256.888;-256.942;-255.988;11:56:57;;;;;;;;;
1910;35.107;34.031;-256.755;-256.262;-256.692;-256.895;-256.942;-255.996;11:56:57;;;;;;;;;
1911;35.1383;34.0467;-256.755;-256.262;-256.692;-256.895;-256.942;-255.988;11:56:58;;;;;;;;;
1912;35.1539;34.0701;-256.758;-256.262;-256.692;-256.888;-256.95;-255.996;11:56:58;;;;;;;;;
