Number;DT1;DT2;DT3;DT4;DT5;DT6;DT7;DT8;P now;T imp;K_prop;Time
31;23.2051;23.2051;-256.751;-256.242;-256.692;-256.927;-256.974;-255.956;37.599;None;37.35;11:45:36
32;23.209;23.1973;-256.751;-256.246;-256.7;-256.919;-256.974;-255.964;37.599;2699;37.35;11:45:37
33;23.209;23.2051;-256.755;-256.246;-256.7;-256.927;-256.974;-255.956;37.599;2698;37.35;11:45:37
34;23.209;23.2051;-256.755;-256.242;-256.692;-256.927;-256.974;-255.956;37.599;2698;37.35;11:45:38
35;23.209;23.2051;-256.751;-256.242;-256.692;-256.927;-256.974;-255.956;37.599;2698;37.35;11:45:38
36;23.2051;23.2051;-256.758;-256.242;-256.692;-256.927;-256.974;-255.964;37.599;2698;37.35;11:45:39
37;23.209;23.2051;-256.755;-256.246;-256.708;-256.935;-256.966;-255.964;37.599;2699;37.35;11:45:39
38;23.2051;23.2129;-256.755;-256.242;-256.692;-256.927;-256.974;-255.956;37.599;2698;37.35;11:45:40
39;23.209;23.2051;-256.758;-256.242;-256.7;-256.927;-256.966;-255.964;37.599;2699;37.35;11:45:40
40;23.209;23.2051;-256.758;-256.238;-256.7;-256.935;-256.974;-255.956;37.599;2698;37.35;11:45:41
41;23.209;23.2129;-256.758;-256.246;-256.7;-256.927;-256.966;-255.964;37.599;2698;37.35;11:45:41
42;23.209;23.2051;-256.758;-256.242;-256.708;-256.927;-256.966;-255.956;37.599;2698;37.35;11:45:42
43;23.209;23.2051;-256.758;-256.242;-256.692;-256.919;-256.966;-255.964;37.599;2698;37.35;11:45:42
44;23.2051;23.2129;-256.758;-256.246;-256.708;-256.927;-256.966;-255.956;37.599;2698;37.35;11:45:43
45;23.209;23.1973;-256.758;-256.246;-256.7;-256.927;-256.966;-255.964;37.599;2699;37.35;11:45:43
46;23.209;23.2129;-256.755;-256.246;-256.7;-256.927;-256.966;-255.956;37.599;2698;37.35;11:45:44
47;23.209;23.2051;-256.755;-256.242;-256.7;-256.927;-256.966;-255.964;37.599;2698;37.35;11:45:44
48;23.2129;23.2129;-256.762;-256.246;-256.7;-256.927;-256.974;-255.956;37.599;2698;37.35;11:45:45
49;23.209;23.2129;-256.755;-256.242;-256.692;-256.927;-256.966;-255.964;37.599;2696;37.35;11:45:45
50;23.209;23.2051;-256.762;-256.246;-256.7;-256.927;-256.966;-255.956;37.599;2696;37.35;11:45:46
51;23.209;23.1973;-256.758;-256.246;-256.692;-256.927;-256.966;-255.972;37.599;2698;37.35;11:45:46
52;23.2051;23.2051;-256.758;-256.246;-256.7;-256.927;-256.974;-255.956;37.599;2698;37.35;11:45:47
53;23.209;23.2051;-256.758;-256.246;-256.692;-256.927;-256.966;-255.964;37.599;2699;37.35;11:45:47
54;23.209;23.1973;-256.755;-256.246;-256.692;-256.919;-256.974;-255.964;37.599;2698;37.35;11:45:48
55;23.2129;23.2051;-256.755;-256.246;-256.7;-256.927;-256.974;-255.964;37.599;2698;37.35;11:45:48
56;23.209;23.2051;-256.758;-256.246;-256.692;-256.927;-256.966;-255.956;37.599;2696;37.35;11:45:49
57;23.2129;23.1973;-256.755;-256.242;-256.692;-256.927;-256.974;-255.956;37.599;2698;37.35;11:45:49
58;23.209;23.1973;-256.758;-256.246;-256.692;-256.927;-256.966;-255.956;37.599;2696;37.35;11:45:50
59;23.2129;23.1973;-256.755;-256.246;-256.692;-256.927;-256.958;-255.964;37.599;2698;37.35;11:45:50
60;23.2207;23.1973;-256.755;-256.242;-256.7;-256.919;-256.974;-255.964;37.599;2696;37.35;11:45:51
61;23.2129;23.1973;-256.758;-256.246;-256.692;-256.935;-256.966;-255.956;37.599;2693;37.35;11:45:51
62;23.2168;23.1973;-256.755;-256.242;-256.7;-256.927;-256.974;-255.956;37.599;2696;37.35;11:45:52
63;23.2129;23.2051;-256.758;-256.246;-256.692;-256.927;-256.974;-255.964;37.599;2695;37.35;11:45:52
64;23.2129;23.1934;-256.755;-256.242;-256.7;-256.927;-256.966;-255.964;37.599;2696;37.35;11:45:53
65;23.2129;23.1973;-256.755;-256.246;-256.7;-256.927;-256.974;-255.972;37.599;2696;37.35;11:45:53
