Number;DT1;DT2;DT3;DT4;DT5;DT6;DT7;DT8;P now;T imp;K_prop;Time
488;29.9229;29.6334;-256.743;-256.246;-256.692;-256.919;-256.958;-255.956;37.599;33;37.35;11:55:16
489;29.9151;29.6255;-256.743;-256.25;-256.684;-256.927;-256.966;-255.949;37.599;30;37.35;11:55:17
490;29.9151;29.6216;-256.747;-256.246;-256.692;-256.919;-256.958;-255.956;37.599;33;37.35;11:55:17
491;29.9229;29.6334;-256.747;-256.25;-256.692;-256.927;-256.95;-255.949;37.599;33;37.35;11:55:18
492;29.9151;29.6334;-256.747;-256.246;-256.692;-256.919;-256.958;-255.956;37.599;30;37.35;11:55:18
493;29.9151;29.6334;-256.747;-256.25;-256.692;-256.935;-256.958;-255.949;37.599;33;37.35;11:55:19
494;29.9151;29.6373;-256.747;-256.246;-256.7;-256.919;-256.966;-255.949;37.599;33;37.35;11:55:19
495;29.9229;29.6373;-256.747;-256.246;-256.7;-256.927;-256.966;-255.949;37.599;33;37.35;11:55:20
496;29.9151;29.6334;-256.747;-256.246;-256.692;-256.919;-256.958;-255.949;37.599;30;37.35;11:55:20
497;29.9229;29.6334;-256.747;-256.25;-256.692;-256.927;-256.974;-255.949;37.599;33;37.35;11:55:21
498;29.9229;29.6255;-256.751;-256.246;-256.684;-256.919;-256.966;-255.956;37.599;30;37.35;11:55:21
499;29.9229;29.6334;-256.747;-256.246;-256.692;-256.927;-256.958;-255.956;37.599;30;37.35;11:55:22
500;29.9229;29.6255;-256.747;-256.246;-256.692;-256.919;-256.966;-255.956;37.599;30;37.35;11:55:22
501;29.9151;29.6334;-256.747;-256.25;-256.692;-256.927;-256.974;-255.956;37.599;30;37.35;11:55:23
502;29.9151;29.6255;-256.755;-256.25;-256.692;-256.927;-256.958;-255.956;37.599;33;37.35;11:55:23
503;29.9229;29.6373;-256.755;-256.25;-256.692;-256.927;-256.958;-255.949;37.599;33;37.35;11:55:24
504;29.9151;29.6334;-256.755;-256.25;-256.692;-256.927;-256.958;-255.956;37.599;30;37.35;11:55:24
505;29.9072;29.6373;-256.755;-256.254;-256.692;-256.927;-256.958;-255.956;37.599;33;37.35;11:55:25
506;29.9072;29.6412;-256.755;-256.254;-256.692;-256.927;-256.958;-255.956;37.599;36;37.35;11:55:25
507;29.9072;29.6373;-256.751;-256.254;-256.692;-256.927;-256.966;-255.949;37.599;36;37.35;11:55:26
508;29.9072;29.6412;-256.751;-256.254;-256.692;-256.927;-256.958;-255.949;37.599;36;37.35;11:55:26
509;29.9072;29.6412;-256.755;-256.25;-256.692;-256.927;-256.958;-255.956;37.599;36;37.35;11:55:27
510;29.9072;29.6412;-256.755;-256.254;-256.692;-256.927;-256.966;-255.949;37.599;36;37.35;11:55:27
511;29.9151;29.6412;-256.755;-256.25;-256.692;-256.927;-256.958;-255.956;37.599;36;37.35;11:55:28
512;29.9151;29.6412;-256.751;-256.254;-256.692;-256.919;-256.966;-255.949;37.599;33;37.35;11:55:28
513;29.9072;29.6412;-256.751;-256.25;-256.7;-256.927;-256.958;-255.956;37.599;33;37.35;11:55:29
514;29.9151;29.6451;-256.755;-256.254;-256.684;-256.927;-256.966;-255.964;37.599;36;37.35;11:55:29
515;29.9072;29.6451;-256.755;-256.262;-256.7;-256.927;-256.958;-255.949;37.599;33;37.35;11:55:30
516;29.9151;29.6412;-256.751;-256.25;-256.692;-256.919;-256.958;-255.964;37.599;36;37.35;11:55:30
517;29.9151;29.649;-256.755;-256.254;-256.692;-256.919;-256.958;-255.956;37.599;33;37.35;11:55:31
518;29.9151;29.6451;-256.751;-256.25;-256.692;-256.927;-256.958;-255.949;37.599;33;37.35;11:55:31
519;29.9151;29.6451;-256.747;-256.254;-256.7;-256.935;-256.958;-255.956;37.599;33;37.35;11:55:32
520;29.9151;29.6529;-256.747;-256.25;-256.692;-256.927;-256.958;-255.949;37.599;33;37.35;11:55:32
521;29.9151;29.649;-256.743;-256.25;-256.7;-256.927;-256.966;-255.964;37.599;33;37.35;11:55:33
522;29.9072;29.6529;-256.747;-256.25;-256.692;-256.919;-256.958;-255.956;37.599;33;37.35;11:55:33
523;29.9151;29.6529;-256.743;-256.254;-256.7;-256.919;-256.958;-255.949;37.599;36;37.35;11:55:34
524;29.9072;29.6568;-256.747;-256.25;-256.7;-256.919;-256.958;-255.956;37.599;33;37.35;11:55:34
525;29.9151;29.6529;-256.747;-256.254;-256.692;-256.927;-256.958;-255.956;37.599;36;37.35;11:55:35
526;29.9151;29.6607;-256.747;-256.25;-256.692;-256.919;-256.958;-255.949;37.599;33;37.35;11:55:35
527;29.9072;29.6607;-256.747;-256.254;-256.692;-256.927;-256.958;-255.956;37.599;33;37.35;11:55:36
528;29.9072;29.6607;-256.743;-256.254;-256.692;-256.919;-256.958;-255.956;37.599;36;37.35;11:55:36
529;29.9072;29.6686;-256.747;-256.25;-256.7;-256.927;-256.958;-255.956;37.599;36;37.35;11:55:37
530;29.8994;29.6686;-256.743;-256.25;-256.684;-256.919;-256.966;-255.956;37.599;36;37.35;11:55:37
531;29.9072;29.6764;-256.747;-256.246;-256.684;-256.927;-256.966;-255.949;37.599;39;37.35;11:55:38
532;29.8994;29.6686;-256.747;-256.246;-256.692;-256.919;-256.958;-255.956;37.599;36;37.35;11:55:38
533;29.8994;29.6842;-256.747;-256.246;-256.684;-256.927;-256.966;-255.956;37.599;39;37.35;11:55:39
534;29.8994;29.6764;-256.743;-256.246;-256.692;-256.919;-256.958;-255.956;37.599;39;37.35;11:55:39
535;29.8994;29.6764;-256.747;-256.25;-256.692;-256.927;-256.966;-255.956;37.599;39;37.35;11:55:40
536;29.8994;29.6842;-256.743;-256.246;-256.692;-256.927;-256.958;-255.956;37.599;39;37.35;11:55:40
537;29.8994;29.6842;-256.743;-256.246;-256.7;-256.927;-256.958;-255.956;37.599;39;37.35;11:55:41
538;29.8994;29.6842;-256.735;-256.25;-256.7;-256.919;-256.958;-255.949;37.599;39;37.35;11:55:41
539;29.8994;29.6842;-256.743;-256.246;-256.692;-256.927;-256.958;-255.956;37.599;39;37.35;11:55:42
540;29.8994;29.692;-256.735;-256.246;-256.7;-256.927;-256.958;-255.956;37.599;39;37.35;11:55:42
541;29.8994;29.6842;-256.735;-256.246;-256.7;-256.919;-256.95;-255.956;37.599;39;37.35;11:55:43
542;29.8994;29.692;-256.743;-256.25;-256.7;-256.927;-256.958;-255.956;37.599;39;37.35;11:55:43
543;29.9072;29.692;-256.743;-256.246;-256.7;-256.919;-256.958;-255.956;37.599;39;37.35;11:55:44
544;29.8994;29.6842;-256.739;-256.246;-256.7;-256.927;-256.966;-255.964;37.599;36;37.35;11:55:44
545;29.8994;29.6999;-256.747;-256.25;-256.7;-256.927;-256.966;-255.964;37.599;39;37.35;11:55:45
546;29.9072;29.6999;-256.747;-256.246;-256.692;-256.919;-256.966;-255.956;37.599;39;37.35;11:55:45
547;29.8994;29.6999;-256.747;-256.246;-256.7;-256.919;-256.966;-255.956;37.599;36;37.35;11:55:46
548;29.8916;29.7077;-256.743;-256.246;-256.692;-256.919;-256.974;-255.964;37.599;39;37.35;11:55:46
549;29.9072;29.6999;-256.747;-256.25;-256.692;-256.927;-256.974;-255.956;37.599;43;37.35;11:55:47
550;29.9072;29.6999;-256.743;-256.246;-256.692;-256.919;-256.974;-255.964;37.599;36;37.35;11:55:47
551;29.9229;29.6999;-256.747;-256.25;-256.7;-256.919;-256.966;-255.956;37.599;36;37.35;11:55:48
552;29.9072;29.6999;-256.743;-256.246;-256.7;-256.919;-256.958;-255.964;37.599;30;37.35;11:55:48
553;29.9151;29.6999;-256.747;-256.246;-256.7;-256.919;-256.966;-255.956;37.599;36;37.35;11:55:49
554;29.9151;29.692;-256.735;-256.246;-256.692;-256.927;-256.958;-255.964;37.599;33;37.35;11:55:49
555;29.9151;29.6999;-256.743;-256.25;-256.692;-256.927;-256.966;-255.964;37.599;33;37.35;11:55:50
556;29.9072;29.6999;-256.743;-256.246;-256.692;-256.919;-256.966;-255.972;37.599;33;37.35;11:55:50
557;29.9151;29.6999;-256.747;-256.246;-256.692;-256.927;-256.958;-255.964;37.599;36;37.35;11:55:51
558;29.9072;29.7077;-256.743;-256.246;-256.7;-256.919;-256.958;-255.964;37.599;33;37.35;11:55:51
559;29.9151;29.6999;-256.735;-256.246;-256.692;-256.919;-256.974;-255.956;37.599;36;37.35;11:55:52
560;29.9072;29.7077;-256.743;-256.25;-256.684;-256.919;-256.966;-255.972;37.599;33;37.35;11:55:52
561;29.9151;29.6999;-256.743;-256.246;-256.692;-256.927;-256.966;-255.956;37.599;36;37.35;11:55:53
562;29.9151;29.7077;-256.743;-256.246;-256.692;-256.911;-256.966;-255.964;37.599;33;37.35;11:55:53
563;29.9151;29.7155;-256.747;-256.254;-256.684;-256.919;-256.966;-255.964;37.599;33;37.35;11:55:54
564;29.9151;29.7077;-256.747;-256.25;-256.692;-256.919;-256.966;-255.964;37.599;33;37.35;11:55:54
565;29.9229;29.7077;-256.747;-256.25;-256.692;-256.927;-256.974;-255.964;37.599;33;37.35;11:55:55
566;29.9072;29.7155;-256.751;-256.242;-256.692;-256.927;-256.966;-255.964;37.599;30;37.35;11:55:55
567;29.9229;29.6999;-256.751;-256.246;-256.684;-256.927;-256.974;-255.964;37.599;36;37.35;11:55:56
568;29.9151;29.7155;-256.751;-256.25;-256.692;-256.919;-256.966;-255.964;37.599;30;37.35;11:55:56
569;29.9229;29.7155;-256.751;-256.246;-256.684;-256.935;-256.974;-255.956;37.599;33;37.35;11:55:57
570;29.9229;29.7155;-256.747;-256.246;-256.692;-256.919;-256.966;-255.956;37.599;30;37.35;11:55:57
571;29.9229;29.7233;-256.751;-256.246;-256.692;-256.927;-256.966;-255.956;37.599;30;37.35;11:55:58
572;29.9229;29.7155;-256.747;-256.25;-256.692;-256.919;-256.966;-255.964;37.599;30;37.35;11:55:58
573;29.9229;29.7077;-256.751;-256.25;-256.692;-256.927;-256.974;-255.964;37.599;30;37.35;11:55:59
574;29.9151;29.7233;-256.747;-256.25;-256.692;-256.919;-256.974;-255.964;37.599;30;37.35;11:55:59
575;29.9151;29.7155;-256.751;-256.25;-256.692;-256.927;-256.958;-255.964;37.599;33;37.35;11:56:00
576;29.9229;29.7155;-256.751;-256.25;-256.7;-256.927;-256.966;-255.956;37.599;33;37.35;11:56:00
577;29.9229;29.7233;-256.755;-256.25;-256.7;-256.927;-256.958;-255.964;37.599;30;37.35;11:56:01
578;29.9151;29.7155;-256.751;-256.25;-256.7;-256.927;-256.966;-255.964;37.599;30;37.35;11:56:01
579;29.9229;29.7233;-256.751;-256.25;-256.7;-256.935;-256.958;-255.956;37.599;33;37.35;11:56:02
580;29.9229;29.7233;-256.751;-256.25;-256.7;-256.919;-256.958;-255.964;37.599;30;37.35;11:56:02
581;29.9229;29.7233;-256.747;-256.25;-256.7;-256.919;-256.974;-255.956;37.599;30;37.35;11:56:03
582;29.9151;29.7233;-256.755;-256.246;-256.7;-256.927;-256.966;-255.956;37.599;30;37.35;11:56:03
583;29.9229;29.7233;-256.751;-256.25;-256.708;-256.927;-256.974;-255.956;37.599;33;37.35;11:56:04
584;29.9229;29.7312;-256.751;-256.25;-256.7;-256.919;-256.958;-255.956;37.599;30;37.35;11:56:04
585;29.9229;29.7233;-256.751;-256.25;-256.7;-256.935;-256.966;-255.956;37.599;30;37.35;11:56:05
586;29.9229;29.7233;-256.751;-256.25;-256.7;-256.919;-256.966;-255.956;37.599;30;37.35;11:56:05
587;29.9072;29.7312;-256.751;-256.25;-256.7;-256.935;-256.958;-255.956;37.599;30;37.35;11:56:06
588;29.9151;29.739;-256.751;-256.25;-256.7;-256.919;-256.958;-255.964;37.599;36;37.35;11:56:06
589;29.9072;29.7468;-256.751;-256.254;-256.7;-256.935;-256.958;-255.956;37.599;33;37.35;11:56:07
590;29.9151;29.7312;-256.747;-256.25;-256.7;-256.927;-256.966;-255.949;37.599;36;37.35;11:56:07
591;29.9151;29.7468;-256.751;-256.25;-256.7;-256.927;-256.95;-255.964;37.599;33;37.35;11:56:08
592;29.8994;29.739;-256.751;-256.254;-256.692;-256.927;-256.966;-255.949;37.599;33;37.35;11:56:08
593;29.9072;29.7468;-256.751;-256.254;-256.7;-256.927;-256.966;-255.956;37.599;39;37.35;11:56:09
594;29.9072;29.739;-256.755;-256.25;-256.692;-256.919;-256.958;-255.956;37.599;36;37.35;11:56:09
595;29.9072;29.7468;-256.751;-256.25;-256.692;-256.927;-256.966;-255.956;37.599;36;37.35;11:56:10
