Number;DT1;DT2;DT3;DT4;DT5;DT6;DT7;DT8;P now;T imp;K_prop;Time
29;23.2794;23.2442;-256.751;-256.246;-256.692;-256.927;-256.958;-255.964;37.599;71;1;11:51:27
30;23.2794;23.2599;-256.751;-256.246;-256.692;-256.927;-256.958;-255.956;37.599;71;1;11:51:27
31;23.2716;23.2599;-256.747;-256.246;-256.692;-256.927;-256.958;-255.964;37.599;71;1;11:51:28
32;23.2794;23.2442;-256.751;-256.246;-256.7;-256.927;-256.958;-255.964;37.599;71;1;11:51:28
33;23.2716;23.252;-256.751;-256.242;-256.692;-256.927;-256.95;-255.964;37.599;71;1;11:51:29
34;23.2794;23.252;-256.751;-256.246;-256.692;-256.927;-256.958;-255.964;37.599;71;1;11:51:29
35;23.2716;23.252;-256.751;-256.246;-256.692;-256.927;-256.958;-255.964;37.599;71;1;11:51:30
36;23.2794;23.252;-256.747;-256.246;-256.7;-256.927;-256.958;-255.964;37.599;71;1;11:51:30
37;23.2794;23.252;-256.747;-256.246;-256.684;-256.935;-256.958;-255.972;37.599;71;1;11:51:31
38;23.2873;23.2599;-256.747;-256.246;-256.7;-256.927;-256.958;-255.964;37.599;71;1;11:51:31
39;23.2794;23.2599;-256.751;-256.246;-256.692;-256.935;-256.958;-255.964;37.599;71;1;11:51:32
40;23.2716;23.2599;-256.747;-256.246;-256.692;-256.927;-256.966;-255.956;37.599;71;1;11:51:32
41;23.2716;23.2677;-256.751;-256.242;-256.692;-256.927;-256.958;-255.964;37.599;71;1;11:51:33
42;23.2794;23.2599;-256.755;-256.246;-256.7;-256.927;-256.966;-255.964;37.599;71;1;11:51:33
43;23.2716;23.2599;-256.751;-256.246;-256.7;-256.927;-256.958;-255.964;37.599;71;1;11:51:34
44;23.2794;23.2677;-256.747;-256.246;-256.692;-256.927;-256.958;-255.964;37.599;71;1;11:51:34
45;23.2794;23.2677;-256.747;-256.246;-256.692;-256.927;-256.958;-255.956;37.599;71;1;11:51:35
46;23.2794;23.2677;-256.743;-256.242;-256.692;-256.927;-256.958;-255.964;37.599;71;1;11:51:35
47;23.2794;23.2677;-256.747;-256.246;-256.692;-256.927;-256.958;-255.964;37.599;71;1;11:51:36
48;23.2794;23.2677;-256.747;-256.246;-256.692;-256.927;-256.958;-255.964;37.599;71;1;11:51:36
49;23.2794;23.2677;-256.751;-256.246;-256.7;-256.927;-256.958;-255.956;37.599;71;1;11:51:37
50;23.2794;23.2677;-256.747;-256.246;-256.692;-256.927;-256.958;-255.964;37.599;71;1;11:51:37
51;23.2716;23.2755;-256.751;-256.246;-256.692;-256.927;-256.966;-255.964;37.599;71;1;11:51:38
52;23.2794;23.2755;-256.747;-256.246;-256.692;-256.927;-256.95;-255.964;37.599;71;1;11:51:38
53;23.2873;23.2755;-256.743;-256.246;-256.692;-256.919;-256.958;-255.956;37.599;71;1;11:51:39
54;23.2794;23.2677;-256.747;-256.242;-256.692;-256.927;-256.958;-255.964;37.599;71;1;11:51:39
55;23.2873;23.2755;-256.739;-256.246;-256.692;-256.927;-256.958;-255.956;37.599;71;1;11:51:40
56;23.2794;23.2755;-256.747;-256.25;-256.692;-256.927;-256.966;-255.964;37.599;71;1;11:51:40
57;23.2794;23.2677;-256.747;-256.242;-256.692;-256.919;-256.958;-255.956;37.599;71;1;11:51:41
58;23.2794;23.2677;-256.743;-256.246;-256.684;-256.927;-256.966;-255.964;37.599;71;1;11:51:41
59;23.2794;23.2599;-256.747;-256.246;-256.692;-256.927;-256.958;-255.964;37.599;71;1;11:51:42
60;23.2794;23.2677;-256.747;-256.246;-256.684;-256.927;-256.966;-255.956;37.599;71;1;11:51:42
61;23.2794;23.2677;-256.751;-256.246;-256.692;-256.919;-256.966;-255.956;37.599;71;1;11:51:43
62;23.2794;23.2677;-256.747;-256.242;-256.7;-256.919;-256.958;-255.956;37.599;71;1;11:51:43
63;23.2873;23.2755;-256.747;-256.246;-256.684;-256.927;-256.966;-255.956;37.599;71;1;11:51:44
64;23.2794;23.2755;-256.751;-256.246;-256.692;-256.927;-256.966;-255.956;37.599;71;1;11:51:44
65;23.2873;23.2755;-256.751;-256.242;-256.692;-256.927;-256.974;-255.956;37.599;71;1;11:51:45
66;23.2794;23.2677;-256.751;-256.246;-256.692;-256.927;-256.966;-255.964;37.599;71;1;11:51:45
67;23.2716;23.2677;-256.751;-256.25;-256.684;-256.927;-256.966;-255.956;37.599;71;1;11:51:46
68;23.2794;23.2677;-256.751;-256.246;-256.684;-256.927;-256.966;-255.956;37.599;71;1;11:51:46
69;23.2873;23.2677;-256.751;-256.25;-256.676;-256.919;-256.974;-255.956;37.599;71;1;11:51:47
70;23.2794;23.2755;-256.751;-256.25;-256.684;-256.927;-256.958;-255.956;37.599;71;1;11:51:47
71;23.2873;23.2755;-256.751;-256.246;-256.684;-256.927;-256.966;-255.956;37.599;71;1;11:51:48
72;23.2716;23.2755;-256.747;-256.25;-256.684;-256.919;-256.958;-255.964;37.599;71;1;11:51:48
73;23.2794;23.2755;-256.751;-256.246;-256.684;-256.919;-256.958;-255.964;37.599;71;1;11:51:49
74;23.2716;23.2677;-256.751;-256.246;-256.684;-256.927;-256.958;-255.956;37.599;71;1;11:51:49
75;23.2794;23.2677;-256.751;-256.246;-256.676;-256.927;-256.958;-255.964;37.599;71;1;11:51:50
76;23.2794;23.2755;-256.751;-256.246;-256.684;-256.919;-256.958;-255.956;37.599;71;1;11:51:50
77;23.2873;23.2677;-256.751;-256.246;-256.684;-256.927;-256.974;-255.956;37.599;71;1;11:51:51
78;23.2794;23.2755;-256.751;-256.246;-256.676;-256.927;-256.958;-255.964;37.599;71;1;11:51:51
79;23.2873;23.2677;-256.751;-256.246;-256.684;-256.927;-256.966;-255.956;37.599;71;1;11:51:52
80;23.2873;23.2677;-256.747;-256.246;-256.684;-256.919;-256.966;-255.956;37.599;71;1;11:51:52
81;23.2873;23.2677;-256.747;-256.242;-256.676;-256.927;-256.966;-255.949;37.599;71;1;11:51:53
82;23.2873;23.2677;-256.747;-256.246;-256.684;-256.927;-256.966;-255.956;37.599;71;1;11:51:53
83;23.2873;23.2677;-256.747;-256.246;-256.684;-256.919;-256.958;-255.949;37.599;71;1;11:51:54
84;23.2873;23.2677;-256.743;-256.246;-256.684;-256.927;-256.966;-255.964;37.599;71;1;11:51:54
85;23.2794;23.2755;-256.751;-256.246;-256.676;-256.927;-256.966;-255.949;37.599;71;1;11:51:55
86;23.2873;23.2677;-256.747;-256.242;-256.692;-256.927;-256.958;-255.964;37.599;71;1;11:51:55
87;23.2951;23.2677;-256.751;-256.25;-256.676;-256.927;-256.966;-255.949;37.599;71;1;11:51:56
88;23.2951;23.2599;-256.751;-256.242;-256.684;-256.927;-256.958;-255.956;37.599;71;1;11:51:56
89;23.2873;23.2677;-256.751;-256.246;-256.684;-256.927;-256.958;-255.964;37.599;71;1;11:51:57
90;23.2873;23.2677;-256.747;-256.246;-256.684;-256.919;-256.95;-255.956;37.599;71;1;11:51:57
91;23.2873;23.2677;-256.747;-256.242;-256.692;-256.927;-256.95;-255.956;37.599;71;1;11:51:58
92;23.2873;23.2677;-256.747;-256.246;-256.684;-256.919;-256.958;-255.956;37.599;71;1;11:51:58
93;23.2951;23.2833;-256.747;-256.25;-256.684;-256.919;-256.95;-255.956;37.599;71;1;11:51:59
94;23.3029;23.2755;-256.747;-256.246;-256.684;-256.927;-256.958;-255.956;37.599;71;1;11:51:59
95;23.3107;23.2833;-256.751;-256.246;-256.684;-256.919;-256.958;-255.956;37.599;71;1;11:52:00
96;23.3186;23.2912;-256.747;-256.246;-256.692;-256.919;-256.966;-255.956;37.599;71;1;11:52:00
97;23.3264;23.2912;-256.751;-256.246;-256.692;-256.919;-256.95;-255.956;37.599;71;1;11:52:01
98;23.3342;23.299;-256.747;-256.246;-256.684;-256.927;-256.966;-255.956;37.599;70;1;11:52:01
99;23.3342;23.3068;-256.751;-256.242;-256.684;-256.927;-256.958;-255.956;37.599;70;1;11:52:02
100;23.3499;23.3068;-256.743;-256.246;-256.692;-256.919;-256.958;-255.956;37.599;70;1;11:52:02
101;23.3577;23.3225;-256.751;-256.246;-256.684;-256.927;-256.958;-255.956;37.599;70;1;11:52:03
102;23.3733;23.3225;-256.751;-256.242;-256.692;-256.919;-256.958;-255.964;37.599;70;1;11:52:03
103;23.3812;23.3303;-256.751;-256.246;-256.684;-256.919;-256.958;-255.949;37.599;70;1;11:52:04
104;23.3968;23.3381;-256.751;-256.246;-256.692;-256.919;-256.958;-255.956;37.599;70;1;11:52:04
105;23.3968;23.3381;-256.751;-256.246;-256.684;-256.927;-256.966;-255.956;37.599;70;1;11:52:05
106;23.4046;23.3538;-256.755;-256.246;-256.692;-256.919;-256.966;-255.956;37.599;70;1;11:52:05
107;23.4203;23.3616;-256.751;-256.25;-256.692;-256.935;-256.958;-255.949;37.599;70;1;11:52:06
108;23.4203;23.3616;-256.751;-256.242;-256.692;-256.927;-256.958;-255.956;37.599;69;1;11:52:06
109;23.4242;23.3772;-256.751;-256.246;-256.692;-256.927;-256.958;-255.949;37.599;69;1;11:52:07
110;23.4398;23.3772;-256.751;-256.246;-256.684;-256.927;-256.958;-255.956;37.599;69;1;11:52:07
111;23.4477;23.3851;-256.755;-256.246;-256.692;-256.927;-256.958;-255.956;37.599;69;1;11:52:08
112;23.4633;23.3929;-256.751;-256.25;-256.692;-256.927;-256.95;-255.956;37.599;69;1;11:52:08
113;23.4711;23.3968;-256.755;-256.246;-256.684;-256.935;-256.95;-255.964;37.599;69;1;11:52:09
114;23.4868;23.4007;-256.755;-256.25;-256.684;-256.919;-256.958;-255.956;37.599;69;1;11:52:09
115;23.4946;23.4046;-256.751;-256.242;-256.692;-256.927;-256.95;-255.956;37.599;69;1;11:52:10
116;23.4946;23.4125;-256.755;-256.25;-256.684;-256.927;-256.966;-255.964;37.599;69;1;11:52:10
117;23.5181;23.4085;-256.755;-256.246;-256.692;-256.927;-256.958;-255.956;37.599;69;1;11:52:11
118;23.5337;23.4281;-256.755;-256.25;-256.692;-256.935;-256.966;-255.964;37.599;68;1;11:52:11
119;23.5337;23.4359;-256.751;-256.246;-256.684;-256.927;-256.958;-255.956;37.599;68;1;11:52:12
120;23.5494;23.4438;-256.751;-256.246;-256.692;-256.935;-256.966;-255.956;37.599;68;1;11:52:12
121;23.5572;23.4516;-256.747;-256.25;-256.684;-256.927;-256.966;-255.964;37.599;68;1;11:52:13
122;23.5729;23.4594;-256.747;-256.246;-256.692;-256.935;-256.974;-255.964;37.599;68;1;11:52:13
123;23.5807;23.4751;-256.747;-256.25;-256.692;-256.927;-256.966;-255.956;37.599;68;1;11:52:14
124;23.6042;23.4751;-256.747;-256.246;-256.684;-256.927;-256.974;-255.956;37.599;68;1;11:52:14
125;23.6042;23.4829;-256.743;-256.246;-256.692;-256.919;-256.966;-255.956;37.599;68;1;11:52:15
126;23.6237;23.4907;-256.747;-256.246;-256.684;-256.927;-256.958;-255.956;37.599;68;1;11:52:15
127;23.6316;23.5064;-256.743;-256.246;-256.692;-256.927;-256.958;-255.964;37.599;67;1;11:52:16
128;23.6394;23.5142;-256.743;-256.246;-256.684;-256.919;-256.974;-255.956;37.599;67;1;11:52:16
129;23.6433;23.5298;-256.743;-256.246;-256.692;-256.927;-256.974;-255.964;37.599;67;1;11:52:17
130;23.655;23.5377;-256.735;-256.242;-256.692;-256.927;-256.974;-255.956;37.599;67;1;11:52:17
131;23.6707;23.5377;-256.747;-256.246;-256.7;-256.927;-256.981;-255.956;37.599;67;1;11:52:18
132;23.6863;23.5533;-256.747;-256.246;-256.692;-256.927;-256.981;-255.956;37.599;67;1;11:52:18
133;23.6942;23.5611;-256.743;-256.246;-256.684;-256.919;-256.974;-255.964;37.599;67;1;11:52:19
134;23.702;23.5729;-256.747;-256.246;-256.692;-256.919;-256.974;-255.956;37.599;67;1;11:52:19
135;23.7176;23.5768;-256.747;-256.25;-256.684;-256.927;-256.974;-255.964;37.599;67;1;11:52:20
136;23.7411;23.5807;-256.751;-256.246;-256.684;-256.919;-256.966;-255.956;37.599;66;1;11:52:20
137;23.7411;23.5846;-256.747;-256.246;-256.692;-256.935;-256.974;-255.949;37.599;66;1;11:52:21
138;23.7568;23.5885;-256.751;-256.246;-256.684;-256.927;-256.974;-255.956;37.599;66;1;11:52:21
139;23.7724;23.6042;-256.751;-256.242;-256.684;-256.927;-256.966;-255.956;37.599;66;1;11:52:22
140;23.7802;23.612;-256.755;-256.246;-256.7;-256.935;-256.966;-255.949;37.599;66;1;11:52:22
141;23.7959;23.6198;-256.755;-256.25;-256.692;-256.927;-256.966;-255.956;37.599;66;1;11:52:23
142;23.8037;23.6276;-256.751;-256.246;-256.7;-256.935;-256.966;-255.956;37.599;66;1;11:52:23
143;23.8154;23.6433;-256.755;-256.246;-256.692;-256.927;-256.966;-255.956;37.599;65;1;11:52:24
144;23.8194;23.6433;-256.755;-256.25;-256.692;-256.935;-256.966;-255.956;37.599;65;1;11:52:24
145;23.8272;23.6589;-256.751;-256.25;-256.692;-256.927;-256.958;-255.964;37.599;65;1;11:52:25
146;23.8311;23.6589;-256.755;-256.246;-256.692;-256.927;-256.966;-255.949;37.599;65;1;11:52:25
147;23.8467;23.6746;-256.751;-256.246;-256.692;-256.935;-256.966;-255.956;37.599;65;1;11:52:26
148;23.8546;23.6824;-256.751;-256.25;-256.692;-256.927;-256.966;-255.956;37.599;65;1;11:52:26
149;23.8702;23.6902;-256.755;-256.25;-256.692;-256.927;-256.966;-255.956;37.599;65;37.35;11:52:27
150;23.8859;23.6981;-256.751;-256.246;-256.684;-256.927;-256.966;-255.956;37.599;2435;37.35;11:52:27
151;23.8937;23.7137;-256.747;-256.246;-256.692;-256.927;-256.966;-255.956;37.599;2429;37.35;11:52:28
152;23.9172;23.7294;-256.747;-256.25;-256.684;-256.919;-256.958;-255.956;37.599;2426;37.35;11:52:28
153;23.9406;23.745;-256.751;-256.246;-256.692;-256.919;-256.958;-255.949;37.599;2417;37.35;11:52:29
154;23.9798;23.7763;-256.751;-256.246;-256.692;-256.927;-256.966;-255.964;37.599;2407;37.35;11:52:29
155;24.0111;23.7959;-256.751;-256.246;-256.692;-256.919;-256.958;-255.956;37.599;2392;37.35;11:52:30
156;24.0502;23.8194;-256.751;-256.242;-256.692;-256.927;-256.966;-255.956;37.599;2379;37.35;11:52:30
157;24.0932;23.8585;-256.751;-256.246;-256.692;-256.919;-256.958;-255.956;37.599;2364;37.35;11:52:31
158;24.148;23.8976;-256.751;-256.246;-256.692;-256.927;-256.958;-255.956;37.599;2347;37.35;11:52:31
159;24.2223;23.9446;-256.755;-256.246;-256.692;-256.919;-256.958;-255.956;37.599;2325;37.35;11:52:32
160;24.2576;23.9837;-256.755;-256.246;-256.692;-256.927;-256.966;-255.964;37.599;2295;37.35;11:52:32
161;24.3241;24.0228;-256.755;-256.246;-256.692;-256.927;-256.958;-255.956;37.599;2281;37.35;11:52:33
162;24.3945;24.0737;-256.751;-256.25;-256.692;-256.927;-256.958;-255.956;37.599;2255;37.35;11:52:33
163;24.4571;24.1206;-256.747;-256.246;-256.692;-256.927;-256.958;-255.956;37.599;2227;37.35;11:52:34
164;24.5158;24.1715;-256.751;-256.242;-256.692;-256.927;-256.966;-255.964;37.599;2202;37.35;11:52:34
165;24.5784;24.2067;-256.751;-256.246;-256.692;-256.927;-256.966;-255.956;37.599;2179;37.35;11:52:35
166;24.6606;24.2654;-256.751;-256.242;-256.692;-256.927;-256.966;-255.956;37.599;2154;37.35;11:52:35
167;24.7153;24.3123;-256.751;-256.246;-256.692;-256.927;-256.966;-255.964;37.599;2121;37.35;11:52:36
168;24.8014;24.3749;-256.751;-256.246;-256.692;-256.927;-256.974;-255.956;37.599;2099;37.35;11:52:36
169;24.864;24.418;-256.755;-256.246;-256.692;-256.927;-256.974;-255.956;37.599;2065;37.35;11:52:37
170;24.9383;24.4649;-256.751;-256.242;-256.7;-256.927;-256.966;-255.956;37.599;2040;37.35;11:52:37
171;25.0166;24.5197;-256.751;-256.246;-256.692;-256.935;-256.966;-255.964;37.599;2011;37.35;11:52:38
172;25.0792;24.5901;-256.751;-256.242;-256.692;-256.927;-256.966;-255.956;37.599;1980;37.35;11:52:38
173;25.1692;24.6253;-256.751;-256.246;-256.692;-256.927;-256.966;-255.964;37.599;1955;37.35;11:52:39
174;25.2396;24.6879;-256.751;-256.242;-256.684;-256.919;-256.966;-255.956;37.599;1919;37.35;11:52:39
175;25.31;24.7427;-256.751;-256.242;-256.692;-256.919;-256.966;-255.964;37.599;1891;37.35;11:52:40
176;25.3844;24.7936;-256.751;-256.246;-256.692;-256.927;-256.966;-255.964;37.599;1863;37.35;11:52:40
177;25.4744;24.8484;-256.751;-256.246;-256.692;-256.919;-256.966;-255.956;37.599;1834;37.35;11:52:41
178;25.5526;24.911;-256.751;-256.242;-256.692;-256.919;-256.958;-255.964;37.599;1798;37.35;11:52:41
179;25.6387;24.9657;-256.751;-256.246;-256.692;-256.919;-256.966;-255.964;37.599;1767;37.35;11:52:42
180;25.713;25.0166;-256.747;-256.246;-256.692;-256.919;-256.966;-255.956;37.599;1732;37.35;11:52:42
181;25.7991;25.0714;-256.751;-256.246;-256.692;-256.911;-256.958;-255.964;37.599;1703;37.35;11:52:43
182;25.8734;25.1418;-256.747;-256.246;-256.692;-256.919;-256.966;-255.956;37.599;1669;37.35;11:52:43
183;25.9517;25.1966;-256.751;-256.242;-256.692;-256.919;-256.966;-255.956;37.599;1639;37.35;11:52:44
184;26.0299;25.2474;-256.755;-256.25;-256.692;-256.919;-256.966;-255.964;37.599;1608;37.35;11:52:44
185;26.1121;25.31;-256.755;-256.246;-256.692;-256.919;-256.958;-255.956;37.599;1577;37.35;11:52:45
186;26.1825;25.3726;-256.755;-256.25;-256.692;-256.911;-256.958;-255.964;37.599;1544;37.35;11:52:45
187;26.2764;25.4196;-256.758;-256.246;-256.692;-256.919;-256.966;-255.956;37.599;1516;37.35;11:52:46
188;26.3429;25.4783;-256.751;-256.246;-256.692;-256.919;-256.958;-255.956;37.599;1479;37.35;11:52:46
189;26.4368;25.5487;-256.758;-256.246;-256.692;-256.911;-256.958;-255.956;37.599;1453;37.35;11:52:47
190;26.5112;25.6074;-256.755;-256.246;-256.7;-256.919;-256.958;-255.949;37.599;1415;37.35;11:52:47
191;26.5894;25.6622;-256.751;-256.246;-256.684;-256.911;-256.966;-255.956;37.599;1386;37.35;11:52:48
192;26.6755;25.7248;-256.751;-256.246;-256.7;-256.911;-256.966;-255.956;37.599;1355;37.35;11:52:48
193;26.7498;25.7952;-256.751;-256.25;-256.692;-256.919;-256.966;-255.949;37.599;1320;37.35;11:52:49
194;26.8359;25.8421;-256.747;-256.25;-256.692;-256.919;-256.966;-255.956;37.599;1291;37.35;11:52:49
195;26.9142;25.9086;-256.747;-256.246;-256.692;-256.919;-256.958;-255.956;37.599;1257;37.35;11:52:50
196;26.9885;25.9712;-256.751;-256.246;-256.684;-256.911;-256.95;-255.956;37.599;1226;37.35;11:52:50
197;27.0746;26.0221;-256.747;-256.246;-256.7;-256.919;-256.958;-255.956;37.599;1196;37.35;11:52:51
198;27.1567;26.0925;-256.751;-256.25;-256.692;-256.919;-256.958;-255.956;37.599;1162;37.35;11:52:51
199;27.2272;26.1551;-256.751;-256.246;-256.692;-256.919;-256.958;-255.956;37.599;1129;37.35;11:52:52
200;27.3171;26.2138;-256.751;-256.246;-256.692;-256.919;-256.958;-255.956;37.599;1101;37.35;11:52:52
201;27.3837;26.2686;-256.747;-256.246;-256.692;-256.919;-256.958;-255.956;37.599;1066;37.35;11:52:53
202;27.4736;26.339;-256.751;-256.246;-256.692;-256.927;-256.958;-255.956;37.599;1039;37.35;11:52:53
203;27.5558;26.4016;-256.751;-256.242;-256.692;-256.919;-256.958;-255.956;37.599;1003;37.35;11:52:54
204;27.6262;26.4564;-256.751;-256.25;-256.692;-256.927;-256.958;-255.956;37.599;971;37.35;11:52:54
205;27.7201;26.5151;-256.747;-256.246;-256.692;-256.919;-256.966;-255.956;37.599;943;37.35;11:52:55
206;27.7906;26.5894;-256.751;-256.246;-256.7;-256.919;-256.958;-255.956;37.599;905;37.35;11:52:55
207;27.8727;26.6403;-256.747;-256.242;-256.692;-256.927;-256.958;-255.956;37.599;877;37.35;11:52:56
208;27.951;26.7068;-256.747;-256.242;-256.692;-256.927;-256.958;-255.956;37.599;845;37.35;11:52:56
209;28.0253;26.7772;-256.747;-256.246;-256.692;-256.919;-256.958;-255.956;37.599;814;37.35;11:52:57
210;28.1114;26.8359;-256.747;-256.246;-256.692;-256.927;-256.958;-255.956;37.599;784;37.35;11:52:57
211;28.1857;26.8829;-256.747;-256.246;-256.692;-256.919;-256.966;-255.956;37.599;750;37.35;11:52:58
212;28.264;26.9611;-256.747;-256.242;-256.692;-256.927;-256.974;-255.956;37.599;720;37.35;11:52:58
213;28.35;27.0159;-256.747;-256.242;-256.7;-256.927;-256.974;-255.964;37.599;689;37.35;11:52:59
214;28.4244;27.0628;-256.747;-256.246;-256.692;-256.919;-256.966;-255.949;37.599;655;37.35;11:52:59
215;28.5026;27.1372;-256.747;-256.242;-256.7;-256.919;-256.966;-255.956;37.599;626;37.35;11:53:00
216;28.5848;27.2037;-256.751;-256.242;-256.7;-256.919;-256.966;-255.964;37.599;594;37.35;11:53:00
217;28.6474;27.2506;-256.747;-256.246;-256.692;-256.919;-256.966;-255.956;37.599;562;37.35;11:53:01
218;28.7413;27.3211;-256.747;-256.246;-256.692;-256.911;-256.966;-255.956;37.599;537;37.35;11:53:01
219;28.8195;27.3837;-256.747;-256.242;-256.7;-256.919;-256.958;-255.949;37.599;500;37.35;11:53:02
220;28.8861;27.4423;-256.747;-256.246;-256.692;-256.919;-256.974;-255.949;37.599;469;37.35;11:53:02
221;28.9643;27.4971;-256.743;-256.242;-256.692;-256.911;-256.974;-255.956;37.599;442;37.35;11:53:03
222;29.0386;27.5675;-256.751;-256.242;-256.692;-256.919;-256.966;-255.949;37.599;411;37.35;11:53:03
223;29.1169;27.6341;-256.747;-256.242;-256.692;-256.911;-256.966;-255.956;37.599;381;37.35;11:53:04
224;29.1991;27.681;-256.747;-256.242;-256.7;-256.919;-256.958;-255.956;37.599;350;37.35;11:53:04
225;29.2617;27.7436;-256.747;-256.246;-256.684;-256.919;-256.958;-255.956;37.599;318;37.35;11:53:05
226;29.3399;27.8101;-256.747;-256.242;-256.692;-256.927;-256.966;-255.956;37.599;293;37.35;11:53:05
227;29.4064;27.8571;-256.747;-256.242;-256.684;-256.911;-256.966;-255.956;37.599;262;37.35;11:53:06
228;29.4769;27.9275;-256.747;-256.242;-256.692;-256.911;-256.966;-255.949;37.599;235;37.35;11:53:06
229;29.5395;27.9744;-256.747;-256.242;-256.692;-256.911;-256.966;-255.956;37.599;207;37.35;11:53:07
230;29.6138;28.0292;-256.747;-256.242;-256.7;-256.911;-256.966;-255.956;37.599;182;37.35;11:53:07
231;29.6647;28.0801;-256.751;-256.246;-256.692;-256.911;-256.966;-255.956;37.599;153;37.35;11:53:08
232;29.7312;28.1192;-256.747;-256.246;-256.692;-256.919;-256.966;-255.949;37.599;133;37.35;11:53:08
233;29.7781;28.174;-256.743;-256.242;-256.692;-256.911;-256.966;-255.956;37.599;106;37.35;11:53:09
234;29.8329;28.2131;-256.751;-256.242;-256.692;-256.919;-256.958;-255.956;37.599;88;37.35;11:53:09
235;29.8681;28.2561;-256.747;-256.242;-256.684;-256.911;-256.966;-255.956;37.599;66;37.35;11:53:10
236;29.9229;28.2796;-256.747;-256.246;-256.684;-256.911;-256.966;-255.956;37.599;52;37.35;11:53:10
237;29.9542;28.3266;-256.747;-256.246;-256.692;-256.911;-256.966;-255.956;37.599;30;37.35;11:53:11
238;29.9855;28.35;-256.751;-256.242;-256.684;-256.919;-256.966;-255.956;37.599;18;37.35;11:53:11
239;30.0246;28.3892;-256.743;-256.246;-256.684;-256.911;-256.958;-255.956;37.599;5;37.35;11:53:12
240;30.0403;28.4205;-256.747;-256.242;-256.676;-256.919;-256.966;-255.949;37.599;None;37.35;11:53:12
241;30.0598;28.4361;-256.743;-256.246;-256.676;-256.911;-256.966;-255.956;37.599;None;37.35;11:53:13
242;30.0755;28.4557;-256.747;-256.246;-256.684;-256.919;-256.966;-255.956;37.599;None;37.35;11:53:13
243;30.0989;28.4713;-256.747;-256.246;-256.676;-256.911;-256.958;-255.956;37.599;None;37.35;11:53:14
244;30.1068;28.4948;-256.747;-256.246;-256.684;-256.919;-256.966;-255.949;37.599;None;37.35;11:53:14
245;30.1302;28.5105;-256.743;-256.246;-256.692;-256.911;-256.966;-255.964;37.599;None;37.35;11:53:15
246;30.1381;28.5339;-256.747;-256.242;-256.684;-256.919;-256.958;-255.964;37.599;None;37.35;11:53:15
247;30.1537;28.5496;-256.747;-256.246;-256.684;-256.919;-256.958;-255.956;37.599;None;37.35;11:53:16
