Number;DT1;DT2;P_now;T_imp;K_prop;T_stab;Time
10915;29.9229;28.8861;37.599;130;200;30;13:53:57
10916;29.9307;28.8782;37.599;164;200;30;13:53:58
10917;29.9307;28.8782;37.599;147;200;30;13:53:58
10918;29.9229;28.8861;37.599;147;200;30;13:53:59
10919;29.9307;28.8782;37.599;164;200;30;13:53:59
10920;29.9307;28.8782;37.599;147;200;30;13:54:00
10921;29.9229;28.8782;37.599;147;200;30;13:54:00
10922;29.9151;28.8782;37.599;164;200;30;13:54:01
10923;29.9229;28.8704;37.599;180;200;30;13:54:01
10924;29.9229;28.8704;37.599;164;200;30;13:54:02
10925;29.9229;28.8704;37.599;164;200;30;13:54:02
10926;29.9151;28.8665;37.599;164;200;30;13:54:03
10927;29.9151;28.8665;37.599;180;200;30;13:54:03
10928;29.9151;28.8743;37.599;180;200;30;13:54:04
10929;29.9151;28.8782;37.599;180;200;30;13:54:04
10930;29.9151;28.8665;37.599;180;200;30;13:54:05
10931;29.9151;28.8626;37.599;180;200;30;13:54:05
10932;29.9072;28.8665;37.599;180;200;30;13:54:06
10933;29.9151;28.8587;37.599;197;200;30;13:54:06
10934;29.9072;28.8626;37.599;180;200;30;13:54:07
10935;29.9151;28.8626;37.599;197;200;30;13:54:07
10936;29.9151;28.8587;37.599;180;200;30;13:54:08
10937;29.9072;28.8587;37.599;180;200;30;13:54:08
10938;29.9151;28.8587;37.599;197;200;30;13:54:09
10939;29.9151;28.8626;37.599;180;200;30;13:54:09
10940;29.9151;28.8587;37.599;180;200;30;13:54:10
10941;29.9151;28.8626;37.599;180;200;30;13:54:10
10942;29.9151;28.8587;37.599;180;200;30;13:54:11
10943;29.9229;28.8587;37.599;180;200;30;13:54:11
10944;29.9229;28.8587;37.599;164;200;30;13:54:12
10945;29.9307;28.8626;37.599;164;200;30;13:54:12
10946;29.9307;28.8587;37.599;147;200;30;13:54:13
10947;29.9229;28.8626;37.599;147;200;30;13:54:13
10948;29.9307;28.8665;37.599;164;200;30;13:54:14
10949;29.9307;28.8626;37.599;147;200;30;13:54:14
10950;29.9307;28.8665;37.599;147;200;30;13:54:15
10951;29.9307;28.8626;37.599;147;200;30;13:54:15
10952;29.9307;28.8626;37.599;147;200;30;13:54:16
10953;29.9307;28.8626;37.599;147;200;30;13:54:16
10954;29.9307;28.8587;37.599;147;200;30;13:54:17
10955;29.9229;28.8587;37.599;147;200;30;13:54:17
10956;29.9229;28.8587;37.599;164;200;30;13:54:18
10957;29.9151;28.8587;37.599;164;200;30;13:54:18
10958;29.9151;28.8548;37.599;180;200;30;13:54:19
10959;29.9151;28.8626;37.599;180;200;30;13:54:19
10960;29.9229;28.8626;37.599;180;200;30;13:54:20
10961;29.9229;28.8626;37.599;164;200;30;13:54:20
10962;29.9229;28.8587;37.599;164;200;30;13:54:21
10963;29.9151;28.8548;37.599;164;200;30;13:54:21
10964;29.9307;28.8626;37.599;180;200;30;13:54:22
10965;29.9307;28.8587;37.599;147;200;30;13:54:22
10966;29.9307;28.8626;37.599;147;200;30;13:54:23
10967;29.9229;28.8626;37.599;147;200;30;13:54:23
10968;29.9151;28.8626;37.599;164;200;30;13:54:24
10969;29.9229;28.8626;37.599;180;200;30;13:54:24
10970;29.9229;28.8665;37.599;164;200;30;13:54:25
10971;29.9229;28.8587;37.599;164;200;30;13:54:25
10972;29.9229;28.8587;37.599;164;200;30;13:54:26
10973;29.9229;28.8587;37.599;164;200;30;13:54:26
10974;29.9151;28.8548;37.599;164;200;30;13:54:27
10975;29.9229;28.8587;37.599;180;200;30;13:54:27
10976;29.9151;28.8626;37.599;164;200;30;13:54:28
10977;29.9151;28.8587;37.599;180;200;30;13:54:28
10978;29.9072;28.8587;37.599;180;200;30;13:54:29
10979;29.8994;28.8587;37.599;197;200;30;13:54:29
10980;29.8994;28.8587;37.599;214;200;30;13:54:30
10981;29.9072;28.8587;37.599;214;200;30;13:54:30
10982;29.9072;28.8626;37.599;197;200;30;13:54:31
10983;29.9072;28.8587;37.599;197;200;30;13:54:31
10984;29.9072;28.8587;37.599;197;200;30;13:54:32
10985;29.9072;28.8587;37.599;197;200;30;13:54:32
10986;29.9072;28.8587;37.599;197;200;30;13:54:33
10987;29.9072;28.8626;37.599;197;200;30;13:54:33
10988;29.9072;28.8626;37.599;197;200;30;13:54:34
10989;29.9151;28.8626;37.599;197;200;30;13:54:34
10990;29.9072;28.8665;37.599;180;200;30;13:54:35
10991;29.9151;28.8665;37.599;197;200;30;13:54:35
10992;29.9151;28.8665;37.599;180;200;30;13:54:36
10993;29.9229;28.8704;37.599;180;200;30;13:54:36
10994;29.9229;28.8665;37.599;164;200;30;13:54:37
10995;29.9229;28.8704;37.599;164;200;30;13:54:37
10996;29.9307;28.8665;37.599;164;200;30;13:54:38
10997;29.9307;28.8704;37.599;147;200;30;13:54:38
10998;29.9385;28.8782;37.599;147;200;30;13:54:39
10999;29.9229;28.8704;37.599;130;200;30;13:54:39
11000;29.9307;28.8782;37.599;164;200;30;13:54:40
11001;29.9229;28.8704;37.599;147;200;30;13:54:40
11002;29.9385;28.8782;37.599;164;200;30;13:54:41
11003;29.9307;28.8861;37.599;130;200;30;13:54:41
11004;29.9307;28.8782;37.599;147;200;30;13:54:42
11005;29.9385;28.8782;37.599;147;200;30;13:54:42
11006;29.9385;28.8861;37.599;130;200;30;13:54:43
11007;29.9307;28.8782;37.599;130;200;30;13:54:43
11008;29.9307;28.8861;37.599;147;200;30;13:54:44
11009;29.9229;28.8704;37.599;147;200;30;13:54:44
11010;29.9229;28.8782;37.599;164;200;30;13:54:45
11011;29.9151;28.8665;37.599;164;200;30;13:54:45
11012;29.9229;28.8665;37.599;180;200;30;13:54:46
11013;29.9229;28.8665;37.599;164;200;30;13:54:46
11014;29.9151;28.8626;37.599;164;200;30;13:54:47
11015;29.9229;28.8626;37.599;180;200;30;13:54:47
11016;29.9151;28.8665;37.599;164;200;30;13:54:48
11017;29.9151;28.8626;37.599;180;200;30;13:54:48
11018;29.9229;28.8665;37.599;180;200;30;13:54:49
11019;29.9229;28.8626;37.599;164;200;30;13:54:49
11020;29.9229;28.8587;37.599;164;200;30;13:54:50
11021;29.9229;28.8626;37.599;164;200;30;13:54:50
11022;29.9229;28.8626;37.599;164;200;30;13:54:51
11023;29.9229;28.8665;37.599;164;200;30;13:54:51
11024;29.9307;28.8665;37.599;164;200;30;13:54:52
11025;29.9229;28.8626;37.599;147;200;30;13:54:52
11026;29.9151;28.8626;37.599;164;200;30;13:54:53
11027;29.9229;28.8665;37.599;180;200;30;13:54:53
11028;29.9229;28.8704;37.599;164;200;30;13:54:54
11029;29.9072;28.8704;37.599;164;200;30;13:54:54
11030;29.9151;28.8665;37.599;197;200;30;13:54:55
11031;29.9072;28.8665;37.599;180;200;30;13:54:55
11032;29.9151;28.8626;37.599;197;200;30;13:54:56
11033;29.9072;28.8626;37.599;180;200;30;13:54:56
11034;29.9151;28.8626;37.599;197;200;30;13:54:57
11035;29.9151;28.8626;37.599;180;200;30;13:54:57
11036;29.9151;28.8626;37.599;180;200;30;13:54:58
11037;29.9151;28.8626;37.599;180;200;30;13:54:58
11038;29.9151;28.8665;37.599;180;200;30;13:54:59
11039;29.9229;28.8665;37.599;180;200;30;13:54:59
11040;29.9229;28.8665;37.599;164;200;30;13:55:00
11041;29.9151;28.8587;37.599;164;200;30;13:55:00
11042;29.9151;28.8626;37.599;180;200;30;13:55:01
11043;29.9229;28.8626;37.599;180;200;30;13:55:01
11044;29.9307;28.8626;37.599;164;200;30;13:55:02
11045;29.9151;28.8587;37.599;147;200;30;13:55:02
11046;29.9229;28.8548;37.599;180;200;30;13:55:03
11047;29.9151;28.8626;37.599;164;200;30;13:55:03
11048;29.9229;28.8587;37.599;180;200;30;13:55:04
11049;29.9229;28.8626;37.599;164;200;30;13:55:04
11050;29.9229;28.8587;37.599;164;200;30;13:55:05
11051;29.9229;28.8626;37.599;164;200;30;13:55:05
11052;29.9229;28.8626;37.599;164;200;30;13:55:06
11053;29.9229;28.8626;37.599;164;200;30;13:55:06
11054;29.9307;28.8626;37.599;164;200;30;13:55:07
11055;29.9385;28.8665;37.599;147;200;30;13:55:07
11056;29.9229;28.8626;37.599;130;200;30;13:55:08
11057;29.9229;28.8626;37.599;164;200;30;13:55:08
11058;29.9307;28.8626;37.599;164;200;30;13:55:09
11059;29.9229;28.8626;37.599;147;200;30;13:55:09
11060;29.9229;28.8626;37.599;164;200;30;13:55:10
11061;29.9151;28.8587;37.599;164;200;30;13:55:10
11062;29.9151;28.8626;37.599;180;200;30;13:55:11
11063;29.9229;28.8587;37.599;180;200;30;13:55:11
11064;29.9229;28.8587;37.599;164;200;30;13:55:12
11065;29.9229;28.8626;37.599;164;200;30;13:55:12
11066;29.9151;28.8548;37.599;164;200;30;13:55:13
11067;29.9151;28.8587;37.599;180;200;30;13:55:13
11068;29.9229;28.8587;37.599;180;200;30;13:55:14
11069;29.9229;28.8626;37.599;164;200;30;13:55:14
11070;29.9229;28.8626;37.599;164;200;30;13:55:15
11071;29.9229;28.8626;37.599;164;200;30;13:55:15
11072;29.9151;28.8587;37.599;164;200;30;13:55:16
11073;29.9229;28.8665;37.599;180;200;30;13:55:16
11074;29.9307;28.8626;37.599;164;200;30;13:55:17
11075;29.9229;28.8665;37.599;147;200;30;13:55:17
11076;29.9307;28.8665;37.599;164;200;30;13:55:18
11077;29.9307;28.8587;37.599;147;200;30;13:55:18
11078;29.9229;28.8626;37.599;147;200;30;13:55:19
11079;29.9307;28.8626;37.599;164;200;30;13:55:19
11080;29.9229;28.8704;37.599;147;200;30;13:55:20
11081;29.9307;28.8665;37.599;164;200;30;13:55:20
11082;29.9229;28.8665;37.599;147;200;30;13:55:21
11083;29.9229;28.8665;37.599;164;200;30;13:55:21
11084;29.9229;28.8665;37.599;164;200;30;13:55:22
11085;29.9229;28.8704;37.599;164;200;30;13:55:22
11086;29.9307;28.8782;37.599;164;200;30;13:55:23
11087;29.9151;28.8704;37.599;147;200;30;13:55:23
11088;29.9229;28.8704;37.599;180;200;30;13:55:24
11089;29.9151;28.8704;37.599;164;200;30;13:55:24
11090;29.9229;28.8782;37.599;180;200;30;13:55:25
11091;29.9229;28.8704;37.599;164;200;30;13:55:25
11092;29.9229;28.8704;37.599;164;200;30;13:55:26
11093;29.9229;28.8704;37.599;164;200;30;13:55:26
11094;29.9151;28.8665;37.599;164;200;30;13:55:27
11095;29.9229;28.8782;37.599;180;200;30;13:55:27
11096;29.9229;28.8782;37.599;164;200;30;13:55:28
11097;29.9229;28.8782;37.599;164;200;30;13:55:28
11098;29.9229;28.8782;37.599;164;200;30;13:55:29
11099;29.9229;28.8782;37.599;164;200;30;13:55:29
11100;29.9151;28.8782;37.599;164;200;30;13:55:30
11101;29.9307;28.8704;37.599;180;200;30;13:55:30
11102;29.9229;28.8782;37.599;147;200;30;13:55:31
11103;29.9307;28.8665;37.599;164;200;30;13:55:31
11104;29.9307;28.8704;37.599;147;200;30;13:55:32
11105;29.9307;28.8665;37.599;147;200;30;13:55:32
11106;29.9307;28.8665;37.599;147;200;30;13:55:33
11107;29.9229;28.8704;37.599;147;200;30;13:55:33
11108;29.9229;28.8626;37.599;164;200;30;13:55:34
11109;29.9229;28.8665;37.599;164;200;30;13:55:34
11110;29.9229;28.8626;37.599;164;200;30;13:55:35
11111;29.9151;28.8665;37.599;164;200;30;13:55:35
11112;29.9151;28.8626;37.599;180;200;30;13:55:36
11113;29.9229;28.8626;37.599;180;200;30;13:55:36
11114;29.9151;28.8665;37.599;164;200;30;13:55:37
11115;29.9151;28.8626;37.599;180;200;30;13:55:37
11116;29.9229;28.8626;37.599;180;200;30;13:55:38
11117;29.9307;28.8626;37.599;164;200;30;13:55:38
11118;29.9229;28.8587;37.599;147;200;30;13:55:39
11119;29.9151;28.8587;37.599;164;200;30;13:55:39
11120;29.9072;28.8587;37.599;180;200;30;13:55:40
11121;29.9229;28.8587;37.599;197;200;30;13:55:40
11122;29.9151;28.8587;37.599;164;200;30;13:55:41
11123;29.9151;28.8626;37.599;180;200;30;13:55:41
11124;29.9151;28.8548;37.599;180;200;30;13:55:42
11125;29.9151;28.8587;37.599;180;200;30;13:55:42
11126;29.9151;28.8587;37.599;180;200;30;13:55:43
11127;29.9151;28.8626;37.599;180;200;30;13:55:43
11128;29.9151;28.8587;37.599;180;200;30;13:55:44
11129;29.9229;28.8626;37.599;180;200;30;13:55:44
11130;29.9151;28.8626;37.599;164;200;30;13:55:45
11131;29.9151;28.8626;37.599;180;200;30;13:55:45
11132;29.9229;28.8626;37.599;180;200;30;13:55:46
11133;29.9151;28.8665;37.599;164;200;30;13:55:46
11134;29.9229;28.8665;37.599;180;200;30;13:55:47
11135;29.9229;28.8665;37.599;164;200;30;13:55:47
11136;29.9307;28.8665;37.599;164;200;30;13:55:48
11137;29.9385;28.8626;37.599;147;200;30;13:55:48
11138;29.9385;28.8665;37.599;130;200;30;13:55:49
11139;29.9385;28.8626;37.599;130;200;30;13:55:49
11140;29.9307;28.8626;37.599;130;200;30;13:55:50
11141;29.9307;28.8626;37.599;147;200;30;13:55:50
11142;29.9307;28.8626;37.599;147;200;30;13:55:51
11143;29.9229;28.8704;37.599;147;200;30;13:55:51
11144;29.9307;28.8665;37.599;164;200;30;13:55:52
11145;29.9307;28.8626;37.599;147;200;30;13:55:52
11146;29.9229;28.8587;37.599;147;200;30;13:55:53
11147;29.9151;28.8626;37.599;164;200;30;13:55:53
11148;29.9229;28.8626;37.599;180;200;30;13:55:54
11149;29.9151;28.8587;37.599;164;200;30;13:55:54
11150;29.9151;28.8587;37.599;180;200;30;13:55:55
11151;29.9072;28.8548;37.599;180;200;30;13:55:55
11152;29.9072;28.8587;37.599;197;200;30;13:55:56
11153;29.9072;28.8548;37.599;197;200;30;13:55:56
11154;29.8994;28.8587;37.599;197;200;30;13:55:57
11155;29.8994;28.8626;37.599;214;200;30;13:55:57
11156;29.8916;28.8626;37.599;214;200;30;13:55:58
11157;29.8994;28.8665;37.599;230;200;30;13:55:58
11158;29.8994;28.8665;37.599;214;200;30;13:55:59
11159;29.8994;28.8704;37.599;214;200;30;13:55:59
11160;29.9072;28.8743;37.599;214;200;30;13:56:00
11161;29.9072;28.8704;37.599;197;200;30;13:56:00
11162;29.9072;28.8782;37.599;197;200;30;13:56:01
11163;29.9151;28.8704;37.599;197;200;30;13:56:01
11164;29.9151;28.8861;37.599;180;200;30;13:56:02
11165;29.9307;28.8861;37.599;180;200;30;13:56:02
11166;29.9307;28.8782;37.599;147;200;30;13:56:03
11167;29.9307;28.8939;37.599;147;200;30;13:56:03
11168;29.9307;28.8861;37.599;147;200;30;13:56:04
11169;29.9307;28.8939;37.599;147;200;30;13:56:04
11170;29.9385;28.8861;37.599;147;200;30;13:56:05
11171;29.9307;28.8861;37.599;130;200;30;13:56:05
11172;29.9307;28.8861;37.599;147;200;30;13:56:06
11173;29.9385;28.8861;37.599;147;200;30;13:56:06
11174;29.9307;28.8861;37.599;130;200;30;13:56:07
11175;29.9229;28.8861;37.599;147;200;30;13:56:07
11176;29.9229;28.8704;37.599;164;200;30;13:56:08
11177;29.9229;28.8665;37.599;164;200;30;13:56:08
11178;29.9307;28.8704;37.599;164;200;30;13:56:09
11179;29.9229;28.8704;37.599;147;200;30;13:56:09
11180;29.9229;28.8704;37.599;164;200;30;13:56:10
11181;29.9229;28.8626;37.599;164;200;30;13:56:10
11182;29.9151;28.8626;37.599;164;200;30;13:56:11
11183;29.9229;28.8626;37.599;180;200;30;13:56:11
11184;29.9151;28.8587;37.599;164;200;30;13:56:12
11185;29.9229;28.8626;37.599;180;200;30;13:56:12
11186;29.9229;28.8587;37.599;164;200;30;13:56:13
11187;29.9151;28.8587;37.599;164;200;30;13:56:13
11188;29.9151;28.8587;37.599;180;200;30;13:56:14
11189;29.9229;28.8587;37.599;180;200;30;13:56:14
11190;29.9072;28.8587;37.599;164;200;30;13:56:15
11191;29.9151;28.8626;37.599;197;200;30;13:56:15
11192;29.9072;28.8548;37.599;180;200;30;13:56:16
11193;29.9151;28.8626;37.599;197;200;30;13:56:16
11194;29.9072;28.8587;37.599;180;200;30;13:56:17
11195;29.9229;28.8665;37.599;197;200;30;13:56:17
11196;29.9151;28.8626;37.599;164;200;30;13:56:18
11197;29.9151;28.8587;37.599;180;200;30;13:56:18
11198;29.9151;28.8626;37.599;180;200;30;13:56:19
11199;29.9229;28.8587;37.599;180;200;30;13:56:19
11200;29.9229;28.8626;37.599;164;200;30;13:56:20
11201;29.9229;28.8626;37.599;164;200;30;13:56:20
11202;29.9229;28.8626;37.599;164;200;30;13:56:21
11203;29.9229;28.8587;37.599;164;200;30;13:56:21
11204;29.9307;28.8665;37.599;164;200;30;13:56:22
11205;29.9385;28.8626;37.599;147;200;30;13:56:22
11206;29.9464;28.8743;37.599;130;200;30;13:56:23
11207;29.9464;28.8665;37.599;114;200;30;13:56:23
11208;29.9385;28.8626;37.599;114;200;30;13:56:24
11209;29.9385;28.8626;37.599;130;200;30;13:56:24
11210;29.9385;28.8665;37.599;130;200;30;13:56:25
11211;29.9385;28.8626;37.599;130;200;30;13:56:25
11212;29.9229;28.8587;37.599;130;200;30;13:56:26
11213;29.9307;28.8626;37.599;164;200;30;13:56:26
11214;29.9307;28.8626;37.599;147;200;30;13:56:27
11215;29.9307;28.8587;37.599;147;200;30;13:56:27
11216;29.9229;28.8626;37.599;147;200;30;13:56:28
11217;29.9229;28.8587;37.599;164;200;30;13:56:28
11218;29.9229;28.8548;37.599;164;200;30;13:56:29
11219;29.9229;28.8508;37.599;164;200;30;13:56:29
11220;29.9307;28.8548;37.599;164;200;30;13:56:30
11221;29.9307;28.8548;37.599;147;200;30;13:56:30
11222;29.9307;28.8548;37.599;147;200;30;13:56:31
11223;29.9229;28.8548;37.599;147;200;30;13:56:31
11224;29.9229;28.843;37.599;164;200;30;13:56:32
11225;29.9229;28.8548;37.599;164;200;30;13:56:32
11226;29.9151;28.8508;37.599;164;200;30;13:56:33
11227;29.9151;28.843;37.599;180;200;30;13:56:33
11228;29.9072;28.8352;37.599;180;200;30;13:56:34
11229;29.8994;28.8274;37.599;197;200;30;13:56:34
11230;29.9072;28.8274;37.599;214;200;30;13:56:35
11231;29.9072;28.843;37.599;197;200;30;13:56:35
11232;29.9072;28.8352;37.599;197;200;30;13:56:36
11233;29.9072;28.843;37.599;197;200;30;13:56:36
11234;29.8994;28.843;37.599;197;200;30;13:56:37
11235;29.9072;28.8352;37.599;214;200;30;13:56:37
11236;29.9151;28.8508;37.599;197;200;30;13:56:38
11237;29.9229;28.8508;37.599;180;200;30;13:56:38
11238;29.9151;28.8508;37.599;164;200;30;13:56:39
11239;29.9151;28.8391;37.599;180;200;30;13:56:39
11240;29.9229;28.8548;37.599;180;200;30;13:56:40
11241;29.9229;28.8508;37.599;164;200;30;13:56:40
11242;29.9229;28.8548;37.599;164;200;30;13:56:41
11243;29.9307;28.8508;37.599;164;200;30;13:56:41
11244;29.9229;28.8548;37.599;147;200;30;13:56:42
11245;29.9307;28.8548;37.599;164;200;30;13:56:42
11246;29.9385;28.8548;37.599;147;200;30;13:56:43
11247;29.9307;28.8587;37.599;130;200;30;13:56:43
11248;29.9307;28.8587;37.599;147;200;30;13:56:44
11249;29.9385;28.8548;37.599;147;200;30;13:56:44
11250;29.9385;28.8548;37.599;130;200;30;13:56:45
11251;29.9385;28.8587;37.599;130;200;30;13:56:45
11252;29.9464;28.8587;37.599;130;200;30;13:56:46
11253;29.9385;28.8587;37.599;114;200;30;13:56:46
11254;29.9307;28.8587;37.599;130;200;30;13:56:47
11255;29.9229;28.8587;37.599;147;200;30;13:56:47
11256;29.9307;28.8587;37.599;164;200;30;13:56:48
11257;29.9307;28.8587;37.599;147;200;30;13:56:48
11258;29.9229;28.8626;37.599;147;200;30;13:56:49
11259;29.9307;28.8626;37.599;164;200;30;13:56:49
11260;29.9151;28.8587;37.599;147;200;30;13:56:50
11261;29.9229;28.8587;37.599;180;200;30;13:56:50
11262;29.9229;28.8548;37.599;164;200;30;13:56:51
11263;29.9151;28.8587;37.599;164;200;30;13:56:51
11264;29.9151;28.8548;37.599;180;200;30;13:56:52
11265;29.9151;28.8587;37.599;180;200;30;13:56:52
11266;29.9151;28.8548;37.599;180;200;30;13:56:53
11267;29.9072;28.8587;37.599;180;200;30;13:56:53
11268;29.9151;28.8587;37.599;197;200;30;13:56:54
11269;29.9072;28.8587;37.599;180;200;30;13:56:54
11270;29.9151;28.8548;37.599;197;200;30;13:56:55
11271;29.9072;28.8508;37.599;180;200;30;13:56:55
11272;29.9151;28.8548;37.599;197;200;30;13:56:56
11273;29.9151;28.8548;37.599;180;200;30;13:56:56
11274;29.9151;28.8548;37.599;180;200;30;13:56:57
11275;29.9151;28.8548;37.599;180;200;30;13:56:57
11276;29.9151;28.8587;37.599;180;200;30;13:56:58
11277;29.9151;28.8587;37.599;180;200;30;13:56:58
11278;29.9229;28.8626;37.599;180;200;30;13:56:59
11279;29.9229;28.8626;37.599;164;200;30;13:56:59
11280;29.9072;28.8587;37.599;164;200;30;13:57:00
11281;29.9151;28.8587;37.599;197;200;30;13:57:00
11282;29.9229;28.8587;37.599;180;200;30;13:57:01
11283;29.9307;28.8587;37.599;164;200;30;13:57:01
11284;29.9385;28.8626;37.599;147;200;30;13:57:02
11285;29.9307;28.8626;37.599;130;200;30;13:57:02
11286;29.9385;28.8626;37.599;147;200;30;13:57:03
11287;29.9385;28.8665;37.599;130;200;30;13:57:03
11288;29.9385;28.8665;37.599;130;200;30;13:57:04
11289;29.9464;28.8626;37.599;130;200;30;13:57:04
11290;29.9464;28.8665;37.599;114;200;30;13:57:05
11291;29.9385;28.8626;37.599;114;200;30;13:57:05
11292;29.9385;28.8665;37.599;130;200;30;13:57:06
11293;29.9385;28.8665;37.599;130;200;30;13:57:06
11294;29.9307;28.8665;37.599;130;200;30;13:57:07
11295;29.9307;28.8587;37.599;147;200;30;13:57:07
11296;29.9229;28.8587;37.599;147;200;30;13:57:08
11297;29.9307;28.8587;37.599;164;200;30;13:57:08
11298;29.9307;28.8587;37.599;147;200;30;13:57:09
11299;29.9307;28.8587;37.599;147;200;30;13:57:09
11300;29.9229;28.8548;37.599;147;200;30;13:57:10
11301;29.9151;28.8508;37.599;164;200;30;13:57:10
11302;29.9151;28.8508;37.599;180;200;30;13:57:11
11303;29.9151;28.843;37.599;180;200;30;13:57:11
11304;29.9151;28.8548;37.599;180;200;30;13:57:12
11305;29.9229;28.8508;37.599;180;200;30;13:57:12
11306;29.9072;28.8469;37.599;164;200;30;13:57:13
11307;29.9072;28.8508;37.599;197;200;30;13:57:13
11308;29.9151;28.8508;37.599;197;200;30;13:57:14
11309;29.9151;28.8548;37.599;180;200;30;13:57:14
11310;29.9229;28.8587;37.599;180;200;30;13:57:15
11311;29.9307;28.8587;37.599;164;200;30;13:57:15
11312;29.9151;28.8548;37.599;147;200;30;13:57:16
11313;29.9307;28.8548;37.599;180;200;30;13:57:16
11314;29.9307;28.8587;37.599;147;200;30;13:57:17
11315;29.9229;28.8626;37.599;147;200;30;13:57:17
11316;29.9229;28.8587;37.599;164;200;30;13:57:18
11317;29.9229;28.8626;37.599;164;200;30;13:57:18
11318;29.9151;28.8587;37.599;164;200;30;13:57:19
11319;29.9229;28.8626;37.599;180;200;30;13:57:19
11320;29.9229;28.8626;37.599;164;200;30;13:57:20
11321;29.9307;28.8626;37.599;164;200;30;13:57:20
11322;29.9229;28.8587;37.599;147;200;30;13:57:21
11323;29.9229;28.8548;37.599;164;200;30;13:57:21
11324;29.9151;28.8587;37.599;164;200;30;13:57:22
11325;29.9229;28.8587;37.599;180;200;30;13:57:22
11326;29.9151;28.8548;37.599;164;200;30;13:57:23
11327;29.9151;28.8548;37.599;180;200;30;13:57:23
11328;29.9151;28.8548;37.599;180;200;30;13:57:24
11329;29.9151;28.8548;37.599;180;200;30;13:57:24
11330;29.9151;28.8508;37.599;180;200;30;13:57:25
11331;29.9229;28.8548;37.599;180;200;30;13:57:25
11332;29.9151;28.8548;37.599;164;200;30;13:57:26
11333;29.9151;28.8508;37.599;180;200;30;13:57:26
11334;29.9072;28.8548;37.599;180;200;30;13:57:27
11335;29.9229;28.8548;37.599;197;200;30;13:57:27
11336;29.9151;28.8508;37.599;164;200;30;13:57:28
11337;29.9229;28.8548;37.599;180;200;30;13:57:28
11338;29.9229;28.8548;37.599;164;200;30;13:57:29
11339;29.9229;28.8548;37.599;164;200;30;13:57:29
11340;29.9229;28.8548;37.599;164;200;30;13:57:30
11341;29.9229;28.8548;37.599;164;200;30;13:57:30
11342;29.9307;28.8508;37.599;164;200;30;13:57:31
11343;29.9229;28.8508;37.599;147;200;30;13:57:31
11344;29.9229;28.8548;37.599;164;200;30;13:57:32
11345;29.9307;28.8508;37.599;164;200;30;13:57:32
11346;29.9307;28.8548;37.599;147;200;30;13:57:33
11347;29.9229;28.8508;37.599;147;200;30;13:57:33
11348;29.9229;28.8508;37.599;164;200;30;13:57:34
11349;29.9229;28.8508;37.599;164;200;30;13:57:34
11350;29.9229;28.8508;37.599;164;200;30;13:57:35
11351;29.9229;28.843;37.599;164;200;30;13:57:35
11352;29.9229;28.8508;37.599;164;200;30;13:57:36
11353;29.9151;28.8508;37.599;164;200;30;13:57:36
11354;29.9151;28.8469;37.599;180;200;30;13:57:37
11355;29.9229;28.8548;37.599;180;200;30;13:57:37
11356;29.9151;28.8548;37.599;164;200;30;13:57:38
11357;29.9229;28.8508;37.599;180;200;30;13:57:38
11358;29.9229;28.8548;37.599;164;200;30;13:57:39
11359;29.9151;28.8548;37.599;164;200;30;13:57:39
11360;29.9151;28.8587;37.599;180;200;30;13:57:40
11361;29.9307;28.8548;37.599;180;200;30;13:57:40
11362;29.9229;28.8548;37.599;147;200;30;13:57:41
11363;29.9307;28.8548;37.599;164;200;30;13:57:41
11364;29.9229;28.8587;37.599;147;200;30;13:57:42
11365;29.9307;28.8587;37.599;164;200;30;13:57:42
11366;29.9307;28.8587;37.599;147;200;30;13:57:43
11367;29.9229;28.8626;37.599;147;200;30;13:57:43
11368;29.9229;28.8587;37.599;164;200;30;13:57:44
11369;29.9229;28.8548;37.599;164;200;30;13:57:44
11370;29.9229;28.8587;37.599;164;200;30;13:57:45
11371;29.9151;28.8587;37.599;164;200;30;13:57:45
11372;29.9229;28.8587;37.599;180;200;30;13:57:46
11373;29.9151;28.8548;37.599;164;200;30;13:57:46
11374;29.9151;28.8508;37.599;180;200;30;13:57:47
11375;29.9072;28.8548;37.599;180;200;30;13:57:47
11376;29.9072;28.8508;37.599;197;200;30;13:57:48
11377;29.9072;28.8548;37.599;197;200;30;13:57:48
11378;29.9151;28.8508;37.599;197;200;30;13:57:49
11379;29.9151;28.8548;37.599;180;200;30;13:57:49
11380;29.8994;28.8548;37.599;180;200;30;13:57:50
11381;29.9072;28.8548;37.599;214;200;30;13:57:50
11382;29.9151;28.8587;37.599;197;200;30;13:57:51
11383;29.9151;28.8548;37.599;180;200;30;13:57:51
11384;29.9229;28.8587;37.599;180;200;30;13:57:52
11385;29.9151;28.8548;37.599;164;200;30;13:57:52
11386;29.9229;28.8548;37.599;180;200;30;13:57:53
11387;29.9229;28.8548;37.599;164;200;30;13:57:53
11388;29.9307;28.8587;37.599;164;200;30;13:57:54
11389;29.9385;28.8587;37.599;147;200;30;13:57:54
11390;29.9307;28.8548;37.599;130;200;30;13:57:55
11391;29.9307;28.8587;37.599;147;200;30;13:57:55
11392;29.9385;28.8587;37.599;147;200;30;13:57:56
11393;29.9307;28.8587;37.599;130;200;30;13:57:56
11394;29.9307;28.8626;37.599;147;200;30;13:57:57
11395;29.9229;28.8548;37.599;147;200;30;13:57:57
