Number;DT1;DT2;Time;;;;С куллеромм;Макс;Мин;deLTA;Без куллера;Макс;Мин;deLTA
2;35.0287;33.6632;11:38:54;;;;ДТ8;35.0678;34.837;0.2308;;35.2204;34.9622;0.2582
3;35.0365;33.6671;11:38:54;;;;ДТ7;33.7063;33.5302;0.1761;;34.704;34.3988;0.3052
4;35.0522;33.6711;11:38:54;;;;;;;;;;;
5;35.0522;33.675;11:38:55;;;;;Суммарная нестабильность;;;1.6902;;;
6;35.06;33.6867;11:38:55;;;;;;;;;;;
7;35.0678;33.6828;11:38:56;;;;;;;;;;;
8;35.06;33.6984;11:38:56;;;;;;;;;;;
9;35.0678;33.6906;11:38:57;;;;;;;;;;;
10;35.06;33.6984;11:38:57;;;;;;;;;;;
11;35.06;33.6906;11:38:58;;;;;;;;;;;
12;35.0365;33.6867;11:38:58;;;;;;;;;;;
13;35.0209;33.6789;11:38:59;;;;;;;;;;;
14;35.0131;33.675;11:38:59;;;;;;;;;;;
15;34.9974;33.6554;11:39:00;;;;;;;;;;;
16;34.9857;33.6476;11:39:00;;;;;;;;;;;
17;34.9544;33.6241;11:39:01;;;;;;;;;;;
18;34.9387;33.6006;11:39:01;;;;;;;;;;;
19;34.9152;33.5772;11:39:02;;;;;;;;;;;
20;34.8996;33.5693;11:39:02;;;;;;;;;;;
21;34.8683;33.5615;11:39:03;;;;;;;;;;;
22;34.8683;33.5459;11:39:03;;;;;;;;;;;
23;34.8526;33.5459;11:39:04;;;;;;;;;;;
24;34.8448;33.5459;11:39:04;;;;;;;;;;;
25;34.8448;33.5459;11:39:05;;;;;;;;;;;
26;34.837;33.538;11:39:05;;;;;;;;;;;
27;34.8448;33.5459;11:39:06;;;;;;;;;;;
28;34.8448;33.5459;11:39:06;;;;;;;;;;;
29;34.8448;33.538;11:39:07;;;;;;;;;;;
30;34.8448;33.5459;11:39:07;;;;;;;;;;;
31;34.8526;33.538;11:39:08;;;;;;;;;;;
32;34.8605;33.5537;11:39:08;;;;;;;;;;;
33;34.8761;33.5615;11:39:09;;;;;;;;;;;
34;34.8761;33.5537;11:39:09;;;;;;;;;;;
35;34.8918;33.5615;11:39:10;;;;;;;;;;;
36;34.9074;33.5693;11:39:10;;;;;;;;;;;
37;34.9074;33.5615;11:39:11;;;;;;;;;;;
38;34.9152;33.5693;11:39:11;;;;;;;;;;;
39;34.9309;33.5772;11:39:12;;;;;;;;;;;
40;34.9309;33.585;11:39:12;;;;;;;;;;;
41;34.9387;33.5928;11:39:13;;;;;;;;;;;
42;34.9544;33.6006;11:39:13;;;;;;;;;;;
43;34.9622;33.6085;11:39:14;;;;;;;;;;;
44;34.9622;33.6241;11:39:14;;;;;;;;;;;
45;34.9778;33.6241;11:39:15;;;;;;;;;;;
46;34.9857;33.6241;11:39:15;;;;;;;;;;;
47;35.0013;33.6476;11:39:16;;;;;;;;;;;
48;35.0052;33.6554;11:39:16;;;;;;;;;;;
49;35.0091;33.6554;11:39:17;;;;;;;;;;;
50;35.0131;33.6671;11:39:17;;;;;;;;;;;
51;35.0209;33.6671;11:39:18;;;;;;;;;;;
52;35.0131;33.6632;11:39:18;;;;;;;;;;;
53;35.0131;33.6632;11:39:19;;;;;;;;;;;
54;35.0013;33.6554;11:39:19;;;;;;;;;;;
55;34.9974;33.6476;11:39:20;;;;;;;;;;;
56;34.9778;33.6319;11:39:20;;;;;;;;;;;
57;34.9622;33.6241;11:39:21;;;;;;;;;;;
58;34.9465;33.6006;11:39:21;;;;;;;;;;;
59;34.9309;33.6006;11:39:22;;;;;;;;;;;
60;34.9152;33.585;11:39:22;;;;;;;;;;;
61;34.9152;33.585;11:39:23;;;;;;;;;;;
62;34.9074;33.5772;11:39:23;;;;;;;;;;;
63;34.9152;33.5928;11:39:24;;;;;;;;;;;
64;34.9074;33.585;11:39:24;;;;;;;;;;;
65;34.8996;33.6006;11:39:25;;;;;;;;;;;
66;34.9074;33.5928;11:39:25;;;;;;;;;;;
67;34.9152;33.6085;11:39:26;;;;;;;;;;;
68;34.9152;33.6006;11:39:26;;;;;;;;;;;
69;34.9231;33.6163;11:39:27;;;;;;;;;;;
70;34.9231;33.6163;11:39:27;;;;;;;;;;;
71;34.9309;33.6241;11:39:28;;;;;;;;;;;
72;34.9309;33.6319;11:39:28;;;;;;;;;;;
73;34.9387;33.6398;11:39:29;;;;;;;;;;;
74;34.9465;33.6398;11:39:29;;;;;;;;;;;
75;34.9544;33.6554;11:39:30;;;;;;;;;;;
76;34.9544;33.6593;11:39:30;;;;;;;;;;;
77;34.9622;33.6711;11:39:31;;;;;;;;;;;
78;34.97;33.675;11:39:31;;;;;;;;;;;
79;34.9935;33.6789;11:39:32;;;;;;;;;;;
80;34.9974;33.6828;11:39:32;;;;;;;;;;;
81;35.0052;33.6906;11:39:33;;;;;;;;;;;
82;35.0091;33.6906;11:39:33;;;;;;;;;;;
83;35.0287;33.7063;11:39:34;;;;;;;;;;;
84;35.0365;33.7063;11:39:34;;;;;;;;;;;
85;35.0365;33.7063;11:39:35;;;;;;;;;;;
86;35.0365;33.6984;11:39:35;;;;;;;;;;;
87;35.0365;33.7063;11:39:36;;;;;;;;;;;
88;35.017;33.6906;11:39:36;;;;;;;;;;;
89;35.0091;33.6789;11:39:37;;;;;;;;;;;
90;34.9974;33.6711;11:39:37;;;;;;;;;;;
91;34.9935;33.6632;11:39:38;;;;;;;;;;;
92;34.9622;33.6554;11:39:38;;;;;;;;;;;
93;34.9544;33.6319;11:39:39;;;;;;;;;;;
94;34.9309;33.6319;11:39:39;;;;;;;;;;;
95;34.9309;33.6319;11:39:40;;;;;;;;;;;
96;34.9152;33.6241;11:39:40;;;;;;;;;;;
97;34.9152;33.6241;11:39:41;;;;;;;;;;;
98;34.9074;33.6163;11:39:41;;;;;;;;;;;
99;34.9152;33.6241;11:39:42;;;;;;;;;;;
100;34.9152;33.6085;11:39:42;;;;;;;;;;;
101;34.9152;33.6163;11:39:43;;;;;;;;;;;
102;34.9152;33.6006;11:39:43;;;;;;;;;;;
103;34.9231;33.6163;11:39:44;;;;;;;;;;;
104;34.9309;33.6085;11:39:44;;;;;;;;;;;
105;34.9387;33.6085;11:39:45;;;;;;;;;;;
106;34.9387;33.6163;11:39:45;;;;;;;;;;;
107;34.9544;33.6241;11:39:46;;;;;;;;;;;
108;34.9622;33.6241;11:39:46;;;;;;;;;;;
109;34.9622;33.6398;11:39:47;;;;;;;;;;;
110;34.9778;33.6554;11:39:47;;;;;;;;;;;
111;34.9857;33.6554;11:39:48;;;;;;;;;;;
112;34.9935;33.6632;11:39:48;;;;;;;;;;;
113;34.9974;33.6671;11:39:49;;;;;;;;;;;
114;35.0013;33.6711;11:39:49;;;;;;;;;;;
115;35.0131;33.6711;11:39:50;;;;;;;;;;;
116;35.0287;33.675;11:39:50;;;;;;;;;;;
117;35.0287;33.675;11:39:51;;;;;;;;;;;
118;35.0209;33.6711;11:39:51;;;;;;;;;;;
119;35.0209;33.6632;11:39:52;;;;;;;;;;;
120;35.0091;33.6632;11:39:52;;;;;;;;;;;
121;35.0052;33.6476;11:39:53;;;;;;;;;;;
122;34.9935;33.6476;11:39:53;;;;;;;;;;;
123;34.97;33.6319;11:39:54;;;;;;;;;;;
124;34.9465;33.6163;11:39:54;;;;;;;;;;;
125;34.9387;33.5928;11:39:55;;;;;;;;;;;
126;34.9074;33.5772;11:39:55;;;;;;;;;;;
127;34.8918;33.5693;11:39:56;;;;;;;;;;;
128;34.8839;33.5693;11:39:56;;;;;;;;;;;
129;34.8761;33.5615;11:39:57;;;;;;;;;;;
130;34.8683;33.5537;11:39:57;;;;;;;;;;;
131;34.8683;33.5537;11:39:58;;;;;;;;;;;
132;34.8526;33.538;11:39:58;;;;;;;;;;;
133;34.8526;33.5302;11:39:59;;;;;;;;;;;
134;34.8526;33.538;11:39:59;;;;;;;;;;;
135;34.8605;33.538;11:40:00;;;;;;;;;;;
136;34.8605;33.538;11:40:00;;;;;;;;;;;
137;34.8605;33.5459;11:40:01;;;;;;;;;;;
138;34.8683;33.5459;11:40:01;;;;;;;;;;;
139;34.8761;33.5615;11:40:02;;;;;;;;;;;
140;34.8918;33.5615;11:40:02;;;;;;;;;;;
141;34.8918;33.5772;11:40:03;;;;;;;;;;;
142;34.8918;33.5693;11:40:03;;;;;;;;;;;
143;34.8996;33.585;11:40:04;;;;;;;;;;;
144;34.9074;33.5928;11:40:04;;;;;;;;;;;
145;34.9074;33.6006;11:40:05;;;;;;;;;;;
146;34.9074;33.6006;11:40:05;;;;;;;;;;;
147;34.9152;33.6163;11:40:06;;;;;;;;;;;
148;34.9231;33.6241;11:40:06;;;;;;;;;;;
149;34.9387;33.6241;11:40:07;;;;;;;;;;;
150;34.9544;33.6398;11:40:07;;;;;;;;;;;
151;34.9622;33.6476;11:40:08;;;;;;;;;;;
152;34.97;33.6554;11:40:08;;;;;;;;;;;
153;34.9935;33.6554;11:40:09;;;;;;;;;;;
154;34.9974;33.6671;11:40:09;;;;;;;;;;;
155;35.0013;33.6711;11:40:10;;;;;;;;;;;
156;35.0091;33.6789;11:40:10;;;;;;;;;;;
157;35.0131;33.675;11:40:11;;;;;;;;;;;
158;35.0209;33.6828;11:40:11;;;;;;;;;;;
159;35.0365;33.6906;11:40:12;;;;;;;;;;;
160;35.0365;33.6789;11:40:12;;;;;;;;;;;
161;35.0209;33.6828;11:40:13;;;;;;;;;;;
162;35.0131;33.6789;11:40:13;;;;;;;;;;;
163;35.0052;33.6711;11:40:14;;;;;;;;;;;
164;34.9974;33.6671;11:40:14;;;;;;;;;;;
165;34.9896;33.6632;11:40:15;;;;;;;;;;;
166;34.9544;33.6398;11:40:15;;;;;;;;;;;
167;34.9544;33.6319;11:40:16;;;;;;;;;;;
168;34.9309;33.6085;11:40:16;;;;;;;;;;;
169;34.9309;33.6085;11:40:17;;;;;;;;;;;
170;34.9231;33.5928;11:40:17;;;;;;;;;;;
171;34.9231;33.5928;11:40:18;;;;;;;;;;;
172;34.9152;33.5928;11:40:18;;;;;;;;;;;
173;34.9231;33.5928;11:40:19;;;;;;;;;;;
174;34.9152;33.585;11:40:19;;;;;;;;;;;
175;34.9231;33.5928;11:40:20;;;;;;;;;;;
176;34.9309;33.5928;11:40:20;;;;;;;;;;;
177;34.9309;33.6006;11:40:21;;;;;;;;;;;
178;34.9387;33.5928;11:40:21;;;;;;;;;;;
179;34.9465;33.6085;11:40:22;;;;;;;;;;;
180;34.9465;33.6085;11:40:22;;;;;;;;;;;
181;34.9544;33.6163;11:40:23;;;;;;;;;;;
182;34.97;33.6241;11:40:23;;;;;;;;;;;
183;34.9778;33.6163;11:40:24;;;;;;;;;;;
184;34.9857;33.6241;11:40:24;;;;;;;;;;;
185;34.9935;33.6398;11:40:25;;;;;;;;;;;
186;35.0013;33.6398;11:40:25;;;;;;;;;;;
187;35.0091;33.6398;11:40:26;;;;;;;;;;;
188;35.0091;33.6554;11:40:26;;;;;;;;;;;
189;35.0209;33.6554;11:40:27;;;;;;;;;;;
190;35.0091;33.6476;11:40:27;;;;;;;;;;;
191;35.0091;33.6476;11:40:28;;;;;;;;;;;
192;35.0052;33.6319;11:40:28;;;;;;;;;;;
193;34.9974;33.6163;11:40:29;;;;;;;;;;;
194;34.9857;33.6006;11:40:29;;;;;;;;;;;
195;34.97;33.585;11:40:30;;;;;;;;;;;
196;34.9544;33.5772;11:40:30;;;;;;;;;;;
197;34.9465;33.5693;11:40:31;;;;;;;;;;;
198;34.9231;33.5615;11:40:31;;;;;;;;;;;
199;34.9231;33.5693;11:40:32;;;;;;;;;;;
200;34.9074;33.5693;11:40:32;;;;;;;;;;;
201;34.9074;33.5772;11:40:33;;;;;;;;;;;
202;34.9074;33.5772;11:40:33;;;;;;;;;;;
203;34.9074;33.5772;11:40:34;;;;;;;;;;;
204;34.9074;33.585;11:40:34;;;;;;;;;;;
205;34.9152;33.5928;11:40:35;;;;;;;;;;;
206;34.9074;33.6006;11:40:35;;;;;;;;;;;
207;34.9231;33.6085;11:40:36;;;;;;;;;;;
208;34.9309;33.6163;11:40:36;;;;;;;;;;;
209;34.9387;33.6319;11:40:37;;;;;;;;;;;
210;34.9387;33.6319;11:40:37;;;;;;;;;;;
211;34.9387;33.6476;11:40:38;;;;;;;;;;;
212;34.9465;33.6476;11:40:38;;;;;;;;;;;
213;34.9544;33.6554;11:40:39;;;;;;;;;;;
214;34.97;33.6671;11:40:39;;;;;;;;;;;
215;34.97;33.6671;11:40:40;;;;;;;;;;;
216;34.9778;33.6671;11:40:40;;;;;;;;;;;
217;34.9857;33.6711;11:40:41;;;;;;;;;;;
218;34.9935;33.675;11:40:41;;;;;;;;;;;
219;35.0052;33.6828;11:40:42;;;;;;;;;;;
220;35.0052;33.6828;11:40:42;;;;;;;;;;;
221;35.0091;33.6906;11:40:43;;;;;;;;;;;
222;35.0209;33.6906;11:40:43;;;;;;;;;;;
223;35.0131;33.6906;11:40:44;;;;;;;;;;;
224;35.0131;33.6828;11:40:44;;;;;;;;;;;
225;35.0091;33.6789;11:40:45;;;;;;;;;;;
226;35.0013;33.6711;11:40:45;;;;;;;;;;;
227;34.9896;33.6632;11:40:46;;;;;;;;;;;
228;34.9857;33.6632;11:40:46;;;;;;;;;;;
229;34.9544;33.6398;11:40:47;;;;;;;;;;;
230;34.9465;33.6241;11:40:47;;;;;;;;;;;
231;34.9231;33.6163;11:40:48;;;;;;;;;;;
232;34.9074;33.6006;11:40:48;;;;;;;;;;;
233;34.8996;33.5928;11:40:49;;;;;;;;;;;
234;34.8918;33.5928;11:40:49;;;;;;;;;;;
235;34.8996;33.5928;11:40:50;;;;;;;;;;;
236;34.8918;33.5928;11:40:50;;;;;;;;;;;
237;34.8918;33.5928;11:40:51;;;;;;;;;;;
238;34.8996;33.5928;11:40:51;;;;;;;;;;;
239;34.8996;33.5928;11:40:52;;;;;;;;;;;
240;34.8996;33.6006;11:40:52;;;;;;;;;;;
241;34.9152;33.5928;11:40:53;;;;;;;;;;;
242;34.9231;33.6085;11:40:53;;;;;;;;;;;
243;34.9309;33.6241;11:40:54;;;;;;;;;;;
244;34.9309;33.6398;11:40:54;;;;;;;;;;;
245;34.9387;33.6476;11:40:55;;;;;;;;;;;
246;34.9544;33.6476;11:40:55;;;;;;;;;;;
247;34.9544;33.6476;11:40:56;;;;;;;;;;;
248;34.97;33.6554;11:40:56;;;;;;;;;;;
249;34.97;33.6671;11:40:57;;;;;;;;;;;
250;34.9857;33.6671;11:40:57;;;;;;;;;;;
251;34.9974;33.6632;11:40:58;;;;;;;;;;;
252;35.0013;33.6711;11:40:58;;;;;;;;;;;
253;35.0091;33.675;11:40:59;;;;;;;;;;;
254;35.0091;33.675;11:40:59;;;;;;;;;;;
255;35.0131;33.6828;11:41:00;;;;;;;;;;;
256;35.0209;33.6789;11:41:00;;;;;;;;;;;
257;35.0209;33.6789;11:41:01;;;;;;;;;;;
258;35.0131;33.6711;11:41:01;;;;;;;;;;;
259;35.0091;33.6711;11:41:02;;;;;;;;;;;
260;35.0013;33.6554;11:41:02;;;;;;;;;;;
261;34.9896;33.6476;11:41:03;;;;;;;;;;;
262;34.9778;33.6398;11:41:03;;;;;;;;;;;
263;34.9544;33.6163;11:41:04;;;;;;;;;;;
264;34.9387;33.5928;11:41:04;;;;;;;;;;;
265;34.9231;33.585;11:41:05;;;;;;;;;;;
266;34.9074;33.5693;11:41:05;;;;;;;;;;;
267;34.8918;33.5693;11:41:06;;;;;;;;;;;
268;34.8761;33.5615;11:41:06;;;;;;;;;;;
269;34.8839;33.5615;11:41:07;;;;;;;;;;;
270;34.8761;33.5615;11:41:07;;;;;;;;;;;
271;34.8761;33.5615;11:41:08;;;;;;;;;;;
272;34.8761;33.5537;11:41:08;;;;;;;;;;;
273;34.8761;33.5615;11:41:09;;;;;;;;;;;
274;34.8839;33.5537;11:41:09;;;;;;;;;;;
275;34.8839;33.5693;11:41:10;;;;;;;;;;;
276;34.8996;33.5615;11:41:10;;;;;;;;;;;
277;34.8996;33.5772;11:41:11;;;;;;;;;;;
278;34.8996;33.5772;11:41:11;;;;;;;;;;;
279;34.9231;33.5928;11:41:12;;;;;;;;;;;
280;34.9231;33.585;11:41:12;;;;;;;;;;;
281;34.9387;33.6006;11:41:13;;;;;;;;;;;
282;34.9387;33.5928;11:41:13;;;;;;;;;;;
283;34.9465;33.6006;11:41:14;;;;;;;;;;;
284;34.9622;33.6085;11:41:14;;;;;;;;;;;
285;34.97;33.6241;11:41:15;;;;;;;;;;;
286;34.9857;33.6241;11:41:15;;;;;;;;;;;
287;34.9935;33.6241;11:41:16;;;;;;;;;;;
288;34.9935;33.6319;11:41:16;;;;;;;;;;;
289;35.0013;33.6476;11:41:17;;;;;;;;;;;
290;35.0052;33.6476;11:41:17;;;;;;;;;;;
291;35.0131;33.6632;11:41:18;;;;;;;;;;;
292;35.0131;33.6632;11:41:18;;;;;;;;;;;
293;35.0131;33.6632;11:41:19;;;;;;;;;;;
294;35.0131;33.6632;11:41:19;;;;;;;;;;;
295;35.0131;33.6554;11:41:20;;;;;;;;;;;
296;35.0013;33.6476;11:41:20;;;;;;;;;;;
297;34.9974;33.6398;11:41:21;;;;;;;;;;;
298;34.9935;33.6241;11:41:21;;;;;;;;;;;
299;34.97;33.6085;11:41:22;;;;;;;;;;;
300;34.9465;33.5928;11:41:22;;;;;;;;;;;
301;34.9309;33.5772;11:41:23;;;;;;;;;;;
302;34.9074;33.5693;11:41:23;;;;;;;;;;;
303;34.8996;33.5615;11:41:24;;;;;;;;;;;
304;34.8918;33.5537;11:41:24;;;;;;;;;;;
305;34.8918;33.5459;11:41:25;;;;;;;;;;;
306;34.8839;33.5537;11:41:25;;;;;;;;;;;
307;34.8918;33.5459;11:41:26;;;;;;;;;;;
308;34.8996;33.538;11:41:26;;;;;;;;;;;
309;34.8996;33.5302;11:41:27;;;;;;;;;;;
310;34.9074;33.5459;11:41:27;;;;;;;;;;;
311;34.9074;33.538;11:41:28;;;;;;;;;;;
312;34.9074;33.5537;11:41:28;;;;;;;;;;;
313;34.9074;33.5537;11:41:29;;;;;;;;;;;
314;34.9231;33.5615;11:41:29;;;;;;;;;;;
315;34.9152;33.5772;11:41:30;;;;;;;;;;;
316;34.9309;33.585;11:41:30;;;;;;;;;;;
317;34.9387;33.5928;11:41:31;;;;;;;;;;;
318;34.9544;33.6006;11:41:31;;;;;;;;;;;
319;34.97;33.6006;11:41:32;;;;;;;;;;;
320;34.9778;33.6241;11:41:32;;;;;;;;;;;
321;34.9935;33.6398;11:41:33;;;;;;;;;;;
322;35.0013;33.6476;11:41:33;;;;;;;;;;;
323;35.0013;33.6554;11:41:34;;;;;;;;;;;
324;35.0052;33.6632;11:41:34;;;;;;;;;;;
325;35.0131;33.6632;11:41:35;;;;;;;;;;;
326;35.0091;33.6671;11:41:35;;;;;;;;;;;
327;35.0052;33.6671;11:41:36;;;;;;;;;;;
328;35.0091;33.6711;11:41:36;;;;;;;;;;;
329;35.0013;33.6671;11:41:37;;;;;;;;;;;
330;35.0013;33.6554;11:41:37;;;;;;;;;;;
331;34.9857;33.6398;11:41:38;;;;;;;;;;;
332;34.9622;33.6319;11:41:38;;;;;;;;;;;
333;34.9387;33.6085;11:41:39;;;;;;;;;;;
334;34.9231;33.6006;11:41:39;;;;;;;;;;;
335;34.8996;33.5772;11:41:40;;;;;;;;;;;
336;34.8839;33.5772;11:41:40;;;;;;;;;;;
337;34.8761;33.5615;11:41:41;;;;;;;;;;;
338;34.8761;33.5537;11:41:41;;;;;;;;;;;
339;34.8683;33.5459;11:41:42;;;;;;;;;;;
340;34.8683;33.5537;11:41:42;;;;;;;;;;;
341;34.8605;33.5537;11:41:43;;;;;;;;;;;
342;34.8605;33.5615;11:41:43;;;;;;;;;;;
343;34.8683;33.5615;11:41:44;;;;;;;;;;;
344;34.8683;33.5615;11:41:44;;;;;;;;;;;
345;34.8683;33.5615;11:41:45;;;;;;;;;;;
346;34.8839;33.5693;11:41:45;;;;;;;;;;;
347;34.8918;33.5693;11:41:46;;;;;;;;;;;
348;34.9074;33.5772;11:41:46;;;;;;;;;;;
349;34.8996;33.585;11:41:47;;;;;;;;;;;
350;34.9152;33.585;11:41:47;;;;;;;;;;;
351;34.9152;33.5928;11:41:48;;;;;;;;;;;
352;34.9387;33.6006;11:41:48;;;;;;;;;;;
353;34.9465;33.6085;11:41:49;;;;;;;;;;;
354;34.9544;33.6085;11:41:49;;;;;;;;;;;
355;34.9544;33.6163;11:41:50;;;;;;;;;;;
356;34.97;33.6241;11:41:50;;;;;;;;;;;
357;34.9857;33.6398;11:41:51;;;;;;;;;;;
358;34.9935;33.6398;11:41:51;;;;;;;;;;;
359;34.9974;33.6554;11:41:52;;;;;;;;;;;
360;35.0052;33.6554;11:41:52;;;;;;;;;;;
361;35.0052;33.6632;11:41:53;;;;;;;;;;;
362;35.0131;33.6632;11:41:53;;;;;;;;;;;
363;35.0209;33.6671;11:41:54;;;;;;;;;;;
364;35.0209;33.6711;11:41:54;;;;;;;;;;;
365;35.0287;33.675;11:41:55;;;;;;;;;;;
366;35.0287;33.6711;11:41:55;;;;;;;;;;;
367;35.0131;33.6711;11:41:56;;;;;;;;;;;
368;35.0052;33.6632;11:41:56;;;;;;;;;;;
369;34.9935;33.6476;11:41:57;;;;;;;;;;;
370;34.9857;33.6398;11:41:57;;;;;;;;;;;
371;34.9544;33.6163;11:41:58;;;;;;;;;;;
372;34.9465;33.5928;11:41:58;;;;;;;;;;;
373;34.9309;33.5928;11:41:59;;;;;;;;;;;
374;34.9231;33.5772;11:41:59;;;;;;;;;;;
375;34.9152;33.5772;11:42:00;;;;;;;;;;;
376;34.9074;33.5772;11:42:00;;;;;;;;;;;
377;34.9074;33.5772;11:42:01;;;;;;;;;;;
378;34.9074;33.5772;11:42:01;;;;;;;;;;;
379;34.9074;33.5772;11:42:02;;;;;;;;;;;
380;34.9074;33.5772;11:42:02;;;;;;;;;;;
381;34.9074;33.5772;11:42:03;;;;;;;;;;;
382;34.9231;33.5928;11:42:03;;;;;;;;;;;
383;34.9231;33.6085;11:42:04;;;;;;;;;;;
384;34.9309;33.6006;11:42:04;;;;;;;;;;;
385;34.9387;33.6085;11:42:05;;;;;;;;;;;
386;34.9465;33.6163;11:42:05;;;;;;;;;;;
387;34.9544;33.6398;11:42:06;;;;;;;;;;;
388;34.97;33.6398;11:42:06;;;;;;;;;;;
389;34.9778;33.6398;11:42:07;;;;;;;;;;;
390;34.9857;33.6476;11:42:07;;;;;;;;;;;
391;34.9974;33.6398;11:42:08;;;;;;;;;;;
392;34.9974;33.6554;11:42:08;;;;;;;;;;;
393;35.0052;33.6632;11:42:09;;;;;;;;;;;
394;35.0209;33.6671;11:42:09;;;;;;;;;;;
395;35.0209;33.6789;11:42:10;;;;;;;;;;;
396;35.0365;33.675;11:42:10;;;;;;;;;;;
397;35.0287;33.6789;11:42:11;;;;;;;;;;;
398;35.0209;33.6789;11:42:11;;;;;;;;;;;
399;35.0131;33.6789;11:42:12;;;;;;;;;;;
400;35.0052;33.6711;11:42:12;;;;;;;;;;;
401;34.9974;33.6711;11:42:13;;;;;;;;;;;
402;34.9857;33.6671;11:42:13;;;;;;;;;;;
403;34.97;33.6476;11:42:14;;;;;;;;;;;
404;34.9465;33.6241;11:42:14;;;;;;;;;;;
405;34.9309;33.6163;11:42:15;;;;;;;;;;;
406;34.9152;33.6085;11:42:15;;;;;;;;;;;
407;34.9074;33.6085;11:42:16;;;;;;;;;;;
408;34.8996;33.6006;11:42:16;;;;;;;;;;;
409;34.9074;33.6006;11:42:17;;;;;;;;;;;
410;34.9074;33.5928;11:42:17;;;;;;;;;;;
411;34.9074;33.5928;11:42:18;;;;;;;;;;;
412;34.8996;33.5928;11:42:18;;;;;;;;;;;
413;34.9152;33.5928;11:42:19;;;;;;;;;;;
414;34.9152;33.5928;11:42:19;;;;;;;;;;;
415;34.9231;33.5928;11:42:20;;;;;;;;;;;
416;34.9152;33.5928;11:42:20;;;;;;;;;;;
417;34.9231;33.585;11:42:21;;;;;;;;;;;
