Number;DT1;DT2;Time;С кулером;;;;;Без куллера;;;;;;;Delta;в среднем;Мин;Макс
649;34.8096;33.3307;16:17:28;;Макс;Мин;Дельта;;Макс;Мин;Дельта;;;;;1.4789;0.766166667;0.2073;1.8389
650;34.8096;33.3463;16:17:29;Дт8;36.0342;34.8096;1.2246;;36.4137;34.9778;1.4359;;;;;1.4633;;;
651;34.8174;33.3463;16:17:29;Дт7;34.2462;33.3307;0.9155;;35.7134;34.6218;1.0916;;;;;1.4711;;;
652;34.8213;33.362;16:17:30;;;;;;;;;;;;;1.4593;;;
653;34.8292;33.3698;16:17:30;;;Суммарная нестабильность;;;3.083;;;;;;;1.4594;;;
654;34.8331;33.362;16:17:31;;;;;;;;;;;;;1.4711;;;
655;34.8448;33.3776;16:17:31;;;;;;;;;;;;;1.4672;;;
656;34.8526;33.3776;16:17:32;;;;;;;;;;;;;1.475;;;
657;34.8605;33.4011;16:17:32;;;;;;;;;;;;;1.4594;;;
658;34.8683;33.4011;16:17:33;;;;;;;;;;;;;1.4672;;;
659;34.8839;33.4011;16:17:33;;;;;;;;;;;;;1.4828;;;
660;34.8996;33.4011;16:17:34;;;;;;;;;;;;;1.4985;;;
661;34.9152;33.4089;16:17:34;;;;;;;;;;;;;1.5063;;;
662;34.9231;33.4167;16:17:35;;;;;;;;;;;;;1.5064;;;
663;34.9387;33.4324;16:17:35;;;;;;;;;;;;;1.5063;;;
664;34.9544;33.4402;16:17:36;;;;;;;;;;;;;1.5142;;;
665;34.9544;33.448;16:17:36;;;;;;;;;;;;;1.5064;;;
666;34.97;33.4559;16:17:37;;;;;;;;;;;;;1.5141;;;
667;34.9778;33.4559;16:17:37;;;;;;;;;;;;;1.5219;;;
668;34.9935;33.4715;16:17:38;;;;;;;;;;;;;1.522;;;
669;35.0052;33.4793;16:17:38;;;;;;;;;;;;;1.5259;;;
670;35.0013;33.4911;16:17:39;;;;;;;;;;;;;1.5102;;;
671;35.0131;33.4911;16:17:39;;;;;;;;;;;;;1.522;;;
672;35.0365;33.4989;16:17:40;;;;;;;;;;;;;1.5376;;;
673;35.0365;33.5028;16:17:40;;;;;;;;;;;;;1.5337;;;
674;35.06;33.5067;16:17:41;;;;;;;;;;;;;1.5533;;;
675;35.0757;33.5146;16:17:41;;;;;;;;;;;;;1.5611;;;
676;35.0835;33.5302;16:17:42;;;;;;;;;;;;;1.5533;;;
677;35.0913;33.5302;16:17:42;;;;;;;;;;;;;1.5611;;;
678;35.1148;33.538;16:17:43;;;;;;;;;;;;;1.5768;;;
679;35.1226;33.5459;16:17:43;;;;;;;;;;;;;1.5767;;;
680;35.1383;33.5537;16:17:44;;;;;;;;;;;;;1.5846;;;
681;35.1539;33.5693;16:17:44;;;;;;;;;;;;;1.5846;;;
682;35.1617;33.5693;16:17:45;;;;;;;;;;;;;1.5924;;;
683;35.1852;33.585;16:17:45;;;;;;;;;;;;;1.6002;;;
684;35.2009;33.585;16:17:46;;;;;;;;;;;;;1.6159;;;
685;35.2126;33.6006;16:17:46;;;;;;;;;;;;;1.612;;;
686;35.2204;33.6085;16:17:47;;;;;;;;;;;;;1.6119;;;
687;35.2361;33.6163;16:17:47;;;;;;;;;;;;;1.6198;;;
688;35.2361;33.6241;16:17:48;;;;;;;;;;;;;1.612;;;
689;35.2595;33.6319;16:17:48;;;;;;;;;;;;;1.6276;;;
690;35.2674;33.6476;16:17:49;;;;;;;;;;;;;1.6198;;;
691;35.2752;33.6476;16:17:49;;;;;;;;;;;;;1.6276;;;
692;35.2908;33.6554;16:17:50;;;;;;;;;;;;;1.6354;;;
693;35.3143;33.6593;16:17:50;;;;;;;;;;;;;1.655;;;
694;35.3221;33.6671;16:17:51;;;;;;;;;;;;;1.655;;;
695;35.3378;33.675;16:17:51;;;;;;;;;;;;;1.6628;;;
696;35.3613;33.6789;16:17:52;;;;;;;;;;;;;1.6824;;;
697;35.3691;33.6789;16:17:52;;;;;;;;;;;;;1.6902;;;
698;35.3847;33.6984;16:17:53;;;;;;;;;;;;;1.6863;;;
699;35.4082;33.6984;16:17:53;;;;;;;;;;;;;1.7098;;;
700;35.416;33.7141;16:17:54;;;;;;;;;;;;;1.7019;;;
701;35.4278;33.7219;16:17:54;;;;;;;;;;;;;1.7059;;;
702;35.4356;33.7376;16:17:55;;;;;;;;;;;;;1.698;;;
703;35.4434;33.7376;16:17:55;;;;;;;;;;;;;1.7058;;;
704;35.4513;33.7532;16:17:56;;;;;;;;;;;;;1.6981;;;
705;35.4591;33.761;16:17:56;;;;;;;;;;;;;1.6981;;;
706;35.4747;33.761;16:17:57;;;;;;;;;;;;;1.7137;;;
707;35.4826;33.7845;16:17:57;;;;;;;;;;;;;1.6981;;;
708;35.4904;33.7923;16:17:58;;;;;;;;;;;;;1.6981;;;
709;35.4982;33.808;16:17:58;;;;;;;;;;;;;1.6902;;;
710;35.5139;33.808;16:17:59;;;;;;;;;;;;;1.7059;;;
711;35.5295;33.8236;16:17:59;;;;;;;;;;;;;1.7059;;;
712;35.5373;33.8315;16:18:00;;;;;;;;;;;;;1.7058;;;
713;35.5452;33.8393;16:18:00;;;;;;;;;;;;;1.7059;;;
714;35.553;33.8471;16:18:01;;;;;;;;;;;;;1.7059;;;
715;35.5686;33.8471;16:18:01;;;;;;;;;;;;;1.7215;;;
716;35.5843;33.8628;16:18:02;;;;;;;;;;;;;1.7215;;;
717;35.5843;33.8706;16:18:02;;;;;;;;;;;;;1.7137;;;
718;35.6078;33.8823;16:18:03;;;;;;;;;;;;;1.7255;;;
719;35.6234;33.8862;16:18:03;;;;;;;;;;;;;1.7372;;;
720;35.6391;33.8941;16:18:04;;;;;;;;;;;;;1.745;;;
721;35.6469;33.8941;16:18:04;;;;;;;;;;;;;1.7528;;;
722;35.6547;33.898;16:18:05;;;;;;;;;;;;;1.7567;;;
723;35.6586;33.9058;16:18:05;;;;;;;;;;;;;1.7528;;;
724;35.6664;33.9136;16:18:06;;;;;;;;;;;;;1.7528;;;
725;35.6743;33.9136;16:18:06;;;;;;;;;;;;;1.7607;;;
726;35.6899;33.9371;16:18:07;;;;;;;;;;;;;1.7528;;;
727;35.7056;33.9449;16:18:07;;;;;;;;;;;;;1.7607;;;
728;35.7134;33.9449;16:18:08;;;;;;;;;;;;;1.7685;;;
729;35.729;33.9606;16:18:08;;;;;;;;;;;;;1.7684;;;
730;35.7447;33.9606;16:18:09;;;;;;;;;;;;;1.7841;;;
731;35.7447;33.9762;16:18:09;;;;;;;;;;;;;1.7685;;;
732;35.7603;33.9762;16:18:10;;;;;;;;;;;;;1.7841;;;
733;35.776;33.9841;16:18:10;;;;;;;;;;;;;1.7919;;;
734;35.776;33.9997;16:18:11;;;;;;;;;;;;;1.7763;;;
735;35.7995;34.0232;16:18:11;;;;;;;;;;;;;1.7763;;;
736;35.8073;34.0154;16:18:12;;;;;;;;;;;;;1.7919;;;
737;35.8229;34.031;16:18:12;;;;;;;;;;;;;1.7919;;;
738;35.8386;34.0388;16:18:13;;;;;;;;;;;;;1.7998;;;
739;35.8386;34.0467;16:18:13;;;;;;;;;;;;;1.7919;;;
740;35.8542;34.0545;16:18:14;;;;;;;;;;;;;1.7997;;;
741;35.8621;34.0623;16:18:14;;;;;;;;;;;;;1.7998;;;
742;35.8621;34.0701;16:18:15;;;;;;;;;;;;;1.792;;;
743;35.8699;34.078;16:18:15;;;;;;;;;;;;;1.7919;;;
744;35.8738;34.0936;16:18:16;;;;;;;;;;;;;1.7802;;;
745;35.8895;34.1014;16:18:16;;;;;;;;;;;;;1.7881;;;
746;35.8973;34.1014;16:18:17;;;;;;;;;;;;;1.7959;;;
747;35.9051;34.1093;16:18:17;;;;;;;;;;;;;1.7958;;;
748;35.9286;34.1093;16:18:18;;;;;;;;;;;;;1.8193;;;
749;35.9286;34.1288;16:18:18;;;;;;;;;;;;;1.7998;;;
750;35.9442;34.1288;16:18:19;;;;;;;;;;;;;1.8154;;;
751;35.9599;34.1366;16:18:19;;;;;;;;;;;;;1.8233;;;
752;35.9677;34.1523;16:18:20;;;;;;;;;;;;;1.8154;;;
753;35.9834;34.1523;16:18:20;;;;;;;;;;;;;1.8311;;;
754;35.9912;34.1601;16:18:21;;;;;;;;;;;;;1.8311;;;
755;35.999;34.1679;16:18:21;;;;;;;;;;;;;1.8311;;;
756;36.0068;34.1758;16:18:22;;;;;;;;;;;;;1.831;;;
757;36.0225;34.1836;16:18:22;;;;;;;;;;;;;1.8389;;;
758;36.0225;34.1914;16:18:23;;;;;;;;;;;;;1.8311;;;
759;36.0303;34.1993;16:18:23;;;;;;;;;;;;;1.831;;;
760;36.0342;34.2071;16:18:24;;;;;;;;;;;;;1.8271;;;
761;36.0342;34.1993;16:18:24;;;;;;;;;;;;;1.8349;;;
762;36.0303;34.2149;16:18:25;;;;;;;;;;;;;1.8154;;;
763;36.0225;34.1993;16:18:25;;;;;;;;;;;;;1.8232;;;
764;36.0147;34.1993;16:18:26;;;;;;;;;;;;;1.8154;;;
765;35.999;34.1914;16:18:26;;;;;;;;;;;;;1.8076;;;
766;35.9912;34.1836;16:18:27;;;;;;;;;;;;;1.8076;;;
767;35.9677;34.1679;16:18:27;;;;;;;;;;;;;1.7998;;;
768;35.9521;34.1523;16:18:28;;;;;;;;;;;;;1.7998;;;
769;35.9286;34.1366;16:18:28;;;;;;;;;;;;;1.792;;;
770;35.9129;34.1366;16:18:29;;;;;;;;;;;;;1.7763;;;
771;35.8816;34.1132;16:18:29;;;;;;;;;;;;;1.7684;;;
772;35.8738;34.1093;16:18:30;;;;;;;;;;;;;1.7645;;;
773;35.8621;34.1014;16:18:30;;;;;;;;;;;;;1.7607;;;
774;35.8386;34.0936;16:18:31;;;;;;;;;;;;;1.745;;;
775;35.8151;34.0623;16:18:31;;;;;;;;;;;;;1.7528;;;
776;35.7916;34.0545;16:18:32;;;;;;;;;;;;;1.7371;;;
777;35.7682;34.0232;16:18:32;;;;;;;;;;;;;1.745;;;
778;35.7369;34.0154;16:18:33;;;;;;;;;;;;;1.7215;;;
779;35.7212;33.9997;16:18:33;;;;;;;;;;;;;1.7215;;;
780;35.6821;33.9684;16:18:34;;;;;;;;;;;;;1.7137;;;
781;35.6625;33.9606;16:18:34;;;;;;;;;;;;;1.7019;;;
782;35.6469;33.9449;16:18:35;;;;;;;;;;;;;1.702;;;
783;35.6312;33.9136;16:18:35;;;;;;;;;;;;;1.7176;;;
784;35.6078;33.9058;16:18:36;;;;;;;;;;;;;1.702;;;
785;35.5843;33.8902;16:18:36;;;;;;;;;;;;;1.6941;;;
786;35.553;33.8784;16:18:37;;;;;;;;;;;;;1.6746;;;
787;35.5139;33.8549;16:18:37;;;;;;;;;;;;;1.659;;;
788;35.4904;33.8393;16:18:38;;;;;;;;;;;;;1.6511;;;
789;35.4591;33.8158;16:18:38;;;;;;;;;;;;;1.6433;;;
790;35.4395;33.8002;16:18:39;;;;;;;;;;;;;1.6393;;;
791;35.416;33.7767;16:18:39;;;;;;;;;;;;;1.6393;;;
792;35.4004;33.7532;16:18:40;;;;;;;;;;;;;1.6472;;;
793;35.3769;33.7297;16:18:40;;;;;;;;;;;;;1.6472;;;
794;35.3378;33.7063;16:18:41;;;;;;;;;;;;;1.6315;;;
795;35.3143;33.6906;16:18:41;;;;;;;;;;;;;1.6237;;;
796;35.283;33.675;16:18:42;;;;;;;;;;;;;1.608;;;
797;35.2439;33.6671;16:18:42;;;;;;;;;;;;;1.5768;;;
798;35.2204;33.6476;16:18:43;;;;;;;;;;;;;1.5728;;;
799;35.2048;33.6319;16:18:43;;;;;;;;;;;;;1.5729;;;
800;35.1774;33.6085;16:18:44;;;;;;;;;;;;;1.5689;;;
801;35.1383;33.585;16:18:44;;;;;;;;;;;;;1.5533;;;
802;35.1226;33.5615;16:18:45;;;;;;;;;;;;;1.5611;;;
803;35.0835;33.5459;16:18:45;;;;;;;;;;;;;1.5376;;;
804;35.0522;33.5302;16:18:46;;;;;;;;;;;;;1.522;;;
805;35.0248;33.5028;16:18:46;;;;;;;;;;;;;1.522;;;
806;35.0013;33.495;16:18:47;;;;;;;;;;;;;1.5063;;;
807;34.9778;33.4793;16:18:47;;;;;;;;;;;;;1.4985;;;
808;34.9465;33.448;16:18:48;;;;;;;;;;;;;1.4985;;;
809;34.9231;33.4246;16:18:48;;;;;;;;;;;;;1.4985;;;
810;34.8918;33.4089;16:18:49;;;;;;;;;;;;;1.4829;;;
811;34.8683;33.3933;16:18:49;;;;;;;;;;;;;1.475;;;
812;34.8605;33.3854;16:18:50;;;;;;;;;;;;;1.4751;;;
813;34.837;33.3776;16:18:50;;;;;;;;;;;;;1.4594;;;
814;34.8292;33.3698;16:18:51;;;;;;;;;;;;;1.4594;;;
815;34.8292;33.362;16:18:51;;;;;;;;;;;;;1.4672;;;
816;34.8213;33.3541;16:18:52;;;;;;;;;;;;;1.4672;;;
817;34.8253;33.3541;16:18:52;;;;;;;;;;;;;1.4712;;;
818;34.8213;33.3541;16:18:53;;;;;;;;;;;;;1.4672;;;
819;34.8253;33.3463;16:18:53;;;;;;;;;;;;;1.479;;;
820;34.8213;33.3463;16:18:54;;;;;;;;;;;;;1.475;;;
821;34.8253;33.3541;16:18:54;;;;;;;;;;;;;1.4712;;;
822;34.8213;33.3541;16:18:55;;;;;;;;;;;;;1.4672;;;
823;34.8253;33.3541;16:18:55;;;;;;;;;;;;;1.4712;;;
824;34.8292;33.3541;16:18:56;;;;;;;;;;;;;1.4751;;;
825;34.8331;33.3698;16:18:56;;;;;;;;;;;;;1.4633;;;
826;34.8331;33.3698;16:18:57;;;;;;;;;;;;;1.4633;;;
827;34.8448;33.3698;16:18:57;;;;;;;;;;;;;1.475;;;
828;34.8526;33.3776;16:18:58;;;;;;;;;;;;;1.475;;;
829;34.8605;33.3776;16:18:58;;;;;;;;;;;;;1.4829;;;
830;34.8761;33.3854;16:18:59;;;;;;;;;;;;;1.4907;;;
831;34.8839;33.4011;16:18:59;;;;;;;;;;;;;1.4828;;;
832;34.8918;33.4011;16:19:00;;;;;;;;;;;;;1.4907;;;
833;34.9152;33.4167;16:19:00;;;;;;;;;;;;;1.4985;;;
834;34.9152;33.4167;16:19:01;;;;;;;;;;;;;1.4985;;;
835;34.9309;33.4246;16:19:01;;;;;;;;;;;;;1.5063;;;
836;34.9387;33.4324;16:19:02;;;;;;;;;;;;;1.5063;;;
837;34.9544;33.448;16:19:02;;;;;;;;;;;;;1.5064;;;
838;34.97;33.4559;16:19:03;;;;;;;;;;;;;1.5141;;;
839;34.9857;33.4637;16:19:03;;;;;;;;;;;;;1.522;;;
840;34.9857;33.4793;16:19:04;;;;;;;;;;;;;1.5064;;;
841;35.0013;33.4793;16:19:04;;;;;;;;;;;;;1.522;;;
842;35.0052;33.4872;16:19:05;;;;;;;;;;;;;1.518;;;
843;35.0209;33.4911;16:19:05;;;;;;;;;;;;;1.5298;;;
844;35.0287;33.4989;16:19:06;;;;;;;;;;;;;1.5298;;;
845;35.0444;33.4989;16:19:06;;;;;;;;;;;;;1.5455;;;
846;35.06;33.5028;16:19:07;;;;;;;;;;;;;1.5572;;;
847;35.0678;33.5067;16:19:07;;;;;;;;;;;;;1.5611;;;
848;35.0991;33.5224;16:19:08;;;;;;;;;;;;;1.5767;;;
849;35.0991;33.5146;16:19:08;;;;;;;;;;;;;1.5845;;;
850;35.1226;33.5302;16:19:09;;;;;;;;;;;;;1.5924;;;
851;35.1304;33.5302;16:19:09;;;;;;;;;;;;;1.6002;;;
852;35.1539;33.5459;16:19:10;;;;;;;;;;;;;1.608;;;
853;35.1617;33.5537;16:19:10;;;;;;;;;;;;;1.608;;;
854;35.1774;33.5772;16:19:11;;;;;;;;;;;;;1.6002;;;
855;35.193;33.5693;16:19:11;;;;;;;;;;;;;1.6237;;;
856;35.2048;33.585;16:19:12;;;;;;;;;;;;;1.6198;;;
857;35.2126;33.5928;16:19:12;;;;;;;;;;;;;1.6198;;;
858;35.2204;33.6006;16:19:13;;;;;;;;;;;;;1.6198;;;
859;35.2243;33.6085;16:19:13;;;;;;;;;;;;;1.6158;;;
860;35.2282;33.6241;16:19:14;;;;;;;;;;;;;1.6041;;;
861;35.2439;33.6319;16:19:15;;;;;;;;;;;;;1.612;;;
862;35.2674;33.6319;16:19:15;;;;;;;;;;;;;1.6355;;;
863;35.2752;33.6476;16:19:16;;;;;;;;;;;;;1.6276;;;
864;35.2908;33.6632;16:19:16;;;;;;;;;;;;;1.6276;;;
865;35.3065;33.6671;16:19:17;;;;;;;;;;;;;1.6394;;;
866;35.3065;33.6711;16:19:17;;;;;;;;;;;;;1.6354;;;
867;35.3221;33.675;16:19:18;;;;;;;;;;;;;1.6471;;;
868;35.3378;33.6906;16:19:18;;;;;;;;;;;;;1.6472;;;
869;35.3456;33.6984;16:19:19;;;;;;;;;;;;;1.6472;;;
870;35.3613;33.7063;16:19:19;;;;;;;;;;;;;1.655;;;
871;35.3769;33.7063;16:19:20;;;;;;;;;;;;;1.6706;;;
872;35.3847;33.7219;16:19:20;;;;;;;;;;;;;1.6628;;;
873;35.3926;33.7297;16:19:21;;;;;;;;;;;;;1.6629;;;
874;35.416;33.7376;16:19:21;;;;;;;;;;;;;1.6784;;;
875;35.4278;33.7532;16:19:22;;;;;;;;;;;;;1.6746;;;
876;35.4356;33.761;16:19:22;;;;;;;;;;;;;1.6746;;;
877;35.4395;33.7767;16:19:23;;;;;;;;;;;;;1.6628;;;
878;35.4434;33.7923;16:19:23;;;;;;;;;;;;;1.6511;;;
879;35.4591;33.808;16:19:24;;;;;;;;;;;;;1.6511;;;
880;35.4669;33.8315;16:19:24;;;;;;;;;;;;;1.6354;;;
881;35.4826;33.8549;16:19:25;;;;;;;;;;;;;1.6277;;;
882;35.4904;33.8628;16:19:25;;;;;;;;;;;;;1.6276;;;
883;35.5139;33.8784;16:19:26;;;;;;;;;;;;;1.6355;;;
884;35.5139;33.8862;16:19:26;;;;;;;;;;;;;1.6277;;;
885;35.5295;33.8902;16:19:27;;;;;;;;;;;;;1.6393;;;
886;35.5452;33.8941;16:19:27;;;;;;;;;;;;;1.6511;;;
887;35.5452;33.898;16:19:28;;;;;;;;;;;;;1.6472;;;
888;35.553;33.9058;16:19:28;;;;;;;;;;;;;1.6472;;;
889;35.5686;33.9293;16:19:29;;;;;;;;;;;;;1.6393;;;
890;35.5843;33.9371;16:19:29;;;;;;;;;;;;;1.6472;;;
891;35.5921;33.9528;16:19:30;;;;;;;;;;;;;1.6393;;;
892;35.6078;33.9606;16:19:30;;;;;;;;;;;;;1.6472;;;
893;35.6234;33.9684;16:19:31;;;;;;;;;;;;;1.655;;;
894;35.6312;33.9841;16:19:31;;;;;;;;;;;;;1.6471;;;
895;35.6391;33.9841;16:19:32;;;;;;;;;;;;;1.655;;;
896;35.643;33.9997;16:19:32;;;;;;;;;;;;;1.6433;;;
897;35.6508;34.0075;16:19:33;;;;;;;;;;;;;1.6433;;;
898;35.6586;34.0154;16:19:33;;;;;;;;;;;;;1.6432;;;
899;35.6664;34.0232;16:19:34;;;;;;;;;;;;;1.6432;;;
900;35.6743;34.031;16:19:34;;;;;;;;;;;;;1.6433;;;
901;35.6977;34.0388;16:19:35;;;;;;;;;;;;;1.6589;;;
902;35.7134;34.0467;16:19:35;;;;;;;;;;;;;1.6667;;;
903;35.7369;34.0623;16:19:36;;;;;;;;;;;;;1.6746;;;
904;35.7447;34.0701;16:19:36;;;;;;;;;;;;;1.6746;;;
905;35.7682;34.078;16:19:37;;;;;;;;;;;;;1.6902;;;
906;35.776;34.0897;16:19:37;;;;;;;;;;;;;1.6863;;;
907;35.7838;34.0936;16:19:38;;;;;;;;;;;;;1.6902;;;
908;35.7995;34.1014;16:19:38;;;;;;;;;;;;;1.6981;;;
909;35.8229;34.1053;16:19:39;;;;;;;;;;;;;1.7176;;;
910;35.8308;34.1093;16:19:39;;;;;;;;;;;;;1.7215;;;
911;35.8464;34.121;16:19:40;;;;;;;;;;;;;1.7254;;;
912;35.8503;34.121;16:19:40;;;;;;;;;;;;;1.7293;;;
913;35.8582;34.1366;16:19:41;;;;;;;;;;;;;1.7216;;;
914;35.8699;34.1288;16:19:41;;;;;;;;;;;;;1.7411;;;
915;35.8738;34.1523;16:19:42;;;;;;;;;;;;;1.7215;;;
916;35.8816;34.1523;16:19:42;;;;;;;;;;;;;1.7293;;;
917;35.8895;34.1679;16:19:43;;;;;;;;;;;;;1.7216;;;
918;35.8973;34.1758;16:19:43;;;;;;;;;;;;;1.7215;;;
919;35.8973;34.1758;16:19:44;;;;;;;;;;;;;1.7215;;;
920;35.9208;34.1836;16:19:44;;;;;;;;;;;;;1.7372;;;
921;35.9286;34.1836;16:19:45;;;;;;;;;;;;;1.745;;;
922;35.9442;34.1914;16:19:45;;;;;;;;;;;;;1.7528;;;
923;35.9599;34.1993;16:19:46;;;;;;;;;;;;;1.7606;;;
924;35.9677;34.1993;16:19:46;;;;;;;;;;;;;1.7684;;;
925;35.9834;34.2149;16:19:47;;;;;;;;;;;;;1.7685;;;
926;35.999;34.2149;16:19:47;;;;;;;;;;;;;1.7841;;;
927;36.0147;34.2306;16:19:48;;;;;;;;;;;;;1.7841;;;
928;36.0225;34.2306;16:19:48;;;;;;;;;;;;;1.7919;;;
929;36.0303;34.2462;16:19:49;;;;;;;;;;;;;1.7841;;;
930;36.0342;34.2384;16:19:49;;;;;;;;;;;;;1.7958;;;
931;36.0342;34.2462;16:19:50;;;;;;;;;;;;;1.788;;;
932;36.0303;34.2462;16:19:50;;;;;;;;;;;;;1.7841;;;
933;36.0303;34.2384;16:19:51;;;;;;;;;;;;;1.7919;;;
934;36.0225;34.2227;16:19:51;;;;;;;;;;;;;1.7998;;;
935;36.0147;34.2149;16:19:52;;;;;;;;;;;;;1.7998;;;
936;35.999;34.2071;16:19:52;;;;;;;;;;;;;1.7919;;;
937;35.9834;34.1993;16:19:53;;;;;;;;;;;;;1.7841;;;
938;35.9834;34.1836;16:19:53;;;;;;;;;;;;;1.7998;;;
939;35.9599;34.1836;16:19:54;;;;;;;;;;;;;1.7763;;;
940;35.9442;34.1679;16:19:54;;;;;;;;;;;;;1.7763;;;
941;35.9208;34.1445;16:19:55;;;;;;;;;;;;;1.7763;;;
942;35.9129;34.1288;16:19:55;;;;;;;;;;;;;1.7841;;;
943;35.8738;34.121;16:19:56;;;;;;;;;;;;;1.7528;;;
944;35.866;34.1093;16:19:56;;;;;;;;;;;;;1.7567;;;
945;35.8582;34.1014;16:19:57;;;;;;;;;;;;;1.7568;;;
946;35.8308;34.0897;16:19:57;;;;;;;;;;;;;1.7411;;;
947;35.8151;34.078;16:19:58;;;;;;;;;;;;;1.7371;;;
948;35.7838;34.0467;16:19:58;;;;;;;;;;;;;1.7371;;;
949;35.7682;34.0388;16:19:59;;;;;;;;;;;;;1.7294;;;
950;35.7447;34.0154;16:19:59;;;;;;;;;;;;;1.7293;;;
951;35.7134;33.9919;16:20:00;;;;;;;;;;;;;1.7215;;;
952;35.6899;33.9762;16:20:00;;;;;;;;;;;;;1.7137;;;
953;35.6547;33.9528;16:20:01;;;;;;;;;;;;;1.7019;;;
954;35.643;33.9371;16:20:01;;;;;;;;;;;;;1.7059;;;
955;35.6078;33.9215;16:20:02;;;;;;;;;;;;;1.6863;;;
956;35.5843;33.9058;16:20:02;;;;;;;;;;;;;1.6785;;;
957;35.5452;33.8862;16:20:03;;;;;;;;;;;;;1.659;;;
958;35.5217;33.8745;16:20:03;;;;;;;;;;;;;1.6472;;;
959;35.4904;33.8549;16:20:04;;;;;;;;;;;;;1.6355;;;
960;35.4591;33.8236;16:20:04;;;;;;;;;;;;;1.6355;;;
961;35.4356;33.808;16:20:05;;;;;;;;;;;;;1.6276;;;
962;35.416;33.7845;16:20:05;;;;;;;;;;;;;1.6315;;;
963;35.3926;33.7689;16:20:06;;;;;;;;;;;;;1.6237;;;
964;35.3613;33.7454;16:20:06;;;;;;;;;;;;;1.6159;;;
965;35.3378;33.7297;16:20:07;;;;;;;;;;;;;1.6081;;;
966;35.3065;33.7063;16:20:07;;;;;;;;;;;;;1.6002;;;
967;35.283;33.6906;16:20:08;;;;;;;;;;;;;1.5924;;;
968;35.2439;33.6711;16:20:08;;;;;;;;;;;;;1.5728;;;
969;35.2165;33.6632;16:20:09;;;;;;;;;;;;;1.5533;;;
970;35.2009;33.6319;16:20:09;;;;;;;;;;;;;1.569;;;
971;35.1696;33.6085;16:20:10;;;;;;;;;;;;;1.5611;;;
972;35.1383;33.5928;16:20:10;;;;;;;;;;;;;1.5455;;;
973;35.1148;33.5772;16:20:11;;;;;;;;;;;;;1.5376;;;
974;35.0913;33.5459;16:20:11;;;;;;;;;;;;;1.5454;;;
975;35.06;33.5302;16:20:12;;;;;;;;;;;;;1.5298;;;
976;35.0287;33.5067;16:20:12;;;;;;;;;;;;;1.522;;;
977;35.0091;33.4911;16:20:13;;;;;;;;;;;;;1.518;;;
978;34.9857;33.4793;16:20:13;;;;;;;;;;;;;1.5064;;;
979;34.9622;33.4637;16:20:14;;;;;;;;;;;;;1.4985;;;
980;34.9231;33.4402;16:20:14;;;;;;;;;;;;;1.4829;;;
981;34.9074;33.4167;16:20:15;;;;;;;;;;;;;1.4907;;;
982;34.8761;33.4011;16:20:15;;;;;;;;;;;;;1.475;;;
983;34.8526;33.3854;16:20:16;;;;;;;;;;;;;1.4672;;;
984;34.8409;33.3776;16:20:16;;;;;;;;;;;;;1.4633;;;
985;34.8292;33.362;16:20:17;;;;;;;;;;;;;1.4672;;;
986;34.8213;33.362;16:20:17;;;;;;;;;;;;;1.4593;;;
987;34.8213;33.3541;16:20:18;;;;;;;;;;;;;1.4672;;;
988;34.8174;33.3463;16:20:18;;;;;;;;;;;;;1.4711;;;
989;34.8096;33.3463;16:20:19;;;;;;;;;;;;;1.4633;;;
990;34.8096;33.3385;16:20:19;;;;;;;;;;;;;1.4711;;;
991;34.8096;33.3463;16:20:20;;;;;;;;;;;;;1.4633;;;
992;34.8174;33.3385;16:20:20;;;;;;;;;;;;;1.4789;;;
993;34.8096;33.3385;16:20:21;;;;;;;;;;;;;1.4711;;;
994;34.8135;33.3463;16:20:21;;;;;;;;;;;;;1.4672;;;
995;34.8213;33.3385;16:20:22;;;;;;;;;;;;;1.4828;;;
996;34.8253;33.3385;16:20:22;;;;;;;;;;;;;1.4868;;;
997;34.8253;33.3463;16:20:23;;;;;;;;;;;;;1.479;;;
998;34.8292;33.3541;16:20:23;;;;;;;;;;;;;1.4751;;;
999;34.8331;33.3463;16:20:24;;;;;;;;;;;;;1.4868;;;
1000;34.837;33.3541;16:20:24;;;;;;;;;;;;;1.4829;;;
1001;34.8526;33.362;16:20:25;;;;;;;;;;;;;1.4906;;;
1002;34.8605;33.3698;16:20:25;;;;;;;;;;;;;1.4907;;;
1003;34.8683;33.3776;16:20:26;;;;;;;;;;;;;1.4907;;;
1004;34.8761;33.3933;16:20:26;;;;;;;;;;;;;1.4828;;;
1005;34.8996;33.4011;16:20:27;;;;;;;;;;;;;1.4985;;;
1006;34.9152;33.4011;16:20:27;;;;;;;;;;;;;1.5141;;;
1007;34.9231;33.4324;16:20:28;;;;;;;;;;;;;1.4907;;;
1008;34.9387;33.4324;16:20:28;;;;;;;;;;;;;1.5063;;;
1009;34.9544;33.4637;16:20:29;;;;;;;;;;;;;1.4907;;;
1010;34.9778;33.4833;16:20:29;;;;;;;;;;;;;1.4945;;;
1011;35.0013;33.4989;16:20:30;;;;;;;;;;;;;1.5024;;;
1012;35.0209;33.5302;16:20:30;;;;;;;;;;;;;1.4907;;;
1013;35.0522;33.5615;16:20:31;;;;;;;;;;;;;1.4907;;;
1014;35.0835;33.6006;16:20:31;;;;;;;;;;;;;1.4829;;;
