Number;DT1;DT2;Time;С кулером;;;;;Без куллера;;;;;;;Delta;в среднем;Мин;Макс
2252;35.9442;35.4943;16:30:50;;;;;;;;;;;;;0.4499;;;
2253;35.9364;35.4943;16:30:51;;;;;;;;;;;;;0.4421;;;
2254;35.9364;35.4904;16:30:51;;;;;;;;;;;;;0.446;;;
2255;35.9129;35.4865;16:30:52;;;;;;;;;;;;;0.4264;;;
2256;35.9208;35.4865;16:30:52;;;;;;;;;;;;;0.4343;;;
2257;35.9051;35.4826;16:30:53;;;;;;;;;;;;;0.4225;;;
2258;35.9051;35.4747;16:30:53;;;;;;;;;;;;;0.4304;;;
2259;35.8895;35.4747;16:30:54;;;;;;;;;;;;;0.4148;;;
2260;35.8738;35.4669;16:30:54;;;;;;;;;;;;;0.4069;;;
2261;35.8738;35.4513;16:30:55;;;;;;;;;;;;;0.4225;;;
2262;35.8699;35.4513;16:30:55;;;;;;;;;;;;;0.4186;;;
2263;35.8621;35.4513;16:30:56;;;;;;;;;;;;;0.4108;;;
2264;35.8621;35.4434;16:30:56;;;;;;;;;;;;;0.4187;;;
2265;35.8542;35.4356;16:30:57;;;;;;;;;;;;;0.4186;;;
2266;35.8503;35.4278;16:30:57;;;;;;;;;;;;;0.4225;;;
2267;35.8542;35.42;16:30:58;;;;;;;;;;;;;0.4342;;;
2268;35.8308;35.42;16:30:58;;;;;;;;;;;;;0.4108;;;
2269;35.8308;35.42;16:30:59;;;;;;;;;;;;;0.4108;;;
2270;35.8229;35.4043;16:30:59;;;;;;;;;;;;;0.4186;;;
2271;35.8073;35.4121;16:31:00;;;;;;;;;;;;;0.3952;;;
2272;35.8073;35.3965;16:31:00;;;;;;;;;;;;;0.4108;;;
2273;35.7916;35.3965;16:31:01;;;;;;;;;;;;;0.3951;;;
2274;35.7838;35.3808;16:31:01;;;;;;;;;;;;;0.403;;;
2275;35.776;35.3808;16:31:02;;;;;;;;;;;;;0.3952;;;
2276;35.7682;35.3887;16:31:02;;;;;;;;;;;;;0.3795;;;
2277;35.7603;35.373;16:31:03;;;;;;;;;;;;;0.3873;;;
2278;35.7603;35.3652;16:31:03;;;;;;;;;;;;;0.3951;;;
2279;35.7525;35.373;16:31:04;;;;;;;;;;;;;0.3795;;;
2280;35.7369;35.3574;16:31:04;;;;;;;;;;;;;0.3795;;;
2281;35.729;35.3652;16:31:05;;;;;;;;;;;;;0.3638;;;
2282;35.729;35.3495;16:31:05;;;;;;;;;;;;;0.3795;;;
2283;35.7212;35.3495;16:31:06;;;;;;;;;;;;;0.3717;;;
2284;35.7134;35.3495;16:31:06;;;;;;;;;;;;;0.3639;;;
2285;35.7056;35.3417;16:31:07;;;;;;;;;;;;;0.3639;;;
2286;35.6977;35.3339;16:31:07;;;;;;;;;;;;;0.3638;;;
2287;35.6899;35.3261;16:31:08;;;;;;;;;;;;;0.3638;;;
2288;35.6743;35.3261;16:31:08;;;;;;;;;;;;;0.3482;;;
2289;35.6743;35.3261;16:31:09;;;;;;;;;;;;;0.3482;;;
2290;35.6664;35.3221;16:31:09;;;;;;;;;;;;;0.3443;;;
2291;35.6586;35.3221;16:31:10;;;;;;;;;;;;;0.3365;;;
2292;35.6547;35.3221;16:31:10;;;;;;;;;;;;;0.3326;;;
2293;35.6469;35.3143;16:31:11;;;;;;;;;;;;;0.3326;;;
2294;35.6469;35.3143;16:31:11;;;;;;;;;;;;;0.3326;;;
2295;35.6391;35.3143;16:31:12;;;;;;;;;;;;;0.3248;;;
2296;35.6312;35.3104;16:31:12;;;;;;;;;;;;;0.3208;;;
2297;35.6234;35.3065;16:31:13;;;;;;;;;;;;;0.3169;;;
2298;35.6234;35.2987;16:31:13;;;;;;;;;;;;;0.3247;;;
2299;35.6078;35.2987;16:31:14;;;;;;;;;;;;;0.3091;;;
2300;35.5999;35.2987;16:31:14;;;;;;;;;;;;;0.3012;;;
2301;35.5999;35.2908;16:31:15;;;;;;;;;;;;;0.3091;;;
2302;35.5843;35.283;16:31:15;;;;;;;;;;;;;0.3013;;;
2303;35.5765;35.283;16:31:16;;;;;;;;;;;;;0.2935;;;
2304;35.5765;35.2674;16:31:16;;;;;;;;;;;;;0.3091;;;
2305;35.5686;35.2674;16:31:17;;;;;;;;;;;;;0.3012;;;
2306;35.5608;35.2595;16:31:17;;;;;;;;;;;;;0.3013;;;
2307;35.553;35.2595;16:31:18;;;;;;;;;;;;;0.2935;;;
2308;35.5452;35.2517;16:31:18;;;;;;;;;;;;;0.2935;;;
2309;35.5373;35.2439;16:31:19;;;;;;;;;;;;;0.2934;;;
2310;35.5295;35.2439;16:31:19;;;;;;;;;;;;;0.2856;;;
2311;35.5295;35.2439;16:31:20;;;;;;;;;;;;;0.2856;;;
2312;35.5217;35.2361;16:31:20;;;;;;;;;;;;;0.2856;;;
2313;35.5139;35.2282;16:31:21;;;;;;;;;;;;;0.2857;;;
2314;35.506;35.2282;16:31:21;;;;;;;;;;;;;0.2778;;;
2315;35.4982;35.2204;16:31:22;;;;;;;;;;;;;0.2778;;;
2316;35.4904;35.2204;16:31:22;;;;;;;;;;;;;0.27;;;
2317;35.4904;35.2048;16:31:23;;;;;;;;;;;;;0.2856;;;
2318;35.4747;35.2126;16:31:23;;;;;;;;;;;;;0.2621;;;
2319;35.4826;35.1969;16:31:24;;;;;;;;;;;;;0.2857;;;
2320;35.4747;35.1891;16:31:24;;;;;;;;;;;;;0.2856;;;
2321;35.4591;35.1969;16:31:25;;;;;;;;;;;;;0.2622;;;
2322;35.4591;35.1813;16:31:25;;;;;;;;;;;;;0.2778;;;
2323;35.4434;35.1735;16:31:26;;;;;;;;;;;;;0.2699;;;
2324;35.4473;35.1656;16:31:26;;;;;;;;;;;;;0.2817;;;
2325;35.4473;35.1578;16:31:27;;;;;;;;;;;;;0.2895;;;
2326;35.4434;35.1578;16:31:27;;;;;;;;;;;;;0.2856;;;
2327;35.4356;35.1578;16:31:28;;;;;;;;;;;;;0.2778;;;
2328;35.4356;35.1422;16:31:28;;;;;;;;;;;;;0.2934;;;
2329;35.4317;35.1343;16:31:29;;;;;;;;;;;;;0.2974;;;
2330;35.4317;35.1422;16:31:29;;;;;;;;;;;;;0.2895;;;
2331;35.4278;35.1343;16:31:30;;;;;;;;;;;;;0.2935;;;
2332;35.4239;35.1343;16:31:30;;;;;;;;;;;;;0.2896;;;
2333;35.4239;35.1265;16:31:31;;;;;;;;;;;;;0.2974;;;
2334;35.4082;35.1187;16:31:31;;;;;;;;;;;;;0.2895;;;
2335;35.4082;35.1109;16:31:32;;;;;;;;;;;;;0.2973;;;
2336;35.4004;35.107;16:31:32;;;;;;;;;;;;;0.2934;;;
2337;35.3926;35.103;16:31:33;;;;;;;;;;;;;0.2896;;;
2338;35.4004;35.103;16:31:33;;;;;;;;;;;;;0.2974;;;
2339;35.3769;35.0952;16:31:34;;;;;;;;;;;;;0.2817;;;
2340;35.3769;35.0952;16:31:34;;;;;;;;;;;;;0.2817;;;
2341;35.3691;35.0913;16:31:35;;;;;;;;;;;;;0.2778;;;
2342;35.3613;35.0913;16:31:35;;;;;;;;;;;;;0.27;;;
2343;35.3613;35.0835;16:31:36;;;;;;;;;;;;;0.2778;;;
2344;35.3534;35.0757;16:31:36;;;;;;;;;;;;;0.2777;;;
2345;35.3534;35.0678;16:31:37;;;;;;;;;;;;;0.2856;;;
2346;35.3456;35.06;16:31:37;;;;;;;;;;;;;0.2856;;;
2347;35.33;35.0678;16:31:38;;;;;;;;;;;;;0.2622;;;
2348;35.3221;35.06;16:31:38;;;;;;;;;;;;;0.2621;;;
2349;35.3221;35.0522;16:31:39;;;;;;;;;;;;;0.2699;;;
2350;35.3065;35.0522;16:31:39;;;;;;;;;;;;;0.2543;;;
2351;35.3065;35.0444;16:31:40;;;;;;;;;;;;;0.2621;;;
2352;35.2987;35.0287;16:31:40;;;;;;;;;;;;;0.27;;;
2353;35.2908;35.0365;16:31:41;;;;;;;;;;;;;0.2543;;;
2354;35.2908;35.0287;16:31:41;;;;;;;;;;;;;0.2621;;;
2355;35.283;35.0209;16:31:42;;;;;;;;;;;;;0.2621;;;
2356;35.2752;35.0131;16:31:42;;;;;;;;;;;;;0.2621;;;
2357;35.2752;35.0131;16:31:43;;;;;;;;;;;;;0.2621;;;
2358;35.2595;35.0131;16:31:43;;;;;;;;;;;;;0.2464;;;
2359;35.2595;34.9974;16:31:44;;;;;;;;;;;;;0.2621;;;
2360;35.2517;34.9974;16:31:44;;;;;;;;;;;;;0.2543;;;
2361;35.2517;34.9896;16:31:45;;;;;;;;;;;;;0.2621;;;
2362;35.2439;34.9896;16:31:45;;;;;;;;;;;;;0.2543;;;
2363;35.2361;34.9739;16:31:46;;;;;;;;;;;;;0.2622;;;
2364;35.2361;34.9818;16:31:46;;;;;;;;;;;;;0.2543;;;
2365;35.2282;34.9739;16:31:47;;;;;;;;;;;;;0.2543;;;
2366;35.2282;34.9661;16:31:47;;;;;;;;;;;;;0.2621;;;
2367;35.2204;34.9661;16:31:48;;;;;;;;;;;;;0.2543;;;
2368;35.2165;34.9583;16:31:48;;;;;;;;;;;;;0.2582;;;
2369;35.2165;34.9505;16:31:49;;;;;;;;;;;;;0.266;;;
2370;35.2087;34.9505;16:31:49;;;;;;;;;;;;;0.2582;;;
2371;35.2009;34.9348;16:31:50;;;;;;;;;;;;;0.2661;;;
2372;35.2009;34.9426;16:31:50;;;;;;;;;;;;;0.2583;;;
2373;35.2009;34.927;16:31:51;;;;;;;;;;;;;0.2739;;;
2374;35.1852;34.9348;16:31:51;;;;;;;;;;;;;0.2504;;;
2375;35.1852;34.9192;16:31:52;;;;;;;;;;;;;0.266;;;
2376;35.1774;34.9113;16:31:52;;;;;;;;;;;;;0.2661;;;
2377;35.1696;34.9113;16:31:53;;;;;;;;;;;;;0.2583;;;
2378;35.1774;34.9035;16:31:53;;;;;;;;;;;;;0.2739;;;
2379;35.1539;34.9035;16:31:54;;;;;;;;;;;;;0.2504;;;
2380;35.1617;34.8918;16:31:54;;;;;;;;;;;;;0.2699;;;
2381;35.1461;34.8918;16:31:55;;;;;;;;;;;;;0.2543;;;
2382;35.1539;34.8879;16:31:55;;;;;;;;;;;;;0.266;;;
2383;35.1383;34.8879;16:31:56;;;;;;;;;;;;;0.2504;;;
2384;35.1304;34.8839;16:31:56;;;;;;;;;;;;;0.2465;;;
2385;35.1226;34.8839;16:31:57;;;;;;;;;;;;;0.2387;;;
2386;35.1148;34.88;16:31:57;;;;;;;;;;;;;0.2348;;;
2387;35.0991;34.88;16:31:58;;;;;;;;;;;;;0.2191;;;
2388;35.0991;34.8761;16:31:58;;;;;;;;;;;;;0.223;;;
2389;35.0913;34.8683;16:31:59;;;;;;;;;;;;;0.223;;;
2390;35.0991;34.8683;16:31:59;;;;;;;;;;;;;0.2308;;;
2391;35.0913;34.8683;16:32:00;;;;;;;;;;;;;0.223;;;
2392;35.0835;34.8605;16:32:00;;;;;;;;;;;;;0.223;;;
2393;35.0835;34.8605;16:32:01;;;;;;;;;;;;;0.223;;;
2394;35.0757;34.8448;16:32:01;;;;;;;;;;;;;0.2309;;;
2395;35.0678;34.8526;16:32:02;;;;;;;;;;;;;0.2152;;;
2396;35.06;34.837;16:32:02;;;;;;;;;;;;;0.223;;;
2397;35.0522;34.8292;16:32:03;;;;;;;;;;;;;0.223;;;
2398;35.0522;34.837;16:32:03;;;;;;;;;;;;;0.2152;;;
2399;35.0444;34.8213;16:32:04;;;;;;;;;;;;;0.2231;;;
2400;35.0365;34.8135;16:32:04;;;;;;;;;;;;;0.223;;;
2401;35.0287;34.8135;16:32:05;;;;;;;;;;;;;0.2152;;;
2402;35.0287;34.8057;16:32:05;;;;;;;;;;;;;0.223;;;
2403;35.0131;34.8057;16:32:06;;;;;;;;;;;;;0.2074;;;
2404;35.0131;34.8057;16:32:06;;;;;;;;;;;;;0.2074;;;
2405;35.0052;34.7979;16:32:07;;;;;;;;;;;;;0.2073;;;
2406;35.0052;34.79;16:32:07;;;;;;;;;;;;;0.2152;;;
2407;35.0013;34.79;16:32:08;;;;;;;;;;;;;0.2113;;;
2408;34.9974;34.7744;16:32:08;;;;;;;;;;;;;0.223;;;
2409;35.0013;34.7822;16:32:09;;;;;;;;;;;;;0.2191;;;
2410;34.9974;34.7744;16:32:09;;;;;;;;;;;;;0.223;;;
2411;34.9974;34.7744;16:32:10;;;;;;;;;;;;;0.223;;;
2412;34.9935;34.7744;16:32:10;;;;;;;;;;;;;0.2191;;;
2413;35.0013;34.7822;16:32:11;;;;;;;;;;;;;0.2191;;;
2414;35.0052;34.7744;16:32:11;;;;;;;;;;;;;0.2308;;;
2415;35.0131;34.7979;16:32:12;;;;;;;;;;;;;0.2152;;;
2416;35.0444;34.8057;16:32:12;;;;;;;;;;;;;0.2387;;;
2417;35.06;34.8213;16:32:13;;;;;;;;;;;;;0.2387;;;
2418;35.0835;34.837;16:32:13;;;;;;;;;;;;;0.2465;;;
2419;35.1148;34.8526;16:32:14;;;;;;;;;;;;;0.2622;;;
2420;35.1383;34.8683;16:32:14;;;;;;;;;;;;;0.27;;;
2421;35.1696;34.88;16:32:15;;;;;;;;;;;;;0.2896;;;
2422;35.1969;34.8957;16:32:15;;;;;;;;;;;;;0.3012;;;
2423;35.2165;34.9113;16:32:16;;;;;;;;;;;;;0.3052;;;
2424;35.2439;34.9348;16:32:16;;;;;;;;;;;;;0.3091;;;
2425;35.283;34.9583;16:32:17;;;;;;;;;;;;;0.3247;;;
2426;35.3143;34.9818;16:32:17;;;;;;;;;;;;;0.3325;;;
2427;35.3613;35.0052;16:32:18;;;;;;;;;;;;;0.3561;;;
2428;35.3926;35.0365;16:32:18;;;;;;;;;;;;;0.3561;;;
2429;35.42;35.0522;16:32:19;;;;;;;;;;;;;0.3678;;;
2430;35.4473;35.0913;16:32:19;;;;;;;;;;;;;0.356;;;
2431;35.4826;35.103;16:32:20;;;;;;;;;;;;;0.3796;;;
2432;35.5217;35.1226;16:32:20;;;;;;;;;;;;;0.3991;;;
2433;35.5608;35.1656;16:32:21;;;;;;;;;;;;;0.3952;;;
2434;35.5999;35.1813;16:32:21;;;;;;;;;;;;;0.4186;;;
2435;35.6351;35.2048;16:32:22;;;;;;;;;;;;;0.4303;;;
2436;35.6743;35.2361;16:32:22;;;;;;;;;;;;;0.4382;;;
2437;35.7212;35.2595;16:32:23;;;;;;;;;;;;;0.4617;;;
2438;35.7682;35.2987;16:32:23;;;;;;;;;;;;;0.4695;;;
2439;35.8073;35.3143;16:32:24;;;;;;;;;;;;;0.493;;;
2440;35.8464;35.3339;16:32:24;;;;;;;;;;;;;0.5125;;;
2441;35.8816;35.3652;16:32:25;;;;;;;;;;;;;0.5164;;;
2442;35.9208;35.3965;16:32:25;;;;;;;;;;;;;0.5243;;;
2443;35.9755;35.4278;16:32:26;;;;;;;;;;;;;0.5477;;;
2444;36.0147;35.4591;16:32:26;;;;;;;;;;;;;0.5556;;;
2445;36.042;35.4786;16:32:27;;;;;;;;;;;;;0.5634;;;
2446;36.0812;35.5021;16:32:27;;;;;;;;;;;;;0.5791;;;
2447;36.1281;35.5178;16:32:28;;;;;;;;;;;;;0.6103;;;
2448;36.1672;35.5334;16:32:28;;;;;;;;;;;;;0.6338;;;
2449;36.1985;35.5569;16:32:29;;;;;;;;;;;;;0.6416;;;
2450;36.2298;35.5804;16:32:29;;;;;;;;;;;;;0.6494;;;
2451;36.2533;35.596;16:32:30;;;;;;;;;;;;;0.6573;;;
2452;36.2611;35.6117;16:32:30;;;;;;;;;;;;;0.6494;;;
2453;36.2729;35.6195;16:32:31;;;;;;;;;;;;;0.6534;;;
2454;36.2964;35.6351;16:32:31;;;;;;;;;;;;;0.6613;;;
2455;36.3042;35.643;16:32:32;;;;;;;;;;;;;0.6612;;;
2456;36.3277;35.6586;16:32:32;;;;;;;;;;;;;0.6691;;;
2457;36.3433;35.6664;16:32:33;;;;;;;;;;;;;0.6769;;;
2458;36.3511;35.6664;16:32:33;;;;;;;;;;;;;0.6847;;;
2459;36.3668;35.6743;16:32:34;;;;;;;;;;;;;0.6925;;;
2460;36.3668;35.6821;16:32:34;;;;;;;;;;;;;0.6847;;;
2461;36.3824;35.6821;16:32:35;;;;;;;;;;;;;0.7003;;;
2462;36.3903;35.6899;16:32:35;;;;;;;;;;;;;0.7004;;;
2463;36.3903;35.6899;16:32:36;;;;;;;;;;;;;0.7004;;;
2464;36.3903;35.6899;16:32:36;;;;;;;;;;;;;0.7004;;;
2465;36.3981;35.7017;16:32:37;;;;;;;;;;;;;0.6964;;;
2466;36.3981;35.7017;16:32:37;;;;;;;;;;;;;0.6964;;;
2467;36.4059;35.7056;16:32:38;;;;;;;;;;;;;0.7003;;;
2468;36.3903;35.7017;16:32:38;;;;;;;;;;;;;0.6886;;;
2469;36.3981;35.7056;16:32:39;;;;;;;;;;;;;0.6925;;;
2470;36.3981;35.7056;16:32:39;;;;;;;;;;;;;0.6925;;;
2471;36.3903;35.7056;16:32:40;;;;;;;;;;;;;0.6847;;;
2472;36.3824;35.7056;16:32:40;;;;;;;;;;;;;0.6768;;;
2473;36.3824;35.7095;16:32:41;;;;;;;;;;;;;0.6729;;;
2474;36.3746;35.7095;16:32:41;;;;;;;;;;;;;0.6651;;;
2475;36.3668;35.7134;16:32:42;;;;;;;;;;;;;0.6534;;;
2476;36.3511;35.7095;16:32:42;;;;;;;;;;;;;0.6416;;;
2477;36.3668;35.7134;16:32:43;;;;;;;;;;;;;0.6534;;;
2478;36.3511;35.7134;16:32:43;;;;;;;;;;;;;0.6377;;;
2479;36.3433;35.7095;16:32:44;;;;;;;;;;;;;0.6338;;;
2480;36.3355;35.7134;16:32:44;;;;;;;;;;;;;0.6221;;;
2481;36.3277;35.7095;16:32:45;;;;;;;;;;;;;0.6182;;;
2482;36.3277;35.7095;16:32:45;;;;;;;;;;;;;0.6182;;;
2483;36.3198;35.7056;16:32:46;;;;;;;;;;;;;0.6142;;;
2484;36.3198;35.7017;16:32:46;;;;;;;;;;;;;0.6181;;;
2485;36.3042;35.7017;16:32:47;;;;;;;;;;;;;0.6025;;;
2486;36.3042;35.7017;16:32:47;;;;;;;;;;;;;0.6025;;;
2487;36.3042;35.6977;16:32:48;;;;;;;;;;;;;0.6065;;;
2488;36.2885;35.6977;16:32:48;;;;;;;;;;;;;0.5908;;;
2489;36.2885;35.6977;16:32:49;;;;;;;;;;;;;0.5908;;;
2490;36.2729;35.6977;16:32:49;;;;;;;;;;;;;0.5752;;;
2491;36.2729;35.6899;16:32:50;;;;;;;;;;;;;0.583;;;
2492;36.2611;35.6899;16:32:50;;;;;;;;;;;;;0.5712;;;
2493;36.2611;35.6899;16:32:51;;;;;;;;;;;;;0.5712;;;
2494;36.2533;35.6899;16:32:51;;;;;;;;;;;;;0.5634;;;
2495;36.2494;35.6743;16:32:52;;;;;;;;;;;;;0.5751;;;
2496;36.2377;35.6743;16:32:52;;;;;;;;;;;;;0.5634;;;
2497;36.2298;35.6664;16:32:53;;;;;;;;;;;;;0.5634;;;
2498;36.2142;35.6586;16:32:53;;;;;;;;;;;;;0.5556;;;
2499;36.2064;35.6586;16:32:54;;;;;;;;;;;;;0.5478;;;
2500;36.1985;35.6508;16:32:54;;;;;;;;;;;;;0.5477;;;
2501;36.1907;35.6508;16:32:55;;;;;;;;;;;;;0.5399;;;
2502;36.1829;35.643;16:32:55;;;;;;;;;;;;;0.5399;;;
2503;36.1672;35.6195;16:32:56;;;;;;;;;;;;;0.5477;;;
2504;36.1594;35.6117;16:32:56;;;;;;;;;;;;;0.5477;;;
2505;36.1438;35.6038;16:32:57;;;;;;;;;;;;;0.54;;;
2506;36.1438;35.6038;16:32:57;;;;;;;;;;;;;0.54;;;
2507;36.1203;35.5882;16:32:58;;;;;;;;;;;;;0.5321;;;
2508;36.1125;35.5882;16:32:58;;;;;;;;;;;;;0.5243;;;
2509;36.0968;35.5647;16:32:59;;;;;;;;;;;;;0.5321;;;
2510;36.0968;35.5647;16:32:59;;;;;;;;;;;;;0.5321;;;
2511;36.0812;35.5647;16:33:00;;;;;;;;;;;;;0.5165;;;
2512;36.0812;35.5491;16:33:00;;;;;;;;;;;;;0.5321;;;
2513;36.0655;35.5491;16:33:01;;;;;;;;;;;;;0.5164;;;
2514;36.0577;35.5412;16:33:01;;;;;;;;;;;;;0.5165;;;
2515;36.0577;35.5412;16:33:02;;;;;;;;;;;;;0.5165;;;
2516;36.0499;35.5412;16:33:02;;;;;;;;;;;;;0.5087;;;
2517;36.046;35.5334;16:33:03;;;;;;;;;;;;;0.5126;;;
2518;36.0381;35.5334;16:33:03;;;;;;;;;;;;;0.5047;;;
2519;36.0381;35.5256;16:33:04;;;;;;;;;;;;;0.5125;;;
2520;36.0381;35.5256;16:33:04;;;;;;;;;;;;;0.5125;;;
2521;36.0303;35.5256;16:33:05;;;;;;;;;;;;;0.5047;;;
2522;36.0342;35.5099;16:33:05;;;;;;;;;;;;;0.5243;;;
2523;36.0225;35.5178;16:33:06;;;;;;;;;;;;;0.5047;;;
2524;36.0147;35.5021;16:33:06;;;;;;;;;;;;;0.5126;;;
2525;36.0068;35.5099;16:33:07;;;;;;;;;;;;;0.4969;;;
2526;36.0068;35.5021;16:33:07;;;;;;;;;;;;;0.5047;;;
2527;35.999;35.5021;16:33:08;;;;;;;;;;;;;0.4969;;;
2528;35.9912;35.506;16:33:08;;;;;;;;;;;;;0.4852;;;
2529;35.9912;35.5021;16:33:09;;;;;;;;;;;;;0.4891;;;
2530;35.9834;35.4982;16:33:09;;;;;;;;;;;;;0.4852;;;
2531;35.9834;35.4943;16:33:10;;;;;;;;;;;;;0.4891;;;
2532;35.9755;35.4943;16:33:10;;;;;;;;;;;;;0.4812;;;
2533;35.9599;35.4904;16:33:11;;;;;;;;;;;;;0.4695;;;
2534;35.9521;35.4826;16:33:11;;;;;;;;;;;;;0.4695;;;
2535;35.9442;35.4786;16:33:12;;;;;;;;;;;;;0.4656;;;
2536;35.9286;35.4747;16:33:12;;;;;;;;;;;;;0.4539;;;
2537;35.9286;35.4513;16:33:13;;;;;;;;;;;;;0.4773;;;
2538;35.9129;35.4513;16:33:13;;;;;;;;;;;;;0.4616;;;
2539;35.9129;35.4434;16:33:14;;;;;;;;;;;;;0.4695;;;
2540;35.8895;35.4356;16:33:14;;;;;;;;;;;;;0.4539;;;
2541;35.8895;35.4356;16:33:15;;;;;;;;;;;;;0.4539;;;
2542;35.8699;35.4278;16:33:15;;;;;;;;;;;;;0.4421;;;
2543;35.866;35.42;16:33:16;;;;;;;;;;;;;0.446;;;
2544;35.8621;35.42;16:33:16;;;;;;;;;;;;;0.4421;;;
2545;35.8582;35.4043;16:33:17;;;;;;;;;;;;;0.4539;;;
2546;35.8464;35.4043;16:33:17;;;;;;;;;;;;;0.4421;;;
2547;35.8308;35.3965;16:33:18;;;;;;;;;;;;;0.4343;;;
2548;35.8308;35.3887;16:33:18;;;;;;;;;;;;;0.4421;;;
2549;35.8229;35.3887;16:33:19;;;;;;;;;;;;;0.4342;;;
2550;35.8151;35.3887;16:33:19;;;;;;;;;;;;;0.4264;;;
2551;35.8151;35.373;16:33:20;;;;;;;;;;;;;0.4421;;;
2552;35.7995;35.373;16:33:20;;;;;;;;;;;;;0.4265;;;
2553;35.7916;35.3652;16:33:21;;;;;;;;;;;;;0.4264;;;
2554;35.7916;35.3652;16:33:21;;;;;;;;;;;;;0.4264;;;
2555;35.776;35.3652;16:33:22;;;;;;;;;;;;;0.4108;;;
2556;35.776;35.3574;16:33:22;;;;;;;;;;;;;0.4186;;;
2557;35.776;35.3495;16:33:23;;;;;;;;;;;;;0.4265;;;
2558;35.7603;35.3495;16:33:23;;;;;;;;;;;;;0.4108;;;
2559;35.7525;35.3495;16:33:24;;;;;;;;;;;;;0.403;;;
2560;35.7369;35.3417;16:33:24;;;;;;;;;;;;;0.3952;;;
2561;35.7447;35.3417;16:33:25;;;;;;;;;;;;;0.403;;;
2562;35.7212;35.3339;16:33:25;;;;;;;;;;;;;0.3873;;;
2563;35.7134;35.3339;16:33:26;;;;;;;;;;;;;0.3795;;;
2564;35.7134;35.3221;16:33:26;;;;;;;;;;;;;0.3913;;;
2565;35.6977;35.3221;16:33:27;;;;;;;;;;;;;0.3756;;;
2566;35.6977;35.3221;16:33:27;;;;;;;;;;;;;0.3756;;;
2567;35.6821;35.3182;16:33:28;;;;;;;;;;;;;0.3639;;;
2568;35.6821;35.3221;16:33:28;;;;;;;;;;;;;0.36;;;
2569;35.6664;35.3182;16:33:29;;;;;;;;;;;;;0.3482;;;
2570;35.6586;35.3143;16:33:29;;;;;;;;;;;;;0.3443;;;
2571;35.6586;35.3143;16:33:30;;;;;;;;;;;;;0.3443;;;
2572;35.6547;35.3104;16:33:30;;;;;;;;;;;;;0.3443;;;
2573;35.6469;35.3065;16:33:31;;;;;;;;;;;;;0.3404;;;
2574;35.6469;35.3065;16:33:31;;;;;;;;;;;;;0.3404;;;
2575;35.6391;35.2987;16:33:32;;;;;;;;;;;;;0.3404;;;
2576;35.6312;35.283;16:33:32;;;;;;;;;;;;;0.3482;;;
2577;35.6234;35.283;16:33:33;;;;;;;;;;;;;0.3404;;;
2578;35.6078;35.283;16:33:33;;;;;;;;;;;;;0.3248;;;
2579;35.6078;35.2674;16:33:34;;;;;;;;;;;;;0.3404;;;
2580;35.5999;35.2674;16:33:34;;;;;;;;;;;;;0.3325;;;
2581;35.5921;35.2674;16:33:35;;;;;;;;;;;;;0.3247;;;
2582;35.5921;35.2595;16:33:35;;;;;;;;;;;;;0.3326;;;
2583;35.5843;35.2595;16:33:36;;;;;;;;;;;;;0.3248;;;
2584;35.5765;35.2595;16:33:36;;;;;;;;;;;;;0.317;;;
2585;35.5765;35.2595;16:33:37;;;;;;;;;;;;;0.317;;;
2586;35.5608;35.2517;16:33:37;;;;;;;;;;;;;0.3091;;;
2587;35.5686;35.2439;16:33:38;;;;;;;;;;;;;0.3247;;;
2588;35.5608;35.2517;16:33:38;;;;;;;;;;;;;0.3091;;;
2589;35.553;35.2361;16:33:39;;;;;;;;;;;;;0.3169;;;
2590;35.553;35.2282;16:33:39;;;;;;;;;;;;;0.3248;;;
2591;35.553;35.2204;16:33:40;;;;;;;;;;;;;0.3326;;;
2592;35.5373;35.2204;16:33:40;;;;;;;;;;;;;0.3169;;;
2593;35.5452;35.2204;16:33:41;;;;;;;;;;;;;0.3248;;;
2594;35.5295;35.2048;16:33:41;;;;;;;;;;;;;0.3247;;;
2595;35.5295;35.2126;16:33:42;;;;;;;;;;;;;0.3169;;;
2596;35.5139;35.1969;16:33:42;;;;;;;;;;;;;0.317;;;
2597;35.506;35.2048;16:33:43;;;;;;;;;;;;;0.3012;;;
2598;35.506;35.1969;16:33:43;;;;;;;;;;;;;0.3091;;;
2599;35.4982;35.1969;16:33:44;;;;;;;;;;;;;0.3013;;;
2600;35.4982;35.1891;16:33:44;;;;;;;;;;;;;0.3091;;;
2601;35.4904;35.1891;16:33:45;;;;;;;;;;;;;0.3013;;;
2602;35.4904;35.1735;16:33:45;;;;;;;;;;;;;0.3169;;;
2603;35.4826;35.1656;16:33:46;;;;;;;;;;;;;0.317;;;
2604;35.4826;35.1656;16:33:46;;;;;;;;;;;;;0.317;;;
2605;35.4669;35.1656;16:33:47;;;;;;;;;;;;;0.3013;;;
2606;35.4591;35.15;16:33:47;;;;;;;;;;;;;0.3091;;;
2607;35.4591;35.1422;16:33:48;;;;;;;;;;;;;0.3169;;;
2608;35.4513;35.1422;16:33:48;;;;;;;;;;;;;0.3091;;;
2609;35.4434;35.1343;16:33:49;;;;;;;;;;;;;0.3091;;;
2610;35.4356;35.1422;16:33:49;;;;;;;;;;;;;0.2934;;;
2611;35.4317;35.1343;16:33:50;;;;;;;;;;;;;0.2974;;;
